bean_number,bean_total_wet_weight,fruit_rugosity,fruit_length,fruit_breadth,fruit_hardness,flower_stamen_colour,flower_sepal_length,flower_ligule_width,flower_ovule_number,flower_style_length,bean_colour_Intense purple,bean_colour_dark purple,bean_colour_light purple,bean_colour_purple,bean_shape_Oblong,bean_shape_elliptical,bean_shape_oblong,bean_shape_ovate,bean_shape_round,fruit_shape_angoleta,fruit_shape_angoleta-cundeamor,fruit_shape_elliptical,fruit_shape_oblong,fruit_shape_obovate,fruit_shape_orbicular,fruit_colour_Purple with eventual presence of green,fruit_colour_anthocyanin absent,fruit_colour_brown,fruit_colour_green and white,fruit_colour_intense anthocyanin,fruit_colour_moderate anthocyanin,fruit_colour_orange,fruit_colour_red,fruit_colour_red - yellow,fruit_colour_slight anthocyanin,fruit_colour_yellow,fruit_colour_yellow - brown,fruit_basal_constriction_absent,fruit_basal_constriction_moderate,fruit_basal_constriction_moderate - slight,fruit_basal_constriction_slight,fruit_basal_constriction_slight - moderate,fruit_basal_constriction_strong,fruit_basal_constriction_very slight,fruit_basal_constriction_wideshoulder,fruit_apex_form_acuminate,fruit_apex_form_acute,fruit_apex_form_attenuate,fruit_apex_form_indented,fruit_apex_form_mammillate,fruit_apex_form_obtuse,fruit_apex_form_rounded,fruit_furrow_desc_equidistant and intermediate separation,fruit_furrow_desc_equidistant and wide separation,fruit_furrow_desc_paired and intermediate separation,fruit_furrow_desc_paired and slight separation,fruit_furrow_desc_paired and wide separation,fruit_info_Hardness lte 1.6 Mpa,fruit_info_Hardness gt 1.6 and lte 2.0 Mpa,fruit_info_Hardness gt 2.0 Mpa,fruit_info_expedition data,flower_ligule_colour_anthocyanin absent,flower_ligule_colour_intense anthocyanin,flower_ligule_colour_moderate anthocyanin,flower_ligule_colour_slight anthocyanin,cluster
37.0,55.2,2,120.0,84.0,2,2,7.35,2.33,37.0,2.37,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3
40.0,65.8,3,193.0,95.0,3,2,8.56,2.25,41.0,2.2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
37.0,51.2,3,152.0,81.0,3,2,8.29,2.43,42.0,2.31,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
40.0,54.2,3,173.0,85.0,2,3,6.49,2.08,46.0,1.47,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
37.0,49.8,3,183.0,84.0,1,1,7.33,2.45,38.0,2.21,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
45.0,76.4,3,170.0,82.0,1,4,7.86,2.64,53.0,2.84,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4
47.0,74.4,2,158.0,83.0,3,2,8.46,2.63,50.0,2.61,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4
41.0,48.2,2,144.0,81.0,3,4,7.77,2.28,39.0,2.46,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5
43.0,56.8,3,157.0,84.0,2,4,6.93,2.0,48.0,1.78,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2
47.0,49.8,2,159.0,80.0,3,2,8.43,2.5441367128549874,40.0,2.1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
48.0,48.5,3,143.0,75.0,3,3,6.48,2.33,42.365151555753236,1.68,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5
42.0,55.8,2,162.0,82.0,3,2,7.82,2.49,46.32720183088204,2.3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2
33.0,62.2,2,165.0,84.0,3,1,8.08,2.76,37.0,2.22,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
39.0,37.7,3,145.0,70.0,3,2,7.25,2.55,51.0,2.37,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5
42.0,49.8,2,140.0,79.0,3,4,6.69,2.22,44.0,1.97,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5
28.0,34.9,3,143.0,78.0,3,1,6.57,2.75,34.0,1.53,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2
43.0,67.1,2,135.0,78.0,2,1,8.4,2.11,43.0,2.28,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3
34.0,69.0,2,182.0,84.0,2,2,7.15,2.95,38.0,1.69,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
37.0,55.7,2,160.0,74.0,2,1,6.69,2.23,44.0,2.055600061703003,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2
39.0,34.4,2,139.0,71.0,3,2,7.15,2.38,47.0,2.03,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5
49.0,80.9,4,161.0,85.0,3,2,7.64,2.33,46.0,2.23,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4
30.0,42.8,2,143.0,81.0,3,1,8.4,3.05,35.0,2.52,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
33.0,58.7,2,170.0,81.0,2,1,8.62,2.42,45.0,2.27,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
43.0,56.4,2,156.0,81.0,3,2,7.01,2.55,47.0,2.14,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
35.0,66.2,4,144.0,78.0,3,1,7.36,2.2,41.0,1.93,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6
42.0,77.5,4,164.0,80.0,3,2,8.7,2.28,45.0,1.89,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4
41.0,96.5,3,195.0,85.0,2,1,8.66,3.0,46.0,2.24,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29.0,42.5,3,135.0,75.0,2,1,7.13,2.04,38.0,2.14,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5
33.0,61.2,2,154.0,86.0,2,2,8.89,3.02,34.0,2.16,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
39.0,60.9,2,159.0,87.0,3,1,8.73,2.76,43.0,2.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4
42.0,52.4,3,181.0,81.0,2,2,8.33,2.42,48.0,2.49,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
39.0,57.7,3,201.0,92.0,3,1,7.74,2.91,39.0,2.19,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40.0,59.1,3,151.0,74.0,2,1,7.35,2.8,38.0,1.93,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6
40.0,74.2,3,142.0,80.0,2,4,7.69,2.14,39.0,1.91,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,6
39.0,62.9,3,183.0,91.0,3,1,7.68,2.42,38.0,1.74,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
35.0,58.5,2,163.0,87.0,3,1,8.05,2.25,44.0,2.33,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
41.0,59.2,3,174.0,78.0,2,4,6.29,2.23,39.0,1.61,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
40.0,49.5,3,133.4,77.3,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5
45.0,55.5,2,145.0,74.0,3,1,7.69,2.65,37.0,2.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6
39.0,57.7,2,185.0,95.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
39.0,57.7,2,185.0,95.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
26.9,57.7,2,186.0,85.0,2,2,7.87,3.05,37.0,1.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
24.6,77.9,2,164.9,91.3,2,2,8.25,2.5441367128549874,43.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4
28.7,57.7,4,194.1,101.0,2,2,8.5,2.5441367128549874,40.97667718479901,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
30.2,57.7,3,189.7,82.5,2,2,8.3,2.5441367128549874,41.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
23.8,68.7,3,187.1,81.4,2,2,8.6,2.0,35.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
34.5,83.9,3,191.8,79.2,2,2,8.0,2.0,49.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
29.6,57.7,2,205.1,89.6,2,2,7.9,2.63,41.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
41.6,64.97692307692307,2,159.0,93.0,3,2,8.8,3.0,51.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,4
41.2,82.1,2,155.2,77.7,2,2,7.4,2.73,50.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,6
34.1,84.2,1,151.9,79.5,3,2,6.6,2.0,42.365151555753236,2.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6
50.4,64.97692307692307,3,205.0,83.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
29.0,93.4,3,174.0,92.0,1,2,8.5,3.0,41.0,2.2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4
30.0,57.7,5,165.79492385786804,87.36598984771572,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
28.0,48.55,1,130.0,90.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,5
36.006470588235295,30.0,5,120.0,77.42588235294119,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7
38.0,57.7,3,160.0,80.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
23.0,65.0,7,120.0,70.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3
38.0,57.7,7,170.0,85.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1
36.006470588235295,50.0,4,135.0,85.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,5
36.006470588235295,60.0,2,125.0,75.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3
32.0,48.55,5,150.0,75.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
37.0,57.7,6,145.0,80.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6
36.006470588235295,60.0,3,140.0,80.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,6
36.006470588235295,45.0,3,145.0,80.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5
38.0,57.7,8,145.0,90.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,6
36.006470588235295,35.0,2,143.4770588235294,70.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,5
25.0,80.0,5,170.0,85.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4
41.0,57.7,5,200.0,100.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
44.0,57.7,7,165.0,100.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4
43.0,57.7,3,155.0,90.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6
36.006470588235295,50.0,7,105.0,80.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,7
36.006470588235295,40.0,2,143.4770588235294,77.42588235294119,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,2
36.006470588235295,25.0,2,143.4770588235294,65.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5
37.0,57.7,8,155.0,90.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6
36.006470588235295,80.0,2,110.0,85.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3
29.0,90.0,2,160.0,90.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4
24.0,90.0,7,110.0,85.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3
39.0,57.7,2,150.0,80.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6
31.0,57.7,2,145.0,90.0,3,2,8.124263959390863,2.508426395939086,42.63959390862944,2.4045177664974617,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,6
36.006470588235295,75.0,3,140.0,80.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6
31.0,80.0,3,140.0,80.0,3,2,7.00797202797203,2.2318181818181815,42.2027972027972,2.0839860139860145,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6
