Clone name,Colour dark purple,Colour light purple,Colour white,Colour mottled,Number,Length,Width,Thickness,Wet weight,Cotyledon wet weight,Info,Notes,Refcode,Dry weight,Colour,Colour purple,Shape,Size,Cotyledon dry weight,Cotyledon length,Cotyledon width,Cotyledon thickness,Total wet weight,Total dry weight,Colour grey,Number (max),Accession
AC T 4 /2 [TTO],,,,,35.4,,,,,,19 plants sampled,,BAL91B,1.05,,,,,,,,,,37.6,,,
AMAZ 15 /15,,,,,41.4,,,,,,37 plants sampled,,BAL91B,0.86,,,,,,,,,,35.6,,,
AMAZ 2 /1,,,,,34.1,,,,,,31 plants sampled,,BAL91B,0.84,,,,,,,,,,28.8,,,
AML [MAL],,,,,34.6,,,,,,24 plants sampled,,BAL91B,0.93,,,,,,,,,,32.5,,,
APA 4,,,,,35.4,,,,,,15 plants sampled,,BAL91B,0.98,,,,,,,,,,34.6,,,
APA 5,,,,,24.1,,,,,,19 plants sampled,,BAL91B,0.93,,,,,,,,,,22.8,,,
BE 10,,,,,36.5,,,,,,30 plants sampled,,BAL91B,1.03,,,,,,,,,,38.1,,,
C 13 /5 [TRI],,,,,42.3,,,,,,24 plants sampled,,BAL91B,0.97,,,,,,,,,,41.1,,,
C 87 /56 [TRI],,,,,35.0,,,,,,,,BAL91B,1.2,,,,,,,,,,42.1,,,
CAS 1,,,,,30.4,,,,,,13 plants sampled,,BAL91B,1.03,,,,,,,,,,31.7,,,
CATONGO,,,,,35.5,,,,,,36 plants sampled,,BAL91B,1.21,,,,,,,,,,43.1,,,
CATONGO,,,,,36.8,,,,,,66 plants sampled,,BAL91B,1.14,,,,,,,,,,42.4,,,
CATONGO,,,,,36.7,,,,,,,,BAL91B,1.17,,,,,,,,,,43.3,,,
CC 10,,,,,37.5,,,,,,43 plants sampled,,BAL91B,1.55,,,,,,,,,,58.6,,,
CC 11,,,,,35.5,,,,,,45 plants sampled,,BAL91B,1.47,,,,,,,,,,52.4,,,
CC 34,,,,,38.5,,,,,,25 plants sampled,,BAL91B,1.24,,,,,,,,,,48.5,,,
CC 38,,,,,39.7,,,,,,40 plants sampled,,BAL91B,1.01,,,,,,,,,,40.1,,,
CC 41,,,,,39.5,,,,,,46 plants sampled,,BAL91B,0.81,,,,,,,,,,32.1,,,
CC 54,,,,,29.0,,,,,,29 plants sampled,,BAL91B,1.21,,,,,,,,,,35.8,,,
CC 60,,,,,36.3,,,,,,,,BAL91B,1.16,,,,,,,,,,42.6,,,
CC 67,,,,,34.4,,,,,,20 plants sampled,,BAL91B,1.12,,,,,,,,,,38.4,,,
CC 71,,,,,33.8,,,,,,60 plants sampled,,BAL91B,1.09,,,,,,,,,,37.7,,,
CC 71,,,,,33.4,,,,,,,,BAL91B,1.14,,,,,,,,,,38.5,,,
CCN 10,,,,,37.1,,,,,,,,BAL91B,1.44,,,,,,,,,,53.8,,,
COCA 3356 [CHA],,,,,23.6,,,,,,59 plants sampled,,BAL91B,1.36,,,,,,,,,,32.5,,,
COCA 3356 [CHA],,,,,22.6,,,,,,,,BAL91B,1.35,,,,,,,,,,30.7,,,
EEG 64,,,,,42.1,,,,,,83 plants sampled,,BAL91B,0.73,,,,,,,,,,31.1,,,
EEG 64,,,,,42.7,,,,,,,,BAL91B,0.79,,,,,,,,,,33.8,,,
EET 236 [ECU],,,,,36.0,,,,,,53 plants sampled,,BAL91B,1.07,,,,,,,,,,38.8,,,
EET 272 [ECU],,,,,49.4,,,,,,23 plants sampled,,BAL91B,0.79,,,,,,,,,,38.6,,,
EET 283 [ECU],,,,,38.7,,,,,,49 plants sampled,,BAL91B,0.9,,,,,,,,,,35.0,,,
EET 308 [ECU],,,,,35.0,,,,,,39 plants sampled,,BAL91B,1.55,,,,,,,,,,54.9,,,
EET 353 [ECU],,,,,38.6,,,,,,44 plants sampled,,BAL91B,1.18,,,,,,,,,,45.9,,,
EET 353 [ECU],,,,,38.4,,,,,,,,BAL91B,1.19,,,,,,,,,,45.9,,,
EET 376 [ECU],,,,,36.6,,,,,,53 plants sampled,,BAL91B,1.13,,,,,,,,,,41.4,,,
EET 376 [ECU],,,,,39.2,,,,,,11 plants sampled,,BAL91B,0.92,,,,,,,,,,36.5,,,
EET 390 [ECU],,,,,37.0,,,,,,,,BAL91B,0.65,,,,,,,,,,24.7,,,
EET 399 [ECU],,,,,37.5,,,,,,53 plants sampled,,BAL91B,1.12,,,,,,,,,,42.1,,,
EET 400 [ECU],,,,,37.7,,,,,,69 plants sampled,,BAL91B,0.77,,,,,,,,,,29.1,,,
EET 75 [ECU],,,,,40.0,,,,,,34 plants sampled,,BAL91B,1.24,,,,,,,,,,50.0,,,
EQX 12 [EQX],,,,,31.4,,,,,,19 plants sampled,,BAL91B,1.22,,,,,,,,,,38.7,,,
EQX 16 [EQX],,,,,29.6,,,,,,15 plants sampled,,BAL91B,1.22,,,,,,,,,,36.4,,,
EQX 16 [EQX],,,,,29.3,,,,,,,,BAL91B,1.21,,,,,,,,,,35.8,,,
EQX 80 [EQX],,,,,38.8,,,,,,14 plants sampled,,BAL91B,0.59,,,,,,,,,,23.1,,,
GA 57 [MAY],,,,,32.6,,,,,,59 plants sampled,,BAL91B,1.13,,,,,,,,,,36.9,,,
ICS 1,,,,,36.5,,,,,,22 plants sampled,,BAL91B,1.4,,,,,,,,,,51.8,,,
ICS 100,,,,,29.7,,,,,,63 plants sampled,,BAL91B,1.26,,,,,,,,,,37.8,,,
ICS 16,,,,,40.6,,,,,,36 plants sampled,,BAL91B,1.44,,,,,,,,,,58.9,,,
ICS 39,,,,,38.5,,,,,,60 plants sampled,,BAL91B,1.46,,,,,,,,,,56.6,,,
ICS 46,,,,,34.2,,,,,,27 plants sampled,,BAL91B,1.5,,,,,,,,,,51.6,,,
ICS 6,,,,,41.0,,,,,,19 plants sampled,,BAL91B,1.48,,,,,,,,,,61.2,,,
ICS 60,,,,,37.9,,,,,,35 plants sampled,,BAL91B,1.5,,,,,,,,,,57.1,,,
ICS 75,,,,,34.7,,,,,,22 plants sampled,,BAL91B,1.26,,,,,,,,,,44.8,,,
ICS 75,,,,,35.1,,,,,,,,BAL91B,1.11,,,,,,,,,,39.9,,,
ICS 8,,,,,39.1,,,,,,41 plants sampled,,BAL91B,1.64,,,,,,,,,,64.6,,,
ICS 84,,,,,34.5,,,,,,48 plants sampled,,BAL91B,1.27,,,,,,,,,,44.2,,,
ICS 95,,,,,37.1,,,,,,85 plants sampled,,BAL91B,1.1,,,,,,,,,,41.1,,,
ICS 98,,,,,30.7,,,,,,20 plants sampled,,BAL91B,1.15,,,,,,,,,,35.6,,,
ICS 98,,,,,30.5,,,,,,,,BAL91B,1.16,,,,,,,,,,35.5,,,
IMC 105,,,,,44.8,,,,,,50 plants sampled,,BAL91B,0.82,,,,,,,,,,36.9,,,
IMC 14,,,,,52.7,,,,,,50 plants sampled,,BAL91B,0.77,,,,,,,,,,40.5,,,
IMC 2,,,,,48.3,,,,,,24 plants sampled,,BAL91B,0.71,,,,,,,,,,34.7,,,
IMC 23,,,,,49.4,,,,,,58 plants sampled,,BAL91B,0.97,,,,,,,,,,48.1,,,
IMC 47,,,,,46.1,,,,,,46 plants sampled,,BAL91B,0.79,,,,,,,,,,36.5,,,
IMC 53,,,,,50.6,,,,,,55 plants sampled,,BAL91B,0.84,,,,,,,,,,42.6,,,
IMC 58,,,,,31.9,,,,,,38 plants sampled,,BAL91B,0.87,,,,,,,,,,28.1,,,
IMC 67,,,,,45.8,,,,,,39 plants sampled,,BAL91B,0.99,,,,,,,,,,45.3,,,
IMC 85,,,,,51.9,,,,,,54 plants sampled,,BAL91B,0.78,,,,,,,,,,40.5,,,
JA 5 /46 [POU],,,,,35.6,,,,,,13 plants sampled,,BAL91B,1.06,,,,,,,,,,38.1,,,
K 13 [KER],,,,,34.9,,,,,,39 plants sampled,,BAL91B,1.37,,,,,,,,,,48.1,,,
K 20 [KER],,,,,36.0,,,,,,34 plants sampled,,BAL91B,1.27,,,,,,,,,,46.1,,,
K 21 [KER],,,,,29.8,,,,,,30 plants sampled,,BAL91B,1.66,,,,,,,,,,50.1,,,
K 24 /106 [KER],,,,,31.1,,,,,,33 plants sampled,,BAL91B,1.65,,,,,,,,,,52.1,,,
K 6 /101 [KER],,,,,32.7,,,,,,53 plants sampled,,BAL91B,1.44,,,,,,,,,,47.3,,,
K 82 [KER],,,,,38.5,,,,,,49 plants sampled,,BAL91B,1.13,,,,,,,,,,43.8,,,
KA 2 /101,,,,,30.9,,,,,,39 plants sampled,,BAL91B,1.39,,,,,,,,,,43.5,,,
KA 2 /106,,,,,29.2,,,,,,37 plants sampled,,BAL91B,1.76,,,,,,,,,,52.1,,,
KA 5 /201,,,,,33.1,,,,,,48 plants sampled,,BAL91B,1.38,,,,,,,,,,46.0,,,
LCT EEN 258 /E,,,,,32.5,,,,,,11 plants sampled,,BAL91B,0.86,,,,,,,,,,28.7,,,
LCT EEN 258 /H,,,,,39.6,,,,,,20 plants sampled,,BAL91B,0.84,,,,,,,,,,33.6,,,
LCT EEN 37 /A,,,,,39.0,,,,,,11 plants sampled,,BAL91B,0.71,,,,,,,,,,28.6,,,
LCT EEN 37 /E,,,,,41.4,,,,,,12 plants sampled,,BAL91B,0.89,,,,,,,,,,37.5,,,
LCT EEN 37 /H,,,,,39.1,,,,,,20 plants sampled,,BAL91B,0.81,,,,,,,,,,32.6,,,
LCT EEN 73 /B,,,,,29.8,,,,,,12 plants sampled,,BAL91B,1.3,,,,,,,,,,39.6,,,
M 109 [ICT],,,,,36.1,,,,,,14 plants sampled,,BAL91B,1.1,,,,,,,,,,40.0,,,
M 180 [ICT],,,,,45.3,,,,,,23 plants sampled,,BAL91B,0.81,,,,,,,,,,37.0,,,
MATINA 1 /9,,,,,38.1,,,,,,39 plants sampled,,BAL91B,0.93,,,,,,,,,,35.5,,,
MO 81,,,,,42.3,,,,,,36 plants sampled,,BAL91B,0.72,,,,,,,,,,30.4,,,
MO 98,,,,,52.8,,,,,,22 plants sampled,,BAL91B,0.8,,,,,,,,,,42.5,,,
MOCORONGO,,,,,43.9,,,,,,96 plants sampled,,BAL91B,0.76,,,,,,,,,,34.0,,,
MOCORONGO,,,,,44.5,,,,,,,,BAL91B,0.8,,,,,,,,,,35.6,,,
MOQ 4 /17,,,,,32.7,,,,,,60 plants sampled,,BAL91B,1.09,,,,,,,,,,35.7,,,
NA 101,,,,,39.6,,,,,,26 plants sampled,,BAL91B,0.89,,,,,,,,,,35.8,,,
NA 110,,,,,45.6,,,,,,52 plants sampled,,BAL91B,0.65,,,,,,,,,,30.2,,,
NA 121,,,,,35.0,,,,,,71 plants sampled,,BAL91B,0.73,,,,,,,,,,26.2,,,
NA 141,,,,,43.6,,,,,,82 plants sampled,,BAL91B,0.72,,,,,,,,,,32.0,,,
NA 149,,,,,46.0,,,,,,59 plants sampled,,BAL91B,0.7,,,,,,,,,,32.7,,,
NA 162,,,,,37.7,,,,,,69 plants sampled,,BAL91B,0.94,,,,,,,,,,35.7,,,
NA 168,,,,,36.7,,,,,,25 plants sampled,,BAL91B,0.9,,,,,,,,,,33.3,,,
NA 171,,,,,46.3,,,,,,57 plants sampled,,BAL91B,0.69,,,,,,,,,,32.4,,,
NA 180,,,,,39.6,,,,,,42 plants sampled,,BAL91B,0.81,,,,,,,,,,32.5,,,
NA 214,,,,,38.3,,,,,,75 plants sampled,,BAL91B,0.91,,,,,,,,,,35.3,,,
NA 217,,,,,32.8,,,,,,36 plants sampled,,BAL91B,0.82,,,,,,,,,,27.4,,,
NA 226,,,,,41.4,,,,,,56 plants sampled,,BAL91B,1.02,,,,,,,,,,42.9,,,
NA 227,,,,,36.3,,,,,,36 plants sampled,,BAL91B,0.97,,,,,,,,,,35.8,,,
NA 235,,,,,42.7,,,,,,67 plants sampled,,BAL91B,0.72,,,,,,,,,,31.2,,,
NA 247,,,,,30.6,,,,,,65 plants sampled,,BAL91B,0.87,,,,,,,,,,27.1,,,
NA 250,,,,,43.2,,,,,,68 plants sampled,,BAL91B,0.81,,,,,,,,,,35.1,,,
NA 256,,,,,22.1,,,,,,22 plants sampled,,BAL91B,0.98,,,,,,,,,,22.2,,,
NA 258,,,,,42.6,,,,,,56 plants sampled,,BAL91B,0.64,,,,,,,,,,27.8,,,
NA 26,,,,,33.8,,,,,,21 plants sampled,,BAL91B,0.93,,,,,,,,,,31.8,,,
NA 260,,,,,33.4,,,,,,31 plants sampled,,BAL91B,0.68,,,,,,,,,,23.0,,,
NA 27,,,,,37.9,,,,,,19 plants sampled,,BAL91B,0.88,,,,,,,,,,34.3,,,
NA 283,,,,,34.9,,,,,,43 plants sampled,,BAL91B,0.96,,,,,,,,,,34.0,,,
NA 284,,,,,44.3,,,,,,49 plants sampled,,BAL91B,0.76,,,,,,,,,,33.5,,,
NA 31,,,,,34.0,,,,,,61 plants sampled,,BAL91B,0.99,,,,,,,,,,33.8,,,
NA 311,,,,,32.8,,,,,,48 plants sampled,,BAL91B,0.8,,,,,,,,,,26.6,,,
NA 32,,,,,39.0,,,,,,29 plants sampled,,BAL91B,0.92,,,,,,,,,,36.0,,,
NA 33,,,,,42.4,,,,,,35 plants sampled,,BAL91B,0.7,,,,,,,,,,29.9,,,
NA 34,,,,,32.2,,,,,,61 plants sampled,,BAL91B,0.95,,,,,,,,,,30.9,,,
NA 70,,,,,42.7,,,,,,34 plants sampled,,BAL91B,0.72,,,,,,,,,,31.1,,,
NA 77,,,,,35.9,,,,,,46 plants sampled,,BAL91B,0.72,,,,,,,,,,26.1,,,
P 10 [MEX],,,,,35.8,,,,,,56 plants sampled,,BAL91B,1.17,,,,,,,,,,42.1,,,
P 4 /NANAY [UNK],,,,,38.4,,,,,,35 plants sampled,,BAL91B,0.82,,,,,,,,,,31.8,,,
PA 107 [PER],,,,,38.4,,,,,,50 plants sampled,,BAL91B,0.76,,,,,,,,,,29.3,,,
PA 121 [PER],,,,,29.6,,,,,,48 plants sampled,,BAL91B,0.98,,,,,,,,,,29.7,,,
PA 127 [PER],,,,,37.7,,,,,,42 plants sampled,,BAL91B,0.9,,,,,,,,,,33.9,,,
PA 13 [PER],,,,,35.0,,,,,,50 plants sampled,,BAL91B,0.87,,,,,,,,,,30.6,,,
PA 137 [PER],,,,,30.9,,,,,,54 plants sampled,,BAL91B,1.12,,,,,,,,,,34.6,,,
PA 138 [PER],,,,,36.1,,,,,,49 plants sampled,,BAL91B,0.99,,,,,,,,,,35.9,,,
PA 149 [PER],,,,,37.1,,,,,,54 plants sampled,,BAL91B,1.03,,,,,,,,,,38.5,,,
PA 156 [PER],,,,,36.6,,,,,,39 plants sampled,,BAL91B,0.94,,,,,,,,,,34.6,,,
PA 175 [PER],,,,,39.5,,,,,,73 plants sampled,,BAL91B,0.86,,,,,,,,,,34.0,,,
PA 179 [PER],,,,,38.3,,,,,,42 plants sampled,,BAL91B,1.02,,,,,,,,,,39.6,,,
PA 300 [PER],,,,,35.1,,,,,,52 plants sampled,,BAL91B,1.05,,,,,,,,,,37.0,,,
PA 35 [PER],,,,,31.7,,,,,,53 plants sampled,,BAL91B,1.29,,,,,,,,,,41.3,,,
PA 56 [PER],,,,,32.9,,,,,,33 plants sampled,,BAL91B,0.9,,,,,,,,,,29.8,,,
PA 56 [PER],,,,,34.3,,,,,,,,BAL91B,0.86,,,,,,,,,,29.7,,,
PA 7 [PER],,,,,31.1,,,,,,36 plants sampled,,BAL91B,0.85,,,,,,,,,,26.5,,,
PA 73 [PER],,,,,33.6,,,,,,28 plants sampled,,BAL91B,1.01,,,,,,,,,,34.5,,,
PA 73 [PER],,,,,33.7,,,,,,,,BAL91B,1.07,,,,,,,,,,36.1,,,
PA 76 [PER],,,,,38.4,,,,,,35 plants sampled,,BAL91B,0.97,,,,,,,,,,37.4,,,
POUND 12,,,,,42.9,,,,,,29 plants sampled,,BAL91B,0.8,,,,,,,,,,34.5,,,
POUND 16,,,,,47.0,,,,,,19 plants sampled,,BAL91B,0.65,,,,,,,,,,30.9,,,
POUND 7,,,,,47.1,,,,,,40 plants sampled,,BAL91B,0.98,,,,,,,,,,46.1,,,
RB 41 [BRA],,,,,27.1,,,,,,21 plants sampled,,BAL91B,0.88,,,,,,,,,,24.0,,,
RB 41 [BRA],,,,,27.2,,,,,,,,BAL91B,0.9,,,,,,,,,,24.5,,,
REDAMEL 1 /22,,,,,38.9,,,,,,23 plants sampled,,BAL91B,1.07,,,,,,,,,,41.6,,,
RIM 41 [MEX],,,,,36.1,,,,,,25 plants sampled,,BAL91B,1.24,,,,,,,,,,44.9,,,
SCA 12,,,,,36.4,,,,,,45 plants sampled,,BAL91B,0.66,,,,,,,,,,24.1,,,
SCA 20 /D,,,,,41.8,,,,,,24 plants sampled,,BAL91B,0.91,,,,,,,,,,38.2,,,
SCA 20 /QH,,,,,40.9,,,,,,53 plants sampled,,BAL91B,0.87,,,,,,,,,,35.7,,,
SCA 6,,,,,35.1,,,,,,24 plants sampled,,BAL91B,0.65,,,,,,,,,,22.9,,,
SCA 9,,,,,36.5,,,,,,31 plants sampled,,BAL91B,0.65,,,,,,,,,,23.8,,,
SCR 5,,,,,37.3,,,,,,21 plants sampled,,BAL91B,1.11,,,,,,,,,,41.7,,,
SIAL 93,,,,,42.8,,,,,,46 plants sampled,,BAL91B,1.14,,,,,,,,,,49.0,,,
SIAL 93,,,,,42.8,,,,,,,,BAL91B,1.14,,,,,,,,,,49.0,,,
SIAL 98,,,,,41.2,,,,,,,,BAL91B,0.97,,,,,,,,,,40.4,,,
SM 2 [POU],,,,,29.0,,,,,,,,BAL91B,1.0,,,,,,,,,,29.9,,,
SPA 10 [COL],,,,,41.0,,,,,,54 plants sampled,,BAL91B,0.79,,,,,,,,,,32.3,,,
SPA 12 [COL],,,,,44.4,,,,,,65 plants sampled,,BAL91B,0.86,,,,,,,,,,38.6,,,
SPA 12 [COL],,,,,44.0,,,,,,,,BAL91B,0.89,,,,,,,,,,39.1,,,
SPA 9 [COL],,,,,46.0,,,,,,61 plants sampled,,BAL91B,0.82,,,,,,,,,,37.8,,,
SPEC 138 /13,,,,,34.0,,,,,,,,BAL91B,0.86,,,,,,,,,,29.2,,,
SPEC 185 /4,,,,,26.6,,,,,,16 plants sampled,,BAL91B,0.91,,,,,,,,,,24.9,,,
SPEC 185 /4,,,,,26.4,,,,,,,,BAL91B,0.9,,,,,,,,,,24.7,,,
SPEC 41 /11,,,,,43.1,,,,,,,,BAL91B,0.87,,,,,,,,,,37.9,,,
SPEC 41 /6,,,,,33.6,,,,,,,,BAL91B,0.94,,,,,,,,,,32.0,,,
STAHEL,,,,,34.0,,,,,,22 plants sampled,,BAL91B,1.01,,,,,,,,,,34.3,,,
TAP 1 /2 [CHA],,,,,40.1,,,,,,55 plants sampled,,BAL91B,0.75,,,,,,,,,,30.2,,,
TSH 1112,,,,,40.5,,,,,,20 plants sampled,,BAL91B,0.81,,,,,,,,,,33.2,,,
UA 13,,,,,37.9,,,,,,42 plants sampled,,BAL91B,0.76,,,,,,,,,,29.2,,,
UA 13,,,,,38.5,,,,,,,,BAL91B,0.78,,,,,,,,,,30.3,,,
UF 11,,,,,34.8,,,,,,47 plants sampled,,BAL91B,1.51,,,,,,,,,,52.8,,,
UF 168,,,,,37.0,,,,,,49 plants sampled,,BAL91B,1.46,,,,,,,,,,54.8,,,
UF 221,,,,,33.9,,,,,,53 plants sampled,,BAL91B,1.29,,,,,,,,,,43.7,,,
UF 221,,,,,38.3,,,,,,34 plants sampled,,BAL91B,1.48,,,,,,,,,,56.9,,,
UF 29,,,,,42.5,,,,,,28 plants sampled,,BAL91B,0.92,,,,,,,,,,39.4,,,
UF 613,,,,,37.4,,,,,,36 plants sampled,,BAL91B,1.2,,,,,,,,,,44.7,,,
UF 676,,,,,35.2,,,,,,46 plants sampled,,BAL91B,1.56,,,,,,,,,,55.1,,,
UF 705,,,,,37.2,,,,,,14 plants sampled,,BAL91B,1.11,,,,,,,,,,42.6,,,
UF 717,,,,,34.9,,,,,,15 plants sampled,,BAL91B,1.14,,,,,,,,,,41.6,,,
UIT 1,,,,,37.6,,,,,,29 plants sampled,,BAL91B,1.58,,,,,,,,,,60.1,,,
UIT 2,,,,,38.5,,,,,,37 plants sampled,,BAL91B,1.56,,,,,,,,,,60.7,,,
VEN B 47 [ICT],,,,,36.9,,,,,,16 plants sampled,,BAL91B,1.0,,,,,,,,,,37.1,,,
WA 159 [MYS],,,,,38.2,,,,,,95 plants sampled,,BAL91B,1.32,,,,,,,,,,51.2,,,
WA 159 [MYS],,,,,38.2,,,,,,,,BAL91B,1.45,,,,,,,,,,55.4,,,
ARF 22,,,,,42.0,-,-,-,,,,,ARC06A,1.31,,,,,,,,,,,,,-
ARF 22 x ARF 37,,,,,43.0,22.0,7.0,11.0,,,tree number 11,,ARC06A,1.0,,,,,,,,,,,,,tree number 11
ARF 22 x ARF 6,,,,,37.0,22.0,10.0,12.0,,,tree number 12,,ARC06A,1.6,,,,,,,,,,,,,tree number 12
ARF 22 x UF 273,,,,,34.0,20.0,10.0,10.0,,,tree number 13,,ARC06A,1.2,,,,,,,,,,,,,tree number 13
ARF 22 x UF 273,,,,,31.0,-,-,-,,,tree number 26,,ARC06A,1.0,,,,,,,,,,,,,tree number 26
ARF 37,,,,,41.0,-,-,-,,,,,ARC06A,0.74,,,,,,,,,,,,,-
ARF 6,,,,,36.0,-,-,-,,,,,ARC06A,1.19,,,,,,,,,,,,,-
CATIE-R1,,,,,29.0,25.0,9.0,12.0,,,,,ARC06A,1.34,,,,,,,,,,,,,-
CATIE-R2,,,,,34.0,28.0,9.0,12.0,,,,,ARC06A,1.31,,,,,,,,,,,,,-
CATIE-R3,,,,,32.0,-,-,-,,,,,ARC06A,1.36,,,,,,,,,,,,,-
CATIE-R4,,,,,35.0,25.0,10.0,13.0,,,,,ARC06A,1.48,,,,,,,,,,,,,-
CATIE-R5,,,,,36.0,25.0,10.0,13.0,,,,,ARC06A,1.63,,,,,,,,,,,,,-
CATIE-R6,,,,,31.0,26.0,9.0,12.0,,,,,ARC06A,1.37,,,,,,,,,,,,,-
CATIE-R7,,,,,37.0,-,-,-,,,,,ARC06A,1.45,,,,,,,,,,,,,-
CATIE 1000 x CC 137,,,,,36.0,22.0,8.0,12.0,,,tree number 23,,ARC06A,1.3,,,,,,,,,,,,,tree number 23
CC 137,,,,,27.0,26.0,9.0,13.0,,,,,ARC06A,1.71,,,,,,,,,,,,,-
CC 137 x UF 273,,,,,35.0,27.0,10.0,13.0,,,tree number 20,,ARC06A,1.6,,,,,,,,,,,,,tree number 20
CC 137 x UF 273,,,,,30.0,25.0,8.0,11.0,,,tree number 30,,ARC06A,1.6,,,,,,,,,,,,,tree number 30
CC 137 x ICS 6,,,,,35.0,22.0,8.0,11.0,,,tree number 30,,ARC06A,1.1,,,,,,,,,,,,,tree number 30
CC 137 x SCA 6,,,,,38.0,23.0,9.0,13.0,,,tree number 32,,ARC06A,1.4,,,,,,,,,,,,,tree number 32
CC 137 x SCA 6,,,,,29.0,22.0,8.0,11.0,,,tree number 4,,ARC06A,0.9,,,,,,,,,,,,,tree number 4
CC 252,,,,,28.0,-,-,-,,,,,ARC06A,1.54,,,,,,,,,,,,,-
CC 252 x SCA 6,,,,,35.0,-,-,-,,,tree number 27,,ARC06A,1.1,,,,,,,,,,,,,tree number 27
CC 252 x SCA 6,,,,,32.0,22.0,7.0,11.0,,,tree number 28,,ARC06A,0.9,,,,,,,,,,,,,tree number 28
CC 252 x UF 273,,,,,29.0,22.0,7.0,10.0,,,tree number 7,,ARC06A,0.6,,,,,,,,,,,,,tree number 7
CC 252 x UF 273,,,,,30.0,21.0,9.0,12.0,,,tree number 31,,ARC06A,0.7,,,,,,,,,,,,,tree number 31
CCN 51,,,,,31.0,28.0,11.0,14.0,,,,,ARC06A,2.14,,,,,,,,,,,,,-
CCN 51 x PA 169 [PER],,,,,22.0,-,-,-,,,tree number 9,,ARC06A,1.3,,,,,,,,,,,,,tree number 9
EET 183 [ECU],,,,,30.0,19.0,7.0,10.0,,,,,ARC06A,1.18,,,,,,,,,,,,,-
EET 75 [ECU] x CC 252,,,,,34.0,21.0,8.0,11.0,,,tree number 31,,ARC06A,1.3,,,,,,,,,,,,,tree number 31
EET 75 [ECU] x CC 137,,,,,33.0,20.0,8.0,11.0,,,tree number 2,,ARC06A,1.1,,,,,,,,,,,,,tree number 2
EET 75 [ECU] x CC 137,,,,,34.0,20.0,9.0,12.0,,,tree number 25,,ARC06A,1.3,,,,,,,,,,,,,tree number 25
EET 75 [ECU] x CC 137,,,,,28.0,-,-,-,,,tree number 30,,ARC06A,1.1,,,,,,,,,,,,,tree number 30
EET 75 [ECU] x CATIE 1000,,,,,37.0,-,-,-,,,tree number 18,,ARC06A,1.0,,,,,,,,,,,,,tree number 18
EET 75 [ECU] x CATIE 1000,,,,,41.0,21.0,8.0,11.0,,,tree number 20,,ARC06A,1.0,,,,,,,,,,,,,tree number 20
EET 75 [ECU] x CATIE 1000,,,,,30.0,23.0,7.0,11.0,,,tree number 24,,ARC06A,1.2,,,,,,,,,,,,,tree number 24
EET 75 [ECU] x CATIE 1000,,,,,35.0,20.0,8.0,11.0,,,tree number 28,,ARC06A,1.1,,,,,,,,,,,,,tree number 28
EET 75 [ECU] x CATIE 1000,,,,,36.0,22.0,7.0,11.0,,,tree number 30,,ARC06A,1.0,,,,,,,,,,,,,tree number 30
GU 133 /N,,,,,33.0,-,-,-,,,,,ARC06A,0.92,,,,,,,,,,,,,-
ICS 43,,,,,32.0,23.0,9.0,12.0,,,,,ARC06A,1.23,,,,,,,,,,,,,-
ICS 95,,,,,33.0,21.0,9.0,11.0,,,,,ARC06A,1.19,,,,,,,,,,,,,-
ICS 95 x UF 273,,,,,32.0,23.0,9.0,12.0,,,tree number 21,,ARC06A,1.4,,,,,,,,,,,,,tree number 21
ICS 95 x UF 273,,,,,35.0,22.0,10.0,12.0,,,tree number 27,,ARC06A,1.5,,,,,,,,,,,,,tree number 27
ICS 95 x UF 712,,,,,40.0,24.0,10.0,12.0,,,tree number 29,,ARC06A,1.6,,,,,,,,,,,,,tree number 29
ICS 95 x POUND 7,,,,,40.0,23.0,8.0,13.0,,,tree number 29,,ARC06A,1.3,,,,,,,,,,,,,tree number 29
IMC 60,,,,,46.0,-,-,-,,,,,ARC06A,1.17,,,,,,,,,,,,,-
PA 169 [PER],,,,,35.0,22.0,10.0,12.0,,,,,ARC06A,1.28,,,,,,,,,,,,,-
PA 169 [PER] x ARF 6,,,,,38.0,24.0,10.0,13.0,,,tree number 11,,ARC06A,1.7,,,,,,,,,,,,,tree number 11
PA 169 [PER] x ARF 22,,,,,21.0,-,-,-,,,tree number 5,,ARC06A,1.4,,,,,,,,,,,,,tree number 5
PA 169 [PER] x ARF 22,,,,,27.0,-,-,-,,,tree number 10,,ARC06A,1.3,,,,,,,,,,,,,tree number 10
PA 169 [PER] x ARF 22,,,,,36.0,22.0,10.0,12.0,,,tree number 14,,ARC06A,1.2,,,,,,,,,,,,,tree number 14
PA 169 [PER] x ARF 22,,,,,30.0,23.0,11.0,11.0,,,tree number 23,,ARC06A,1.4,,,,,,,,,,,,,tree number 23
PA 169 [PER] x ARF 22,,,,,35.0,-,-,-,,,tree number 30,,ARC06A,0.9,,,,,,,,,,,,,tree number 30
PA 169 [PER] x ARF 37,,,,,36.0,23.0,7.0,11.0,,,tree number 8,,ARC06A,1.2,,,,,,,,,,,,,tree number 8
PMCT 58,,,,,35.0,23.0,8.0,11.0,,,,,ARC06A,1.19,,,,,,,,,,,,,-
POUND 7,,,,,40.0,22.0,7.0,11.0,,,,,ARC06A,1.23,,,,,,,,,,,,,-
