Clone name,Colour dark purple,Colour light purple,Colour white,Colour mottled,Number,Length,Width,Thickness,Wet weight,Cotyledon wet weight,Info,Notes,Refcode,Dry weight,Colour,Colour purple,Shape,Size,Cotyledon dry weight,Cotyledon length,Cotyledon width,Cotyledon thickness,Total wet weight,Total dry weight,Colour grey,Number (max),Accession
SCA 6 x UF 712,,,,,38.0,21.0,9.0,11.0,,,tree number 20,,ARC06A,1.2,,,,,,,,,,,,,tree number 20
SCA 6,,,,,37.0,-,-,-,,,,,ARC06A,0.58,,,,,,,,,,,,,-
SGU 84,,,,,34.0,-,-,-,,,,,ARC06A,0.87,,,,,,,,,,,,,-
UF 273,,,,,25.0,25.0,7.0,10.0,,,,,ARC06A,1.32,,,,,,,,,,,,,-
UF 273 x CC 137,,,,,33.0,22.0,8.0,11.0,,,tree number 1,,ARC06A,1.4,,,,,,,,,,,,,tree number 1
UF 273 x CC 137,,,,,33.0,23.0,9.0,12.0,,,tree number 5,,ARC06A,1.3,,,,,,,,,,,,,tree number 5
UF 273 x CATIE 1000,,,,,36.0,24.0,8.0,12.0,,,tree number 31,,ARC06A,1.2,,,,,,,,,,,,,tree number 31
UF 273 x POUND 7,,,,,35.0,21.0,8.0,11.0,,,tree number 4,,ARC06A,1.2,,,,,,,,,,,,,tree number 4
UF 273 x POUND 7,,,,,34.0,23.0,8.0,11.0,,,tree number 5,,ARC06A,1.3,,,,,,,,,,,,,tree number 5
UF 273 x POUND 7,,,,,37.0,25.0,9.0,13.0,,,tree number 20,,ARC06A,1.6,,,,,,,,,,,,,tree number 20
UF 273 x Tree81,,,,,41.0,23.0,9.0,12.0,,,tree number 4,,ARC06A,1.4,,,,,,,,,,,,,tree number 4
UF 273 x Tree81,,,,,37.0,24.0,8.0,14.0,,,tree number 32,,ARC06A,1.6,,,,,,,,,,,,,tree number 32
UF 273 x CATIE 1000,,,,,41.0,21.0,10.0,10.0,,,tree number 26,,ARC06A,1.1,,,,,,,,,,,,,tree number 26
UF 273 x POUND 7,,,,,34.0,22.0,8.0,11.0,,,tree number 6,,ARC06A,1.3,,,,,,,,,,,,,tree number 6
UF 273 x CC 137,,,,,33.0,22.0,8.0,11.0,,,tree number 4,,ARC06A,1.3,,,,,,,,,,,,,tree number 4
UF 273 x CC 137,,,,,28.0,22.0,8.0,12.0,,,tree number 9,,ARC06A,1.2,,,,,,,,,,,,,tree number 9
UF 273 x CC 137,,,,,33.0,22.0,9.0,11.0,,,tree number 21,,ARC06A,1.7,,,,,,,,,,,,,tree number 21
UF 273 x CATIE 1000,,,,,30.0,-,-,-,,,tree number 29,,ARC06A,1.2,,,,,,,,,,,,,tree number 29
UF 273 x CCN 51,,,,,24.0,22.0,8.0,11.0,,,tree number 13,,ARC06A,1.7,,,,,,,,,,,,,tree number 13
UF 273 x SCA 6,,,,,33.0,23.0,8.0,12.0,,,tree number 19,,ARC06A,1.2,,,,,,,,,,,,,tree number 19
UF 273 x CC 137,,,,,32.0,20.0,8.0,11.0,,,tree number 2,,ARC06A,1.2,,,,,,,,,,,,,tree number 2
UF 273 x SCA 6,,,,,38.0,22.0,8.0,11.0,,,tree number 22,,ARC06A,1.3,,,,,,,,,,,,,tree number 22
UF 712,,,,,25.0,23.0,9.0,11.0,,,,,ARC06A,1.16,,,,,,,,,,,,,-
UF 712 x CC 137,,,,,30.0,24.0,9.0,14.0,,,tree number 3,,ARC06A,1.5,,,,,,,,,,,,,tree number 3
UF 712 x CC 137,,,,,39.0,24.0,8.0,13.0,,,tree number 5,,ARC06A,1.4,,,,,,,,,,,,,tree number 5
UF 712 x CC 137,,,,,36.0,24.0,9.0,13.0,,,tree number 21,,ARC06A,1.5,,,,,,,,,,,,,tree number 21
UF 712 x CC 137,,,,,34.0,22.0,9.0,12.0,,,tree number 27,,ARC06A,1.5,,,,,,,,,,,,,tree number 27
UF 712 x CC 137,,,,,35.0,22.0,10.0,10.0,,,tree number 30,,ARC06A,1.4,,,,,,,,,,,,,tree number 30
UF 712 x CC 124,,,,,36.0,25.0,10.0,14.0,,,tree number 23,,ARC06A,1.5,,,,,,,,,,,,,tree number 23
UF 712 x CC 124,,,,,36.0,25.0,10.0,14.0,,,tree number 24,,ARC06A,1.3,,,,,,,,,,,,,tree number 24
UF 712 x CC 124,,,,,34.0,25.0,10.0,13.0,,,tree number 30,,ARC06A,1.3,,,,,,,,,,,,,tree number 30
UF 712 x CC 124,,,,,36.0,24.0,9.0,12.0,,,tree number 31,,ARC06A,1.1,,,,,,,,,,,,,tree number 31
UF 712 x CATIE 1000,,,,,38.0,23.0,9.0,13.0,,,tree number 7,,ARC06A,1.4,,,,,,,,,,,,,tree number 7
UF 712 x Tree81,,,,,39.0,27.0,8.0,14.0,,,tree number 22,,ARC06A,1.9,,,,,,,,,,,,,tree number 22
UF 712 x Tree81,,,,,35.0,21.0,8.0,11.0,,,tree number 24,,ARC06A,1.4,,,,,,,,,,,,,tree number 24
UF 712 x ARF 37,,,,,42.0,23.0,9.0,11.0,,,tree number 12,,ARC06A,1.2,,,,,,,,,,,,,tree number 12
UF 712 x ARF 37,,,,,32.0,23.0,9.0,12.0,,,tree number 26,,ARC06A,1.4,,,,,,,,,,,,,tree number 26
UF 712 x ARF 37,,,,,42.0,22.0,10.0,10.0,,,tree number 28,,ARC06A,1.2,,,,,,,,,,,,,tree number 28
UF 712 x ARF 37,,,,,45.0,23.0,10.0,12.0,,,tree number 31,,ARC06A,1.5,,,,,,,,,,,,,tree number 31
UF 712 x ARF 37,,,,,51.0,22.0,10.0,12.0,,,tree number 32,,ARC06A,1.4,,,,,,,,,,,,,tree number 32
UF 712 x ICS 43,,,,,38.0,24.0,10.0,13.0,,,tree number 30,,ARC06A,1.6,,,,,,,,,,,,,tree number 30
UF 712 x P 23 [MEX],,,,,31.0,20.0,8.0,11.0,,,tree number 15,,ARC06A,1.1,,,,,,,,,,,,,tree number 15
GF 19,,,,,34.7,-,-,,-,,,,GUY03A,,,,,,,,,,,,,46.0,
GF 20,,,,,35.7,-,-,,-,,,,GUY03A,,,,,,,,,,,,,47.0,
GF 21,,,,,34.7,-,-,,-,,,,GUY03A,,,,,,,,,,,,,46.0,
GF 22,,,,,34.4,-,-,,-,,,,GUY03A,,,,,,,,,,,,,46.0,
GF 23,,,,,36.9,22.5,10.8,,2.40,,,,GUY03A,,,,,,,,,,,,,49.0,
GF 24,,,,,39.8,-,-,,-,,,,GUY03A,,,,,,,,,,,,,53.0,
GF 25,,,,,39.5,21.9,11.4,,2.50,,,,GUY03A,,,,,,,,,,,,,50.0,
GF 26,,,,,39.7,24.6,11.3,,2.30,,,,GUY03A,,,,,,,,,,,,,48.0,
GF 27,,,,,33.3,25.5,13.8,,4.00,,,,GUY03A,,,,,,,,,,,,,49.0,
GF 29,,,,,39.6,22.8,13.3,,3.10,,,,GUY03A,,,,,,,,,,,,,49.0,
GF 30,,,,,40.3,24.3,11.9,,2.70,,,,GUY03A,,,,,,,,,,,,,49.0,
GF 31,,,,,38.7,25.2,12.0,,2.30,,,,GUY03A,,,,,,,,,,,,,48.0,
GF 32,,,,,42.1,24.6,12.6,,2.60,,,,GUY03A,,,,,,,,,,,,,54.0,
GF 34,,,,,37.8,25.7,13.9,,3.50,,,,GUY03A,,,,,,,,,,,,,48.0,
GF 35,,,,,33.4,24.5,12.8,,3.40,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 1,,,,,35.2,-,-,,2.50,,,,GUY03A,,,,,,,,,,,,,63.0,
GU 11,,,,,-,-,-,,2.90,,,,GUY03A,,,,,,,,,,,,,55.0,
GU 113,,,,,32.5,-,-,,2.10,,,,GUY03A,,,,,,,,,,,,,34.0,
GU 116,,,,,30.7,-,-,,3.40,,,,GUY03A,,,,,,,,,,,,,42.0,
GU 116 /A,,,,,21.9,24.7,13.9,,3.40,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 12,,,,,42.4,-,-,,2.90,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 129 /A,,,,,28.1,22.0,12.5,,2.70,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 13,,,,,41.8,-,-,,2.40,,,,GUY03A,,,,,,,,,,,,,52.0,
GU 131 /A,,,,,25.8,22.3,12.4,,2.90,,,,GUY03A,,,,,,,,,,,,,40.0,
GU 134,,,,,30.3,-,-,,2.70,,,,GUY03A,,,,,,,,,,,,,42.0,
GU 134 /A,,,,,21.8,23.1,12.8,,2.90,,,,GUY03A,,,,,,,,,,,,,35.0,
GU 134 /B,,,,,22.1,22.7,13.0,,3.10,,,,GUY03A,,,,,,,,,,,,,40.0,
GU 139,,,,,32.1,-,-,,3.50,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 139 /A,,,,,33.8,25.1,13.1,,3.60,,,,GUY03A,,,,,,,,,,,,,49.0,
GU 14,,,,,39.0,-,-,,3.00,,,,GUY03A,,,,,,,,,,,,,50.0,
GU 142 /A,,,,,22.9,22.6,12.5,,2.70,,,,GUY03A,,,,,,,,,,,,,46.0,
GU 143,,,,,26.3,-,-,,2.90,,,,GUY03A,,,,,,,,,,,,,43.0,
GU 143 /A,,,,,22.0,23.2,12.3,,2.80,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 145 /A,,,,,27.5,-,-,,2.80,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 146,,,,,30.0,-,-,,4.30,,,,GUY03A,,,,,,,,,,,,,37.0,
GU 146 /A,,,,,28.5,24.8,13.1,,3.40,,,,GUY03A,,,,,,,,,,,,,49.0,
GU 15,,,,,36.5,-,-,,2.80,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 157 /A,,,,,32.6,23.8,12.5,,3.50,,,,GUY03A,,,,,,,,,,,,,47.0,
GU 160 /A,,,,,28.8,22.8,12.1,,2.80,,,,GUY03A,,,,,,,,,,,,,45.0,
GU 161,,,,,28.9,-,-,,2.10,,,,GUY03A,,,,,,,,,,,,,38.0,
GU 161 /A,,,,,27.0,23.4,12.3,,3.10,,,,GUY03A,,,,,,,,,,,,,41.0,
GU 163 /A,,,,,23.5,22.9,13.0,,2.60,,,,GUY03A,,,,,,,,,,,,,40.0,
GU 165 /A,,,,,30.3,21.7,11.9,,2.40,,,,GUY03A,,,,,,,,,,,,,41.0,
GU 17,,,,,38.2,-,-,,2.90,,,,GUY03A,,,,,,,,,,,,,47.0,
GU 18,,,,,38.0,-,-,,2.40,,,,GUY03A,,,,,,,,,,,,,46.0,
GU 180,,,,,14.7,-,-,,4.20,,,,GUY03A,,,,,,,,,,,,,18.0,
GU 182,,,,,34.5,-,-,,3.20,,,,GUY03A,,,,,,,,,,,,,36.0,
GU 182 /A,,,,,21.5,23.5,12.1,,2.80,,,,GUY03A,,,,,,,,,,,,,40.0,
GU 186,,,,,31.6,-,-,,2.20,,,,GUY03A,,,,,,,,,,,,,42.0,
GU 186 /A,,,,,27.1,25.2,12.9,,2.60,,,,GUY03A,,,,,,,,,,,,,43.0,
GU 19,,,,,35.2,-,-,,2.70,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 199,,,,,30.0,-,-,,2.70,,,,GUY03A,,,,,,,,,,,,,32.0,
GU 2,,,,,35.9,-,-,,2.90,,,,GUY03A,,,,,,,,,,,,,62.0,
GU 20,,,,,37.7,-,-,,2.50,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 202,,,,,36.0,-,-,,2.20,,,,GUY03A,,,,,,,,,,,,,36.0,
GU 203,,,,,33.0,-,-,,3.10,,,,GUY03A,,,,,,,,,,,,,35.0,
GU 205,,,,,26.5,-,-,,1.90,,,,GUY03A,,,,,,,,,,,,,32.0,
GU 208,,,,,32.3,-,-,,2.80,,,,GUY03A,,,,,,,,,,,,,35.0,
GU 21,,,,,40.0,-,-,,2.30,,,,GUY03A,,,,,,,,,,,,,50.0,
GU 214 /A,,,,,29.7,24.2,12.6,,3.00,,,,GUY03A,,,,,,,,,,,,,39.0,
GU 218,,,,,35.3,-,-,,1.40,,,,GUY03A,,,,,,,,,,,,,47.0,
GU 218 /A,,,,,26.1,22.1,12.1,,2.80,,,,GUY03A,,,,,,,,,,,,,45.0,
GU 22,,,,,35.9,-,-,,2.10,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 225,,,,,26.4,-,-,,2.40,,,,GUY03A,,,,,,,,,,,,,42.0,
GU 225 /A,,,,,27.2,22.9,13.6,,3.00,,,,GUY03A,,,,,,,,,,,,,46.0,
GU 227,,,,,31.5,-,-,,2.90,,,,GUY03A,,,,,,,,,,,,,34.0,
GU 228,,,,,30.0,-,-,,3.20,,,,GUY03A,,,,,,,,,,,,,35.0,
GU 228 /A,,,,,26.0,26.0,13.3,,3.10,,,,GUY03A,,,,,,,,,,,,,45.0,
GU 23,,,,,37.4,-,-,,2.90,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 230,,,,,24.0,-,-,,2.70,,,,GUY03A,,,,,,,,,,,,,26.0,
GU 230 /A,,,,,18.7,23.0,12.9,,2.80,,,,GUY03A,,,,,,,,,,,,,37.0,
GU 236,,,,,31.0,-,-,,1.90,,,,GUY03A,,,,,,,,,,,,,38.0,
GU 236 /A,,,,,26.3,24.1,12.6,,2.60,,,,GUY03A,,,,,,,,,,,,,41.0,
GU 238 /A,,,,,31.9,22.8,11.7,,3.20,,,,GUY03A,,,,,,,,,,,,,43.0,
GU 240 /A,,,,,23.6,21.8,11.2,,2.70,,,,GUY03A,,,,,,,,,,,,,41.0,
GU 245 /A,,,,,18.2,21.0,11.1,,2.70,,,,GUY03A,,,,,,,,,,,,,39.0,
GU 252,,,,,28.3,-,-,,2.30,,,,GUY03A,,,,,,,,,,,,,37.0,
GU 254 /A,,,,,31.2,20.4,11.0,,2.20,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 256,,,,,37.0,-,-,,1.40,,,,GUY03A,,,,,,,,,,,,,47.0,
GU 26,,,,,42.0,-,-,,3.10,,,,GUY03A,,,,,,,,,,,,,49.0,
GU 266 /A,,,,,33.8,21.6,11.9,,3.10,,,,GUY03A,,,,,,,,,,,,,47.0,
GU 268,,,,,30.4,-,-,,2.10,,,,GUY03A,,,,,,,,,,,,,42.0,
GU 268 /A,,,,,28.4,22.4,11.8,,2.70,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 27,,,,,40.7,-,-,,2.40,,,,GUY03A,,,,,,,,,,,,,51.0,
GU 272,,,,,33.6,-,-,,2.10,,,,GUY03A,,,,,,,,,,,,,43.0,
GU 276,,,,,33.4,-,-,,2.40,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 276 /A,,,,,32.6,21.7,12.8,,2.80,,,,GUY03A,,,,,,,,,,,,,46.0,
GU 278,,,,,31.2,-,-,,2.50,,,,GUY03A,,,,,,,,,,,,,39.0,
GU 278 /A,,,,,29.2,24.3,12.5,,3.00,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 279 /B,,,,,26.7,23.8,13.5,,3.80,,,,GUY03A,,,,,,,,,,,,,41.0,
GU 280 /A,,,,,33.1,22.8,12.3,,2.90,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 285,,,,,34.9,-,-,,3.20,,,,GUY03A,,,,,,,,,,,,,43.0,
GU 285 /A,,,,,35.2,24.9,13.2,,3.50,,,,GUY03A,,,,,,,,,,,,,46.0,
GU 292,,,,,28.6,-,-,,2.60,,,,GUY03A,,,,,,,,,,,,,42.0,
GU 292 /A,,,,,28.7,24.4,12.6,,3.10,,,,GUY03A,,,,,,,,,,,,,43.0,
GU 297,,,,,33.4,-,-,,2.40,,,,GUY03A,,,,,,,,,,,,,42.0,
GU 297 /A,,,,,28.8,23.4,12.3,,2.70,,,,GUY03A,,,,,,,,,,,,,45.0,
GU 3,,,,,39.5,-,-,,3.10,,,,GUY03A,,,,,,,,,,,,,50.0,
GU 301 /A,,,,,28.8,21.9,12.0,,2.60,,,,GUY03A,,,,,,,,,,,,,41.0,
GU 303,,,,,29.9,-,-,,2.90,,,,GUY03A,,,,,,,,,,,,,39.0,
GU 303 /A,,,,,16.6,24.7,13.2,,3.30,,,,GUY03A,,,,,,,,,,,,,41.0,
GU 308,,,,,25.0,-,-,,3.20,,,,GUY03A,,,,,,,,,,,,,38.0,
GU 308 /A,,,,,28.6,21.8,10.9,,3.10,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 309 /A,,,,,25.5,21.8,11.4,,3.00,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 315,,,,,29.5,-,-,,3.40,,,,GUY03A,,,,,,,,,,,,,37.0,
GU 315 /A,,,,,31.4,23.4,12.6,,3.80,,,,GUY03A,,,,,,,,,,,,,46.0,
GU 319,,,,,34.5,-,-,,2.30,,,,GUY03A,,,,,,,,,,,,,37.0,
GU 321,,,,,29.2,-,-,,2.90,,,,GUY03A,,,,,,,,,,,,,37.0,
GU 321 /A,,,,,22.5,23.3,11.5,,2.90,,,,GUY03A,,,,,,,,,,,,,39.0,
GU 323,,,,,30.7,-,-,,2.70,,,,GUY03A,,,,,,,,,,,,,38.0,
GU 323 /A,,,,,24.0,23.3,12.1,,3.10,,,,GUY03A,,,,,,,,,,,,,38.0,
GU 325,,,,,28.2,-,-,,3.00,,,,GUY03A,,,,,,,,,,,,,37.0,
GU 325 /A,,,,,24.1,22.8,12.6,,3.40,,,,GUY03A,,,,,,,,,,,,,42.0,
GU 33,,,,,37.7,-,-,,2.50,,,,GUY03A,,,,,,,,,,,,,49.0,
GU 331,,,,,33.7,-,-,,3.00,,,,GUY03A,,,,,,,,,,,,,40.0,
GU 331 /A,,,,,26.4,23.5,12.9,,2.70,,,,GUY03A,,,,,,,,,,,,,42.0,
GU 334,,,,,27.0,-,-,,3.30,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 334 /A,,,,,23.5,22.1,11.4,,3.00,,,,GUY03A,,,,,,,,,,,,,40.0,
GU 338,,,,,29.5,-,-,,2.30,,,,GUY03A,,,,,,,,,,,,,30.0,
GU 34,,,,,39.0,-,-,,2.30,,,,GUY03A,,,,,,,,,,,,,50.0,
GU 342,,,,,26.9,-,-,,1.90,,,,GUY03A,,,,,,,,,,,,,37.0,
GU 342 /A,,,,,22.9,23.7,12.0,,2.80,,,,GUY03A,,,,,,,,,,,,,41.0,
GU 36,,,,,35.0,-,-,,3.20,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 361,,,,,42.1,-,-,,3.10,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 362,,,,,33.2,-,-,,3.00,,,,GUY03A,,,,,,,,,,,,,46.0,
GU 363,,,,,35.0,-,-,,3.10,,,,GUY03A,,,,,,,,,,,,,51.0,
GU 364,,,,,30.7,-,-,,2.70,,,,GUY03A,,,,,,,,,,,,,45.0,
GU 366,,,,,36.0,-,-,,3.00,,,,GUY03A,,,,,,,,,,,,,52.0,
GU 367,,,,,37.7,-,-,,3.00,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 369,,,,,40.8,-,-,,3.50,,,,GUY03A,,,,,,,,,,,,,45.0,
GU 38,,,,,32.5,-,-,,3.80,,,,GUY03A,,,,,,,,,,,,,47.0,
GU 39,,,,,39.7,-,-,,2.40,,,,GUY03A,,,,,,,,,,,,,50.0,
GU 4,,,,,-,-,-,,3.00,,,,GUY03A,,,,,,,,,,,,,49.0,
GU 40,,,,,39.7,-,-,,2.90,,,,GUY03A,,,,,,,,,,,,,46.0,
GU 5,,,,,40.9,-,-,,3.40,,,,GUY03A,,,,,,,,,,,,,54.0,
GU 6,,,,,-,-,-,,3.10,,,,GUY03A,,,,,,,,,,,,,44.0,
GU 8,,,,,-,-,-,,2.30,,,,GUY03A,,,,,,,,,,,,,48.0,
GU 9,,,,,-,-,-,,2.60,,,,GUY03A,,,,,,,,,,,,,51.0,
CATIE-R1,,,,,29.0,25.0,9.0,12.0,,,,,PHI13A,1.25,Intense purple,,Oblong,,,,,,93.4,,,,
CATIE-R4,,,,,35.0,25.0,10.0,13.0,,,,,PHI13A,1.30,Purple,,Oval,,,,,,144.7,,,,
CATIE-R6,,,,,31.0,26.0,9.0,12.0,,,,,PHI13A,1.35,Light purple,,Irregular,,,,,,127.2,,,,
CC 137,,,,,27.0,25.0,11.0,9.0,,,,,PHI13A,2.00,Intense purple,,Oval,,,,,,117.3,,,,
ICS 95,,,,,33.0,21.0,9.0,11.0,,,,,PHI13A,-,Light purple,,Irregular,,,,,,102.0,,,,
PMCT 58,,,,,37.0,23.0,8.0,11.0,,,,,PHI13A,1.15,Purple,,Oval,,,,,,93.1,,,,
AGU 17 [CHA],,,,,36.0,,,,1.66,,,,QUE99A,,,,,,,,,,,,,,
AMAZ 1,,,,,40.0,,,,1.34,,,,QUE99A,,,,,,,,,,,,,,
AMAZ 10,,,,,41.0,,,,0.72,,,,QUE99A,,,,,,,,,,,,,,
AMAZ 9,,,,,28.0,,,,1.50,,,,QUE99A,,,,,,,,,,,,,,
BOB 3 [CHA],,,,,39.0,,,,1.60,,,,QUE99A,,,,,,,,,,,,,,
BOB 8 [CHA],,,,,36.0,,,,1.64,,,,QUE99A,,,,,,,,,,,,,,
COCA 3023 [CHA],,,,,28.0,,,,0.80,,,,QUE99A,,,,,,,,,,,,,,
COCA 3335 [CHA],,,,,22.0,,,,1.65,,,,QUE99A,,,,,,,,,,,,,,
COCA 3338 [CHA],,,,,27.0,,,,1.25,,,,QUE99A,,,,,,,,,,,,,,
CUR 15 [CHA],,,,,25.0,,,,1.50,,,,QUE99A,,,,,,,,,,,,,,
CUR 3 [CHA],,,,,28.0,,,,1.86,,,,QUE99A,,,,,,,,,,,,,,
NAPO 1 [CHA],,,,,26.0,,,,1.73,,,,QUE99A,,,,,,,,,,,,,,
NAPO 18 [CHA],,,,,19.0,,,,1.50,,,,QUE99A,,,,,,,,,,,,,,
NAPO 25 [CHA],,,,,23.0,,,,1.24,,,,QUE99A,,,,,,,,,,,,,,
NAPO 3 [CHA],,,,,12.0,,,,1.60,,,,QUE99A,,,,,,,,,,,,,,
NAPO 30 [CHA],,,,,43.0,,,,-,,,,QUE99A,,,,,,,,,,,,,,
NAPO 41 [CHA],,,,,20.0,,,,1.44,,,,QUE99A,,,,,,,,,,,,,,
SAN MIGUEL 8 [CHA],,,,,35.0,,,,1.15,,,,QUE99A,,,,,,,,,,,,,,
SAN MIGUEL 9 [CHA],,,,,34.0,,,,1.20,,,,QUE99A,,,,,,,,,,,,,,
TAP 1 [CHA],,,,,38.0,,,,0.80,,,,QUE99A,,,,,,,,,,,,,,
TAP 12 [CHA],,,,,32.0,,,,1.02,,,,QUE99A,,,,,,,,,,,,,,
TAP 2 [CHA],,,,,40.0,,,,0.94,,,,QUE99A,,,,,,,,,,,,,,
TAP 7 [CHA],,,,,46.0,,,,0.76,,,,QUE99A,,,,,,,,,,,,,,
TIPUTINI 1 [CHA],,,,,32.0,,,,1.12,,,,QUE99A,,,,,,,,,,,,,,
TIPUTINI 2 [CHA],,,,,41.0,,,,0.89,,,,QUE99A,,,,,,,,,,,,,,
TIPUTINI 4 [CHA],,,,,32.0,,,,1.17,,,,QUE99A,,,,,,,,,,,,,,
UNAP 1 [CHA],,,,,37.0,,,,0.89,,,,QUE99A,,,,,,,,,,,,,,
BAL 209,,,,,37.7,20.7,12.9,8.0,,,,,LEE93A,1.11,dark purple,,round,,,,,,,,,,
BR 25,,,,,40.0,22.0,15.0,10.0,,,,,LEE93A,-,dark purple,,round,,,,,,,,,,
FP 10,,,,,41.6,-,-,-,,,,,LEE93A,1.00,dark purple,,elongate,,,,,,,,,,
FP 6,,,,,27.6,-,-,-,,,,,LEE93A,1.14,dark purple,,elongate,,,,,,,,,,
FP 7,,,,,36.7,-,-,-,,,,,LEE93A,1.05,dark purple,,elongate,,,,,,,,,,
FP 8,,,,,45.0,-,-,-,,,,,LEE93A,1.06,dark purple,,-,,,,,,,,,,
FP 9,,,,,34.7,24.5,-,-,,,,,LEE93A,1.18,dark purple,,elongate,,,,,,,,,,
KKM 1,,,,,54.1,-,-,-,,,,,LEE93A,1.06,light purple,,flat,,,,,,,,,,
KKM 15,,,,,52.3,-,-,-,,,,,LEE93A,1.00,-,,-,,,,,,,,,,
KKM 17,,,,,50.3,-,-,-,,,,,LEE93A,1.07,-,,-,,,,,,,,,,
KKM 19,,,,,47.2,-,-,-,,,,,LEE93A,1.18,-,,-,,,,,,,,,,
KKM 2,,,,,45.1,-,-,-,,,,,LEE93A,1.10,light purple,,elongate,,,,,,,,,,
KKM 22,,,,,38.2,-,-,-,,,,,LEE93A,1.09,red purple,,-,,,,,,,,,,
KKM 25,,,,,25.9,-,-,-,,,,,LEE93A,1.30,-,,-,,,,,,,,,,
KKM 26,,,,,32.0,-,-,-,,,,,LEE93A,1.15,-,,-,,,,,,,,,,
KKM 27,,,,,42.0,-,-,-,,,,,LEE93A,1.18,-,,-,,,,,,,,,,
KKM 28,,,,,38.7,-,-,-,,,,,LEE93A,1.09,greyish pink,,-,,,,,,,,,,
KKM 3,,,,,44.2,-,-,-,,,,,LEE93A,1.00,-,,-,,,,,,,,,,
KKM 4,,,,,37.8,-,-,-,,,,,LEE93A,1.06,-,,-,,,,,,,,,,
KKM 5,,,,,43.0,-,-,-,,,,,LEE93A,1.07,purple,,flat,,,,,,,,,,
KKM 6,,,,,32.0,-,-,-,,,,,LEE93A,1.30,light purple,,flat,,,,,,,,,,
PBC 112,,,,,38.0,-,-,-,,,,,LEE93A,1.01,dark purple,,elongate,,,,,,,,,,
PBC 113,,,,,44.0,-,-,-,,,,,LEE93A,1.15,light purple,,elongate,,,,,,,,,,
PBC 123,,,,,42.0,-,-,-,,,,,LEE93A,1.04,dark purple,,elongate,,,,,,,,,,
PBC 130,,,,,36.0,-,-,-,,,,,LEE93A,1.28,dark purple,,flat,,,,,,,,,,
PBC 131,,,,,42.0,-,-,-,,,,,LEE93A,1.28,dark purple,,elongate,,,,,,,,,,
PBC 140,,,,,33.0,-,-,-,,,,,LEE93A,1.26,dark purple,,round,,,,,,,,,,
PBC 159,,,,,47.0,-,-,-,,,,,LEE93A,1.22,dark purple,,elongate,,,,,,,,,,
PBC 179,,,,,38.0,-,-,-,,,,,LEE93A,1.26,light purple,,elongate,,,,,,,,,,
QH 1003,,,,,39.3,25.6,13.1,10.0,,,,,LEE93A,1.32,light purple,,elongate,,,,,,,,,,
QH 1176,,,,,41.3,23.4,13.5,6.8,,,,,LEE93A,1.04,light purple,,flat,,,,,,,,,,
QH 12,,,,,38.1,20.6,12.1,7.5,,,,,LEE93A,0.97,light purple,,elongate,,,,,,,,,,
QH 1213,,,,,42.5,23.1,12.7,6.7,,,,,LEE93A,1.14,dark purple,,flat,,,,,,,,,,
QH 186,,,,,44.9,21.7,11.2,7.1,,,,,LEE93A,0.97,dark purple,,elongate,,,,,,,,,,
QH 22,,,,,40.4,24.7,13.7,5.8,,,,,LEE93A,1.13,dark purple,,flat,,,,,,,,,,
QH 240,,,,,41.1,21.5,11.8,8.8,,,,,LEE93A,1.00,dark purple,,elongate,,,,,,,,,,
QH 37,,,,,36.8,27.3,14.2,8.2,,,,,LEE93A,1.50,dark purple,,flat,,,,,,,,,,
QH 441,,,,,38.1,19.9,11.8,7.6,,,,,LEE93A,1.00,dark purple,,elongate,,,,,,,,,,
QH 670,,,,,40.4,23.7,14.6,6.7,,,,,LEE93A,1.17,light purple,,flat,,,,,,,,,,
SDS 11,,,,,37.0,86.0,12.0,7.0,,,,,LEE93A,0.93,dark purple,,elongate,,,,,,,,,,
SDS 18,,,,,40.0,28.0,16.0,11.0,,,,,LEE93A,1.27,dark purple,,elongate,,,,,,,,,,
SDS 20,,,,,41.0,25.0,16.0,7.0,,,,,LEE93A,1.06,dark purple,,elongate,,,,,,,,,,
