Clone name,Pod index,Yield ha,Yield tree,Info,Notes,Refcode,Seed index,Productivity,Dry yield tree,Wet weight beans per tree,Yield efficiency
U 5 [PER],40.0,,,,,ARE96A,,,,,
U 51 [PER],39.0,,,,,ARE96A,,,,,
U 52 [PER],42.0,,,,,ARE96A,,,,,
U 53 [PER],27.0,,,,,ARE96A,,,,,
U 54 [PER],33.0,,,,,ARE96A,,,,,
U 55 [PER],28.0,,,,,ARE96A,,,,,
U 56 [PER],31.0,,,,,ARE96A,,,,,
U 57 [PER],22.0,,,,,ARE96A,,,,,
U 59 [PER],21.0,,,,,ARE96A,,,,,
U 6 [PER],30.0,,,,,ARE96A,,,,,
U 60 [PER],23.0,,,,,ARE96A,,,,,
U 65 [PER],27.0,,,,,ARE96A,,,,,
U 66 [PER],36.0,,,,,ARE96A,,,,,
U 68 [PER],27.0,,,,,ARE96A,,,,,
U 7 [PER],36.0,,,,,ARE96A,,,,,
U 70 [PER],34.0,,,,,ARE96A,,,,,
U 9 [PER],28.0,,,,,ARE96A,,,,,
SC 21 [BRA],,,,expedition data,,SOR65A,,high,,,
DR 1,,1300,,,,MUN09A,,,,,
DR 2,,2160,,,,MUN09A,,,,,
DR 38,,1350,,,,MUN09A,,,,,
DRC 15,,1250,,,,MUN09A,,,,,
DRC 16,,1740,,,,MUN09A,,,,,
ICCRI 03,,2300,,,,MUN09A,,,,,
ICCRI 04,,2270,,,,MUN09A,,,,,
ICS 60,,1510,,,,MUN09A,,,,,
KKM 22,,2220,,,,MUN09A,,,,,
KW 162,,3200,,,,MUN09A,,,,,
KW 165,,1440,,,,MUN09A,,,,,
SCA 12,,1060,,,,MUN09A,,,,,
SCA 6,,1900,,,,MUN09A,,,,,
TSH 858,,1760,,,,MUN09A,,,,,
BE 2,,,,expedition data,,VEL66A,,high,,,
BE 5,,,,expedition data,,VEL66A,,high,,,
CS 27,,,,expedition data,,VEL66A,,high,,,
OB 52 [BRA],,,,expedition data,,VEL66A,,high,,,
OB 54 [BRA],,,,expedition data,,VEL66A,,high,,,
OB 55 [BRA],,,,expedition data,,VEL66A,,high,,,
RB 36 [BRA],,,,expedition data,,VEL66A,,high,,,
RB 40 [BRA],,,,expedition data,,VEL66A,,high,,,
RB 41 [BRA],,,,expedition data,,VEL66A,,high,,,
RB 42 [BRA],,,,expedition data,,VEL66A,,high,,,
RB 43 [BRA],,,,expedition data,,VEL66A,,high,,,
RB 49 [BRA],,,,expedition data,,VEL66A,,high,,,
RB 50 [BRA],,,,expedition data,,VEL66A,,high,,,
SC 19 [BRA],,,,expedition data,,VEL66A,,high,,,
SC 20 [BRA],,,,expedition data,,VEL66A,,high,,,
Aryadi 2,31.0,,-,,,PUR09A,132.0,,,,
Geni J,23.0,,2.27,,,PUR09A,84.0,,,,
M 1 [IDN],16.0,,2.79,,,PUR09A,63.7,,,,
M 5 [IDN],21.0,,3.35,,,PUR09A,80.2,,,,
M 6 [IDN],22.0,,2.11,,,PUR09A,91.7,,,,
Panimbu Red,15.0,,2.13,,,PUR09A,79.8,,,,
Patila Green,18.0,,1.19,,,PUR09A,80.2,,,,
PBC 123,-,,-,,,PUR09A,90.0,,,,
RB [IDN],19.0,,3.42,,,PUR09A,76.1,,,,
SS Rewang,23.0,,1.31,,,PUR09A,84.7,,,,
Terobok Green,19.0,,2.68,,,PUR09A,78.8,,,,
TR 1 [IDN],15.0,,1.70,,,PUR09A,75.0,,,,
YM,17.0,,2.00,,,PUR09A,83.1,,,,
A 13 /D-56 [CIV],,1134,,,,SOU95A,,,,,
A1 180 /2 [CIV],,1276,,,,SOU95A,,,,,
A1 214 /9 [CIV],,961,,,,SOU95A,,,,,
A1 214 /9 [CIV],,3177,,,,SOU95A,,,,,
ACU 85,,2388,,,,SOU95A,,,,,
B 11 /B-263 [CIV],,1042,,,,SOU95A,,,,,
B 9 /5 [CIV],,1190,,,,SOU95A,,,,,
B 9 /8 [CIV],,1564,,,,SOU95A,,,,,
GS 29,,548,,,,SOU95A,,,,,
GS 36,,2488,,,,SOU95A,,,,,
GS 36,,820,,,,SOU95A,,,,,
GW 1,,861,,,,SOU95A,,,,,
ICS 100,,759,,,,SOU95A,,,,,
ICS 39,,2189,,,,SOU95A,,,,,
ICS 84,,1464,,,,SOU95A,,,,,
ICS 84,,528,,,,SOU95A,,,,,
ICS 89,,1881,,,,SOU95A,,,,,
ICS 95,,2196,,,,SOU95A,,,,,
IFC 2 [CIV],,673,,,,SOU95A,,,,,
IFC 25 [CIV],,3169,,,,SOU95A,,,,,
IFC 27 [CIV],,3047,,,,SOU95A,,,,,
IFC 27 [CIV],,1110,,,,SOU95A,,,,,
IFC 317 [CIV],,3238,,,,SOU95A,,,,,
IFC 413 [CIV],,1116,,,,SOU95A,,,,,
IFC 414 [CIV],,1765,,,,SOU95A,,,,,
IFC 414 [CIV],,545,,,,SOU95A,,,,,
IFC 5 [CIV],,1375,,,,SOU95A,,,,,
IFC 5 [CIV],,4404,,,,SOU95A,,,,,
IFC 5 [CIV],,1903,,,,SOU95A,,,,,
IFC 5 [CIV],,2479,,,,SOU95A,,,,,
IFC 5 [CIV],,4536,,,,SOU95A,,,,,
IFC 6 [CIV],,1166,,,,SOU95A,,,,,
IMC 31,,1749,,,,SOU95A,,,,,
IMC 5,,2005,,,,SOU95A,,,,,
IMC 57,,2869,,,,SOU95A,,,,,
IMC 6,,1344,,,,SOU95A,,,,,
K 19 /11-5 [CIV],,1029,,,,SOU95A,,,,,
K 19 /12-2 [CIV],,662,,,,SOU95A,,,,,
K 19 /13-10 [CIV],,632,,,,SOU95A,,,,,
K 19 /52-2 [CIV],,650,,,,SOU95A,,,,,
K 19 /62-7 [CIV],,848,,,,SOU95A,,,,,
K 19 /8-8 [CIV],,916,,,,SOU95A,,,,,
MO 81,,3924,,,,SOU95A,,,,,
MO 9,,3157,,,,SOU95A,,,,,
MOQ 4 /13,,2122,,,,SOU95A,,,,,
MOQ 6 /47,,1514,,,,SOU95A,,,,,
NA 32,,4393,,,,SOU95A,,,,,
PA 121 [PER],,3189,,,,SOU95A,,,,,
PA 13 [PER],,3348,,,,SOU95A,,,,,
PA 150 [PER],,1456,,,,SOU95A,,,,,
PA 4 [PER],,3487,,,,SOU95A,,,,,
POUND 13 /B,,1696,,,,SOU95A,,,,,
POUND 19 /A,,3050,,,,SOU95A,,,,,
POUND 32 /A,,1482,,,,SOU95A,,,,,
POUND 7,,1652,,,,SOU95A,,,,,
SCA 6,,1076,,,,SOU95A,,,,,
SF 13,,1032,,,,SOU95A,,,,,
SNK 109,,597,,,,SOU95A,,,,,
SNK 12,,388,,,,SOU95A,,,,,
T 16 /613 [POS],,1750,,,,SOU95A,,,,,
T 60 /887 [POS],,2548,,,,SOU95A,,,,,
T 63 /967 [POS],,2095,,,,SOU95A,,,,,
T 79 /501 [POS],,4708,,,,SOU95A,,,,,
T 79 /501 [POS],,1093,,,,SOU95A,,,,,
UF 667,,1694,,,,SOU95A,,,,,
UPA 401,,1971,,,,SOU95A,,,,,
UPA 402,,2560,,,,SOU95A,,,,,
UPA 413,,2367,,,,SOU95A,,,,,
UPA 620,,3551,,,,SOU95A,,,,,
W 41 [POS],,766,,,,SOU95A,,,,,
WA 40 [DR],,2086,,,,SOU95A,,,,,
DR 1,,1500,,-,,IDN13A,,,,,
DR 2,,2160,,-,,IDN13A,,,,,
DR 38,,1500,,-,,IDN13A,,,,,
DRC 16,,1540,,-,,IDN13A,,,,,
GC7 [IDN],,2000,,-,,IDN13A,,,,,
ICCRI 03,,2090,,-,,IDN13A,,,,,
ICCRI 04,,2060,,-,,IDN13A,,,,,
ICCRI 07,,1903,,-,,IDN13A,,,,,
ICCRI 09,,2285,,1.83 - 2.74 t/ha/yr,,IDN13A,,,,,
ICCRI 02,,2376,,-,,IDN13A,,,,,
ICS 13,,1830,,-,,IDN13A,,,,,
ICS 60,,1500,,-,,IDN13A,,,,,
MCC 01,,3600,,-,,IDN13A,,,,,
MCC 02,,3100,,-,,IDN13A,,,,,
RCC 70,,2280,,-,,IDN13A,,,,,
SCA 6,,1540,,-,,IDN13A,,,,,
Sulawesi 01,,2150,,1.8 - 2.5 t/ha/yr,,IDN13A,,,,,
Sulawesi 02,,2275,,1.8 - 2.75 t/ha/yr,,IDN13A,,,,,
Sulawesi 03,,1837,,-,,IDN13A,,,,,
TSH 858,,1760,,-,,IDN13A,,,,,
AC T 2 /18 [TTO],20.9,,,,,BAL91B,82.6,,,,
AC T 4 /2 [TTO],26.6,,,,,BAL91B,95.2,,,,
AMAZ 15 /15,28.1,,,,,BAL91B,116.2,,,,
AMAZ 2 /1,34.7,,,,,BAL91B,119.0,,,,
AML [MAL],30.8,,,,,BAL91B,107.5,,,,
APA 4,28.9,,,,,BAL91B,102.0,,,,
APA 5,43.8,,,,,BAL91B,107.5,,,,
BE 10,26.2,,,,,BAL91B,97.0,,,,
C 13 /5 [TRI],24.3,,,,,BAL91B,103.0,,,,
C 87 /56 [TRI],23.8,,,,,BAL91B,83.3,,,,
CAS 1,31.6,,,,,BAL91B,97.0,,,,
CATONGO,23.6,,,,,BAL91B,87.7,,,,
CATONGO,23.2,,,,,BAL91B,82.6,,,,
CATONGO,23.1,,,,,BAL91B,85.4,,,,
CC 10,17.1,,,,,BAL91B,64.5,,,,
CC 11,19.1,,,,,BAL91B,68.0,,,,
CC 34,20.6,,,,,BAL91B,80.6,,,,
CC 38,24.9,,,,,BAL91B,99.0,,,,
CC 41,31.1,,,,,BAL91B,123.4,,,,
CC 54,28.0,,,,,BAL91B,82.6,,,,
CC 60,23.5,,,,,BAL91B,86.2,,,,
CC 67,26.1,,,,,BAL91B,89.2,,,,
CC 71,26.0,,,,,BAL91B,87.7,,,,
CC 71,26.5,,,,,BAL91B,91.7,,,,
CCN 10,18.6,,,,,BAL91B,69.4,,,,
COCA 3356 [CHA],32.6,,,,,BAL91B,74.0,,,,
COCA 3356 [CHA],30.8,,,,,BAL91B,73.5,,,,
EEG 64,29.6,,,,,BAL91B,126.5,,,,
EEG 64,32.2,,,,,BAL91B,136.9,,,,
EET 236 [ECU],25.8,,,,,BAL91B,93.4,,,,
EET 272 [ECU],25.9,,,,,BAL91B,126.5,,,,
EET 283 [ECU],28.6,,,,,BAL91B,111.1,,,,
EET 308 [ECU],18.2,,,,,BAL91B,64.5,,,,
EET 353 [ECU],21.8,,,,,BAL91B,84.7,,,,
EET 353 [ECU],21.8,,,,,BAL91B,84.0,,,,
EET 376 [ECU],24.2,,,,,BAL91B,88.4,,,,
EET 376 [ECU],27.4,,,,,BAL91B,108.6,,,,
EET 390 [ECU],40.5,,,,,BAL91B,153.8,,,,
EET 399 [ECU],23.7,,,,,BAL91B,89.2,,,,
EET 400 [ECU],34.4,,,,,BAL91B,129.8,,,,
EET 75 [ECU],20.0,,,,,BAL91B,80.6,,,,
EQX 12 [EQX],25.9,,,,,BAL91B,81.9,,,,
EQX 16 [EQX],27.5,,,,,BAL91B,81.9,,,,
EQX 16 [EQX],27.9,,,,,BAL91B,82.6,,,,
EQX 80 [EQX],43.2,,,,,BAL91B,169.4,,,,
GA 57 [MAY],27.1,,,,,BAL91B,88.4,,,,
ICS 1,19.3,,,,,BAL91B,71.4,,,,
ICS 100,26.4,,,,,BAL91B,79.3,,,,
ICS 16,17.0,,,,,BAL91B,69.4,,,,
ICS 39,17.7,,,,,BAL91B,68.4,,,,
ICS 46,19.4,,,,,BAL91B,66.6,,,,
ICS 6,16.4,,,,,BAL91B,67.5,,,,
ICS 60,17.5,,,,,BAL91B,66.6,,,,
ICS 75,25.1,,,,,BAL91B,90.0,,,,
ICS 75,22.3,,,,,BAL91B,79.3,,,,
ICS 8,15.5,,,,,BAL91B,60.9,,,,
ICS 84,22.6,,,,,BAL91B,78.7,,,,
ICS 95,24.3,,,,,BAL91B,90.9,,,,
ICS 98,28.2,,,,,BAL91B,86.2,,,,
ICS 98,28.1,,,,,BAL91B,86.9,,,,
IMC 105,27.1,,,,,BAL91B,121.9,,,,
IMC 14,24.7,,,,,BAL91B,129.8,,,,
IMC 2,28.8,,,,,BAL91B,140.8,,,,
IMC 23,20.8,,,,,BAL91B,103.0,,,,
IMC 47,27.4,,,,,BAL91B,126.5,,,,
IMC 53,23.5,,,,,BAL91B,119.0,,,,
IMC 58,35.7,,,,,BAL91B,114.9,,,,
IMC 67,22.1,,,,,BAL91B,101.0,,,,
IMC 85,24.7,,,,,BAL91B,128.2,,,,
JA 5 /46 [POU],26.2,,,,,BAL91B,94.3,,,,
K 13 [KER],20.8,,,,,BAL91B,72.9,,,,
K 20 [KER],21.7,,,,,BAL91B,78.7,,,,
K 21 [KER],20.0,,,,,BAL91B,60.2,,,,
K 24 /106 [KER],19.2,,,,,BAL91B,60.6,,,,
K 6 /101 [KER],21.2,,,,,BAL91B,69.4,,,,
K 82 [KER],22.8,,,,,BAL91B,88.4,,,,
KA 2 /101,23.0,,,,,BAL91B,71.9,,,,
KA 2 /106,19.2,,,,,BAL91B,56.8,,,,
KA 5 /201,21.8,,,,,BAL91B,72.4,,,,
LCT EEN 258 /E,34.9,,,,,BAL91B,116.2,,,,
LCT EEN 258 /H,27.8,,,,,BAL91B,119.0,,,,
LCT EEN 37 /A,34.9,,,,,BAL91B,140.8,,,,
LCT EEN 37 /E,26.7,,,,,BAL91B,112.3,,,,
LCT EEN 37 /H,30.7,,,,,BAL91B,123.4,,,,
LCT EEN 73 /B,25.3,,,,,BAL91B,76.9,,,,
M 109 [ICT],25.0,,,,,BAL91B,90.9,,,,
M 180 [ICT],27.1,,,,,BAL91B,123.4,,,,
MATINA 1 /9,28.2,,,,,BAL91B,107.5,,,,
MO 81,32.9,,,,,BAL91B,138.8,,,,
MO 98,23.5,,,,,BAL91B,125.0,,,,
MOCORONGO,29.4,,,,,BAL91B,131.5,,,,
MOCORONGO,28.1,,,,,BAL91B,125.0,,,,
MOQ 4 /17,28.1,,,,,BAL91B,91.7,,,,
NA 101,27.9,,,,,BAL91B,112.3,,,,
NA 110,33.1,,,,,BAL91B,153.8,,,,
NA 121,38.2,,,,,BAL91B,136.9,,,,
NA 141,31.3,,,,,BAL91B,138.8,,,,
NA 149,30.6,,,,,BAL91B,142.8,,,,
NA 162,28.0,,,,,BAL91B,106.3,,,,
NA 168,30.1,,,,,BAL91B,111.1,,,,
NA 171,30.9,,,,,BAL91B,144.9,,,,
NA 180,30.8,,,,,BAL91B,123.4,,,,
NA 214,28.3,,,,,BAL91B,109.8,,,,
NA 217,36.5,,,,,BAL91B,121.9,,,,
NA 226,23.3,,,,,BAL91B,98.0,,,,
NA 227,28.0,,,,,BAL91B,103.0,,,,
NA 235,32.1,,,,,BAL91B,138.8,,,,
NA 247,36.9,,,,,BAL91B,114.9,,,,
NA 250,28.5,,,,,BAL91B,123.4,,,,
NA 256,45.1,,,,,BAL91B,102.0,,,,
NA 258,36.0,,,,,BAL91B,156.2,,,,
NA 26,31.4,,,,,BAL91B,107.5,,,,
NA 260,43.4,,,,,BAL91B,147.0,,,,
NA 27,29.1,,,,,BAL91B,113.6,,,,
NA 283,29.4,,,,,BAL91B,104.1,,,,
NA 284,29.8,,,,,BAL91B,131.5,,,,
NA 31,29.6,,,,,BAL91B,101.0,,,,
NA 311,37.6,,,,,BAL91B,125.0,,,,
NA 32,27.8,,,,,BAL91B,108.6,,,,
NA 33,33.5,,,,,BAL91B,142.8,,,,
NA 34,32.4,,,,,BAL91B,105.2,,,,
NA 70,32.2,,,,,BAL91B,138.8,,,,
NA 77,38.4,,,,,BAL91B,138.8,,,,
P 10 [MEX],23.8,,,,,BAL91B,85.4,,,,
P 4 /NANAY [UNK],31.4,,,,,BAL91B,121.9,,,,
PA 107 [PER],34.1,,,,,BAL91B,131.5,,,,
PA 121 [PER],33.7,,,,,BAL91B,102.0,,,,
PA 127 [PER],29.5,,,,,BAL91B,111.1,,,,
PA 13 [PER],32.7,,,,,BAL91B,114.9,,,,
PA 137 [PER],28.9,,,,,BAL91B,89.2,,,,
PA 138 [PER],27.9,,,,,BAL91B,101.0,,,,
PA 149 [PER],26.0,,,,,BAL91B,97.0,,,,
PA 156 [PER],28.9,,,,,BAL91B,106.3,,,,
PA 175 [PER],29.3,,,,,BAL91B,116.2,,,,
PA 179 [PER],25.3,,,,,BAL91B,98.0,,,,
PA 300 [PER],27.0,,,,,BAL91B,95.2,,,,
PA 35 [PER],24.2,,,,,BAL91B,77.5,,,,
PA 56 [PER],33.6,,,,,BAL91B,111.1,,,,
PA 56 [PER],33.7,,,,,BAL91B,116.2,,,,
PA 7 [PER],37.8,,,,,BAL91B,117.6,,,,
PA 73 [PER],27.7,,,,,BAL91B,93.4,,,,
PA 73 [PER],29.0,,,,,BAL91B,99.0,,,,
PA 76 [PER],26.7,,,,,BAL91B,103.0,,,,
POUND 12,29.0,,,,,BAL91B,125.0,,,,
POUND 16,32.4,,,,,BAL91B,153.8,,,,
POUND 7,21.7,,,,,BAL91B,102.0,,,,
RB 41 [BRA],40.9,,,,,BAL91B,111.1,,,,
RB 41 [BRA],41.6,,,,,BAL91B,113.6,,,,
REDAMEL 1 /22,24.0,,,,,BAL91B,93.4,,,,
RIM 41 [MEX],22.3,,,,,BAL91B,80.6,,,,
SCA 12,41.5,,,,,BAL91B,151.5,,,,
SCA 20 /D,26.2,,,,,BAL91B,109.8,,,,
SCA 20 /QH,28.0,,,,,BAL91B,114.9,,,,
SCA 6,43.8,,,,,BAL91B,153.8,,,,
SCA 9,42.1,,,,,BAL91B,153.8,,,,
SCR 5,24.0,,,,,BAL91B,90.0,,,,
SIAL 93,20.4,,,,,BAL91B,87.7,,,,
SIAL 93,20.4,,,,,BAL91B,87.7,,,,
SIAL 98,24.8,,,,,BAL91B,103.0,,,,
SM 2 [POU],33.5,,,,,BAL91B,100.0,,,,
SPA 10 [COL],30.9,,,,,BAL91B,126.5,,,,
SPA 12 [COL],25.9,,,,,BAL91B,116.2,,,,
SPA 12 [COL],25.6,,,,,BAL91B,112.3,,,,
SPA 9 [COL],26.4,,,,,BAL91B,121.9,,,,
SPEC 138 /13,34.2,,,,,BAL91B,116.2,,,,
SPEC 185 /4,40.5,,,,,BAL91B,111.1,,,,
SPEC 185 /4,40.1,,,,,BAL91B,109.8,,,,
SPEC 41 /11,26.4,,,,,BAL91B,114.9,,,,
SPEC 41 /6,31.2,,,,,BAL91B,106.3,,,,
STAHEL,29.1,,,,,BAL91B,99.0,,,,
TAP 1 /2 [CHA],33.2,,,,,BAL91B,133.3,,,,
TSH 1112,30.2,,,,,BAL91B,123.4,,,,
UA 13,34.3,,,,,BAL91B,131.5,,,,
UA 13,33.0,,,,,BAL91B,128.2,,,,
UF 11,18.9,,,,,BAL91B,66.2,,,,
UF 168,18.3,,,,,BAL91B,68.4,,,,
UF 221,22.9,,,,,BAL91B,77.5,,,,
UF 221,17.6,,,,,BAL91B,67.5,,,,
UF 29,25.4,,,,,BAL91B,108.6,,,,
UF 613,22.4,,,,,BAL91B,83.3,,,,
UF 676,18.1,,,,,BAL91B,64.1,,,,
UF 705,23.5,,,,,BAL91B,90.0,,,,
UF 717,24.0,,,,,BAL91B,87.7,,,,
UIT 1,16.6,,,,,BAL91B,63.2,,,,
UIT 2,16.5,,,,,BAL91B,64.1,,,,
VEN B 47 [ICT],26.9,,,,,BAL91B,100.0,,,,
WA 159 [MYS],19.5,,,,,BAL91B,75.7,,,,
WA 159 [MYS],18.1,,,,,BAL91B,68.9,,,,
