Clone name,Pod index,Yield ha,Yield tree,Info,Notes,Refcode,Seed index,Productivity,Dry yield tree,Wet weight beans per tree,Yield efficiency
NA 519,25.1,,,,,BEKAD1,,,,,
NA 528,25.9,,,,,BEKAD1,,,,,
NA 534,30.2,,,,,BEKAD1,,,,,
NA 540,35.1,,,,,BEKAD1,,,,,
NA 58,38.3,,,,,BEKAD1,,,,,
NA 61,33.3,,,,,BEKAD1,,,,,
NA 62,23.5,,,,,BEKAD1,,,,,
NA 66,31.3,,,,,BEKAD1,,,,,
NA 669,38.1,,,,,BEKAD1,,,,,
NA 670,28.0,,,,,BEKAD1,,,,,
NA 672,24.6,,,,,BEKAD1,,,,,
NA 674,30.5,,,,,BEKAD1,,,,,
NA 68,28.2,,,,,BEKAD1,,,,,
NA 680,25.7,,,,,BEKAD1,,,,,
NA 681,17.6,,,,,BEKAD1,,,,,
NA 685,37.2,,,,,BEKAD1,,,,,
NA 686,30.3,,,,,BEKAD1,,,,,
NA 687,32.9,,,,,BEKAD1,,,,,
NA 689,25.5,,,,,BEKAD1,,,,,
NA 692,30.7,,,,,BEKAD1,,,,,
NA 694,33.1,,,,,BEKAD1,,,,,
NA 697,40.5,,,,,BEKAD1,,,,,
NA 70,24.7,,,,,BEKAD1,,,,,
NA 702,42.6,,,,,BEKAD1,,,,,
NA 705,29.1,,,,,BEKAD1,,,,,
NA 706,53.3,,,,,BEKAD1,,,,,
NA 708,44.6,,,,,BEKAD1,,,,,
NA 71,18.7,,,,,BEKAD1,,,,,
NA 710,33.0,,,,,BEKAD1,,,,,
NA 711,40.7,,,,,BEKAD1,,,,,
NA 712,42.5,,,,,BEKAD1,,,,,
NA 713,33.8,,,,,BEKAD1,,,,,
NA 715,30.7,,,,,BEKAD1,,,,,
NA 717,27.7,,,,,BEKAD1,,,,,
NA 718,38.3,,,,,BEKAD1,,,,,
NA 719,31.9,,,,,BEKAD1,,,,,
NA 720,33.4,,,,,BEKAD1,,,,,
NA 721,29.3,,,,,BEKAD1,,,,,
NA 725,52.9,,,,,BEKAD1,,,,,
NA 726,33.9,,,,,BEKAD1,,,,,
NA 728,31.3,,,,,BEKAD1,,,,,
NA 730,30.9,,,,,BEKAD1,,,,,
NA 732,38.8,,,,,BEKAD1,,,,,
NA 733,43.1,,,,,BEKAD1,,,,,
NA 734,41.9,,,,,BEKAD1,,,,,
NA 738,28.1,,,,,BEKAD1,,,,,
NA 739,35.8,,,,,BEKAD1,,,,,
NA 74,35.6,,,,,BEKAD1,,,,,
NA 746,21.0,,,,,BEKAD1,,,,,
NA 747,42.4,,,,,BEKAD1,,,,,
NA 750,33.0,,,,,BEKAD1,,,,,
NA 751,24.8,,,,,BEKAD1,,,,,
NA 753,38.2,,,,,BEKAD1,,,,,
NA 756,31.9,,,,,BEKAD1,,,,,
NA 758,26.0,,,,,BEKAD1,,,,,
NA 759,24.7,,,,,BEKAD1,,,,,
NA 763,26.7,,,,,BEKAD1,,,,,
NA 766,32.2,,,,,BEKAD1,,,,,
NA 770,34.7,,,,,BEKAD1,,,,,
NA 771,35.9,,,,,BEKAD1,,,,,
NA 773,38.9,,,,,BEKAD1,,,,,
NA 780,21.9,,,,,BEKAD1,,,,,
NA 79,34.8,,,,,BEKAD1,,,,,
NA 794,33.4,,,,,BEKAD1,,,,,
NA 796,33.9,,,,,BEKAD1,,,,,
NA 8,31.0,,,,,BEKAD1,,,,,
NA 802,20.3,,,,,BEKAD1,,,,,
NA 804,23.5,,,,,BEKAD1,,,,,
NA 807,28.4,,,,,BEKAD1,,,,,
NA 81,16.0,,,,,BEKAD1,,,,,
NA 824,29.5,,,,,BEKAD1,,,,,
NA 831,25.2,,,,,BEKAD1,,,,,
NA 833,30.5,,,,,BEKAD1,,,,,
NA 835,41.1,,,,,BEKAD1,,,,,
NA 84,46.1,,,,,BEKAD1,,,,,
NA 841,31.7,,,,,BEKAD1,,,,,
NA 847,23.3,,,,,BEKAD1,,,,,
NA 851,27.0,,,,,BEKAD1,,,,,
NA 86,20.2,,,,,BEKAD1,,,,,
NA 860,36.6,,,,,BEKAD1,,,,,
NA 867,30.4,,,,,BEKAD1,,,,,
NA 87,27.4,,,,,BEKAD1,,,,,
NA 876,31.3,,,,,BEKAD1,,,,,
NA 877,45.0,,,,,BEKAD1,,,,,
NA 888,34.7,,,,,BEKAD1,,,,,
NA 90,32.1,,,,,BEKAD1,,,,,
NA 904,32.0,,,,,BEKAD1,,,,,
NA 916,27.0,,,,,BEKAD1,,,,,
NA 92,57.4,,,,,BEKAD1,,,,,
NA 929,40.2,,,,,BEKAD1,,,,,
NA 935,25.9,,,,,BEKAD1,,,,,
NA 961,16.0,,,,,BEKAD1,,,,,
NA 98,30.5,,,,,BEKAD1,,,,,
NAPO 3 [CHA],20.9,,,,,BEKAD1,,,,,
NG 3,25.3,,,,,BEKAD1,,,,,
OC 61 [VEN],23.3,,,,,BEKAD1,,,,,
PA 1 [PER],26.2,,,,,BEKAD1,,,,,
PA 105 [PER],30.3,,,,,BEKAD1,,,,,
PA 107 [PER],30.3,,,,,BEKAD1,,,,,
PA 109 [PER],28.6,,,,,BEKAD1,,,,,
PA 113 [PER],29.4,,,,,BEKAD1,,,,,
PA 114 [PER],52.1,,,,,BEKAD1,,,,,
PA 115 [PER],26.5,,,,,BEKAD1,,,,,
PA 118 [PER],31.3,,,,,BEKAD1,,,,,
PA 12 [PER],27.2,,,,,BEKAD1,,,,,
PA 120 [PER],34.8,,,,,BEKAD1,,,,,
PA 121 [PER],30.6,,,,,BEKAD1,,,,,
PA 123 [PER],38.7,,,,,BEKAD1,,,,,
PA 124 [PER],29.8,,,,,BEKAD1,,,,,
PA 125 [PER],30.1,,,,,BEKAD1,,,,,
PA 126 [PER],30.4,,,,,BEKAD1,,,,,
PA 128 [PER],28.8,,,,,BEKAD1,,,,,
PA 13 [PER],31.3,,,,,BEKAD1,,,,,
PA 132 [PER],28.7,,,,,BEKAD1,,,,,
PA 134 [PER],51.3,,,,,BEKAD1,,,,,
PA 135 [PER],30.0,,,,,BEKAD1,,,,,
PA 136 [PER],30.3,,,,,BEKAD1,,,,,
PA 137 [PER],28.1,,,,,BEKAD1,,,,,
PA 139 [PER],33.3,,,,,BEKAD1,,,,,
PA 140 [PER],42.6,,,,,BEKAD1,,,,,
PA 141 [PER],23.7,,,,,BEKAD1,,,,,
PA 143 [PER],29.5,,,,,BEKAD1,,,,,
PA 149 [PER],35.0,,,,,BEKAD1,,,,,
PA 15 [PER],30.9,,,,,BEKAD1,,,,,
PA 150 [PER],27.4,,,,,BEKAD1,,,,,
PA 151 [PER],33.3,,,,,BEKAD1,,,,,
PA 152 [PER],34.0,,,,,BEKAD1,,,,,
PA 156 [PER],32.5,,,,,BEKAD1,,,,,
PA 157 [PER],23.1,,,,,BEKAD1,,,,,
PA 16 [PER],29.1,,,,,BEKAD1,,,,,
PA 165 [PER],28.4,,,,,BEKAD1,,,,,
PA 167 [PER],25.0,,,,,BEKAD1,,,,,
PA 168 [PER],36.2,,,,,BEKAD1,,,,,
PA 169 [PER],29.1,,,,,BEKAD1,,,,,
PA 171 [PER],47.6,,,,,BEKAD1,,,,,
PA 173 [PER],27.5,,,,,BEKAD1,,,,,
PA 175 [PER],26.4,,,,,BEKAD1,,,,,
PA 176 [PER],26.0,,,,,BEKAD1,,,,,
PA 179 [PER],26.6,,,,,BEKAD1,,,,,
PA 18 [PER],27.1,,,,,BEKAD1,,,,,
PA 184 [PER],29.2,,,,,BEKAD1,,,,,
PA 185 [PER],40.4,,,,,BEKAD1,,,,,
PA 186 [PER],30.9,,,,,BEKAD1,,,,,
PA 187 [PER],22.5,,,,,BEKAD1,,,,,
PA 188 [PER],31.0,,,,,BEKAD1,,,,,
PA 189 [PER],35.1,,,,,BEKAD1,,,,,
PA 191 [PER],26.7,,,,,BEKAD1,,,,,
PA 194 [PER],24.6,,,,,BEKAD1,,,,,
PA 195 [PER],26.8,,,,,BEKAD1,,,,,
PA 196 [PER],27.3,,,,,BEKAD1,,,,,
PA 2 [PER],23.1,,,,,BEKAD1,,,,,
PA 2 /72 [PER],36.6,,,,,BEKAD1,,,,,
PA 20 [PER],23.3,,,,,BEKAD1,,,,,
PA 200 [PER],37.7,,,,,BEKAD1,,,,,
PA 202 [PER],32.2,,,,,BEKAD1,,,,,
PA 203 [PER],26.4,,,,,BEKAD1,,,,,
PA 205 [PER],16.5,,,,,BEKAD1,,,,,
PA 207 [PER],36.1,,,,,BEKAD1,,,,,
PA 211 [PER],31.9,,,,,BEKAD1,,,,,
PA 218 [PER],43.4,,,,,BEKAD1,,,,,
PA 24 [PER],27.6,,,,,BEKAD1,,,,,
PA 27 [PER],29.9,,,,,BEKAD1,,,,,
PA 271 [PER],29.8,,,,,BEKAD1,,,,,
PA 272 [PER],31.3,,,,,BEKAD1,,,,,
PA 279 [PER],31.9,,,,,BEKAD1,,,,,
PA 288 [PER],37.6,,,,,BEKAD1,,,,,
PA 289 [PER],32.7,,,,,BEKAD1,,,,,
PA 29 [PER],32.1,,,,,BEKAD1,,,,,
PA 291 [PER],35.1,,,,,BEKAD1,,,,,
PA 293 [PER],32.1,,,,,BEKAD1,,,,,
PA 294 [PER],39.7,,,,,BEKAD1,,,,,
PA 296 [PER],33.5,,,,,BEKAD1,,,,,
PA 297 [PER],35.7,,,,,BEKAD1,,,,,
PA 299 [PER],36.2,,,,,BEKAD1,,,,,
PA 3 [PER],24.1,,,,,BEKAD1,,,,,
PA 3 /10 [PER],20.4,,,,,BEKAD1,,,,,
PA 30 [PER],27.5,,,,,BEKAD1,,,,,
PA 300 [PER],21.4,,,,,BEKAD1,,,,,
PA 301 [PER],32.4,,,,,BEKAD1,,,,,
PA 303 [PER],31.3,,,,,BEKAD1,,,,,
PA 310 [PER],32.2,,,,,BEKAD1,,,,,
PA 312 [PER],38.6,,,,,BEKAD1,,,,,
PA 32 [PER],26.7,,,,,BEKAD1,,,,,
PA 34 [PER],30.1,,,,,BEKAD1,,,,,
PA 37 [PER],20.3,,,,,BEKAD1,,,,,
PA 39 [PER],26.4,,,,,BEKAD1,,,,,
PA 4 [PER],24.1,,,,,BEKAD1,,,,,
PA 41 [PER],34.2,,,,,BEKAD1,,,,,
PA 44 [PER],35.1,,,,,BEKAD1,,,,,
PA 45 [PER],28.8,,,,,BEKAD1,,,,,
PA 46 [PER],56.8,,,,,BEKAD1,,,,,
PA 48 [PER],33.6,,,,,BEKAD1,,,,,
PA 49 [PER],34.3,,,,,BEKAD1,,,,,
PA 5 [PER],23.9,,,,,BEKAD1,,,,,
PA 51 [PER],30.3,,,,,BEKAD1,,,,,
PA 52 [PER],27.5,,,,,BEKAD1,,,,,
PA 53 [PER],28.0,,,,,BEKAD1,,,,,
PA 56 [PER],32.1,,,,,BEKAD1,,,,,
PA 61 [PER],27.4,,,,,BEKAD1,,,,,
PA 63 [PER],21.9,,,,,BEKAD1,,,,,
PA 65 [PER],33.3,,,,,BEKAD1,,,,,
PA 66 [PER],29.9,,,,,BEKAD1,,,,,
PA 67 [PER],25.3,,,,,BEKAD1,,,,,
PA 68 [PER],30.9,,,,,BEKAD1,,,,,
PA 70 [PER],29.7,,,,,BEKAD1,,,,,
PA 71 [PER],19.5,,,,,BEKAD1,,,,,
PA 72 [PER],26.8,,,,,BEKAD1,,,,,
PA 73 [PER],24.2,,,,,BEKAD1,,,,,
PA 81 [PER],19.4,,,,,BEKAD1,,,,,
PA 82 [PER],30.5,,,,,BEKAD1,,,,,
PA 84 [PER],36.7,,,,,BEKAD1,,,,,
PA 88 [PER],35.7,,,,,BEKAD1,,,,,
PA 90 [PER],32.9,,,,,BEKAD1,,,,,
PA 95 [PER],30.2,,,,,BEKAD1,,,,,
PH 1 /2 [BLZ],40.1,,,,,BEKAD1,,,,,
PH 1 /3 [BLZ],30.2,,,,,BEKAD1,,,,,
PH 1 /4 [BLZ],32.1,,,,,BEKAD1,,,,,
PH 1 /5 [BLZ],35.9,,,,,BEKAD1,,,,,
PH 2 /1 [BLZ],30.9,,,,,BEKAD1,,,,,
PH 2 /2 [BLZ],24.8,,,,,BEKAD1,,,,,
PH 2 /3 [BLZ],26.6,,,,,BEKAD1,,,,,
PH 2 /4 [BLZ],27.4,,,,,BEKAD1,,,,,
PH 2 /5 [BLZ],31.9,,,,,BEKAD1,,,,,
PH 2 /8 [BLZ],27.7,,,,,BEKAD1,,,,,
PLAYA ALTA 2 [VEN],22.0,,,,,BEKAD1,,,,,
POR 1 [TTO],38.1,,,,,BEKAD1,,,,,
POR 3 [TTO],23.1,,,,,BEKAD1,,,,,
POUND 1 /B,33.1,,,,,BEKAD1,,,,,
POUND 10 /B,43.0,,,,,BEKAD1,,,,,
POUND 10 /C,40.7,,,,,BEKAD1,,,,,
POUND 12 /A,32.9,,,,,BEKAD1,,,,,
POUND 15 /A,34.4,,,,,BEKAD1,,,,,
POUND 16 /B,24.3,,,,,BEKAD1,,,,,
POUND 18,17.8,,,,,BEKAD1,,,,,
POUND 18 /A,21.2,,,,,BEKAD1,,,,,
POUND 19,28.0,,,,,BEKAD1,,,,,
POUND 19 /A,36.6,,,,,BEKAD1,,,,,
POUND 2 /A,42.7,,,,,BEKAD1,,,,,
POUND 2 /B,28.9,,,,,BEKAD1,,,,,
POUND 21 /B,31.7,,,,,BEKAD1,,,,,
POUND 25 /A,25.0,,,,,BEKAD1,,,,,
POUND 25 /C,32.2,,,,,BEKAD1,,,,,
POUND 26 /C,39.8,,,,,BEKAD1,,,,,
POUND 27 /C,30.0,,,,,BEKAD1,,,,,
POUND 31 /A,46.6,,,,,BEKAD1,,,,,
POUND 31 /C,36.2,,,,,BEKAD1,,,,,
POUND 32 /A,27.9,,,,,BEKAD1,,,,,
POUND 4 /A,26.8,,,,,BEKAD1,,,,,
POUND 5 /B,37.2,,,,,BEKAD1,,,,,
POUND 5 /C,25.8,,,,,BEKAD1,,,,,
POUND 7 /A,23.1,,,,,BEKAD1,,,,,
POUND 7 /B,19.0,,,,,BEKAD1,,,,,
POUND 7 /C,22.3,,,,,BEKAD1,,,,,
POUND 8 /C,37.2,,,,,BEKAD1,,,,,
POUND 9 /B,25.0,,,,,BEKAD1,,,,,
RB 29 [BRA],36.9,,,,,BEKAD1,,,,,
RB 33 /3 [BRA],33.0,,,,,BEKAD1,,,,,
RB 39 [BRA],34.5,,,,,BEKAD1,,,,,
RB 46 [BRA],36.5,,,,,BEKAD1,,,,,
RB 49 [BRA],37.0,,,,,BEKAD1,,,,,
REDAMEL 1 /27,43.3,,,,,BEKAD1,,,,,
REDAMEL 1 /30,23.9,,,,,BEKAD1,,,,,
REDAMEL 1 /31,29.7,,,,,BEKAD1,,,,,
RIM 101 [MEX],32.3,,,,,BEKAD1,,,,,
RIM 106 [MEX],28.9,,,,,BEKAD1,,,,,
RIM 113 [MEX],21.8,,,,,BEKAD1,,,,,
RIM 117 [MEX],18.7,,,,,BEKAD1,,,,,
RIM 12 [MEX],34.3,,,,,BEKAD1,,,,,
RIM 13 [MEX],28.9,,,,,BEKAD1,,,,,
RIM 19 [MEX],22.1,,,,,BEKAD1,,,,,
RIM 2 [MEX],39.7,,,,,BEKAD1,,,,,
RIM 23 [MEX],36.1,,,,,BEKAD1,,,,,
RIM 24 [MEX],24.1,,,,,BEKAD1,,,,,
RIM 39 [MEX],23.7,,,,,BEKAD1,,,,,
RIM 41 [MEX],25.5,,,,,BEKAD1,,,,,
RIM 52 [MEX],24.8,,,,,BEKAD1,,,,,
RIM 6 [MEX],23.5,,,,,BEKAD1,,,,,
RIM 71 [MEX],18.2,,,,,BEKAD1,,,,,
RIM 75 [MEX],19.8,,,,,BEKAD1,,,,,
RIM 76 [MEX],20.4,,,,,BEKAD1,,,,,
RIM 8 [MEX],22.8,,,,,BEKAD1,,,,,
RIM 9 [MEX],22.5,,,,,BEKAD1,,,,,
SAN JUAN WSC,15.5,,,,,BEKAD1,,,,,
SAN MIGUEL 3161 /2 [CHA],29.4,,,,,BEKAD1,,,,,
SAN MIGUEL 3360 /2 [CHA],19.6,,,,,BEKAD1,,,,,
SAN MIGUEL 3360 /3 [CHA],24.8,,,,,BEKAD1,,,,,
SC 1 [COL],22.1,,,,,BEKAD1,,,,,
SC 10 [COL],20.7,,,,,BEKAD1,,,,,
SC 11 [COL],23.7,,,,,BEKAD1,,,,,
SC 12 [COL],22.2,,,,,BEKAD1,,,,,
SC 13 [COL],26.5,,,,,BEKAD1,,,,,
SC 17 [COL],18.3,,,,,BEKAD1,,,,,
SC 19 [COL],19.7,,,,,BEKAD1,,,,,
SC 2 [COL],19.6,,,,,BEKAD1,,,,,
SC 20 [COL],22.8,,,,,BEKAD1,,,,,
SC 3 [COL],22.0,,,,,BEKAD1,,,,,
SC 4 [COL],24.3,,,,,BEKAD1,,,,,
SC 5 [COL],18.9,,,,,BEKAD1,,,,,
SC 6 [COL],23.3,,,,,BEKAD1,,,,,
SC 8 [COL],26.0,,,,,BEKAD1,,,,,
SCA 10,24.3,,,,,BEKAD1,,,,,
SCA 11,43.3,,,,,BEKAD1,,,,,
SCA 12,31.1,,,,,BEKAD1,,,,,
SCA 16,34.7,,,,,BEKAD1,,,,,
SCA 19,27.2,,,,,BEKAD1,,,,,
SCA 20,22.9,,,,,BEKAD1,,,,,
SCA 23,33.4,,,,,BEKAD1,,,,,
SCA 24,38.5,,,,,BEKAD1,,,,,
SCA 3,38.6,,,,,BEKAD1,,,,,
SCA 5,40.3,,,,,BEKAD1,,,,,
SCA 6,43.6,,,,,BEKAD1,,,,,
SCA 7,38.6,,,,,BEKAD1,,,,,
SCA 9,20.3,,,,,BEKAD1,,,,,
SD 1 /6,18.3,,,,,BEKAD1,,,,,
SI 10 /1,22.0,,,,,BEKAD1,,,,,
SI 12 /4,22.5,,,,,BEKAD1,,,,,
SI 17 /1,42.7,,,,,BEKAD1,,,,,
SI 22 /3,30.6,,,,,BEKAD1,,,,,
SI 32 /1,31.1,,,,,BEKAD1,,,,,
SI 35 /3,28.9,,,,,BEKAD1,,,,,
SI 40 /6,32.0,,,,,BEKAD1,,,,,
SI 45 /2,28.6,,,,,BEKAD1,,,,,
SI 46 /2,37.1,,,,,BEKAD1,,,,,
SI 48 /3,26.9,,,,,BEKAD1,,,,,
SI 48 /4,39.7,,,,,BEKAD1,,,,,
SI 66 /1,31.3,,,,,BEKAD1,,,,,
SIAL 330,21.2,,,,,BEKAD1,,,,,
SIAL 339,22.1,,,,,BEKAD1,,,,,
SIAL 44,29.7,,,,,BEKAD1,,,,,
SIC 5,30.2,,,,,BEKAD1,,,,,
SILECIA 8 [ECU],16.2,,,,,BEKAD1,,,,,
SJ 1 /1 [POU],20.5,,,,,BEKAD1,,,,,
SJ 1 /11 [POU],26.0,,,,,BEKAD1,,,,,
SJ 1 /18 [POU],21.5,,,,,BEKAD1,,,,,
SJ 1 /19 [POU],21.6,,,,,BEKAD1,,,,,
SJ 1 /26 [POU],26.0,,,,,BEKAD1,,,,,
SJ 1 /27 [POU],31.3,,,,,BEKAD1,,,,,
SJ 1 /28 [POU],25.9,,,,,BEKAD1,,,,,
SJ 1 /29 [POU],33.3,,,,,BEKAD1,,,,,
SJ 1 /3 [POU],25.8,,,,,BEKAD1,,,,,
SJ 1 /33 [POU],30.5,,,,,BEKAD1,,,,,
SJ 1 /34 [POU],22.3,,,,,BEKAD1,,,,,
SJ 1 /37 [POU],18.9,,,,,BEKAD1,,,,,
SJ 1 /39 [POU],23.0,,,,,BEKAD1,,,,,
SJ 1 /4 [POU],26.0,,,,,BEKAD1,,,,,
SJ 1 /40 [POU],24.4,,,,,BEKAD1,,,,,
SJ 1 /41 [POU],27.9,,,,,BEKAD1,,,,,
SJ 1 /5 [POU],27.1,,,,,BEKAD1,,,,,
SJ 1 /9 [POU],27.5,,,,,BEKAD1,,,,,
SJ 2 /10 [POU],27.7,,,,,BEKAD1,,,,,
SJ 2 /11 [POU],43.4,,,,,BEKAD1,,,,,
SJ 2 /12 [POU],28.1,,,,,BEKAD1,,,,,
SJ 2 /13 [POU],31.7,,,,,BEKAD1,,,,,
SJ 2 /15 [POU],23.1,,,,,BEKAD1,,,,,
SJ 2 /16 [POU],21.9,,,,,BEKAD1,,,,,
SJ 2 /17 [POU],30.9,,,,,BEKAD1,,,,,
SJ 2 /19 [POU],28.8,,,,,BEKAD1,,,,,
SJ 2 /2 [POU],41.3,,,,,BEKAD1,,,,,
SJ 2 /20 [POU],21.8,,,,,BEKAD1,,,,,
SJ 2 /22 [POU],19.4,,,,,BEKAD1,,,,,
SJ 2 /24 [POU],33.7,,,,,BEKAD1,,,,,
SJ 2 /25 [POU],32.1,,,,,BEKAD1,,,,,
SJ 2 /26 [POU],26.7,,,,,BEKAD1,,,,,
SJ 2 /28 [POU],33.8,,,,,BEKAD1,,,,,
SJ 2 /30 [POU],31.6,,,,,BEKAD1,,,,,
SJ 2 /6 [POU],21.9,,,,,BEKAD1,,,,,
SJ 2 /7 [POU],31.3,,,,,BEKAD1,,,,,
SLA 10,21.0,,,,,BEKAD1,,,,,
SLA 13,26.5,,,,,BEKAD1,,,,,
SLA 16,29.1,,,,,BEKAD1,,,,,
SLA 20,32.9,,,,,BEKAD1,,,,,
SLA 3,23.7,,,,,BEKAD1,,,,,
SLA 30,17.8,,,,,BEKAD1,,,,,
SLA 44,29.1,,,,,BEKAD1,,,,,
SLA 45,38.7,,,,,BEKAD1,,,,,
SLA 48,25.3,,,,,BEKAD1,,,,,
SLA 51,22.5,,,,,BEKAD1,,,,,
SLA 54,23.7,,,,,BEKAD1,,,,,
SLA 57,39.4,,,,,BEKAD1,,,,,
SLA 64,30.1,,,,,BEKAD1,,,,,
SLA 66,28.4,,,,,BEKAD1,,,,,
SLA 68,18.2,,,,,BEKAD1,,,,,
SLA 74,27.2,,,,,BEKAD1,,,,,
SLA 77,26.2,,,,,BEKAD1,,,,,
SLA 8,27.0,,,,,BEKAD1,,,,,
SLA 85,26.4,,,,,BEKAD1,,,,,
SLA 90,28.3,,,,,BEKAD1,,,,,
SLA 93,31.1,,,,,BEKAD1,,,,,
SLA 95,33.0,,,,,BEKAD1,,,,,
SLA 97,38.1,,,,,BEKAD1,,,,,
SLC 1,21.9,,,,,BEKAD1,,,,,
SLC 11,50.3,,,,,BEKAD1,,,,,
SLC 12,22.4,,,,,BEKAD1,,,,,
SLC 18,20.8,,,,,BEKAD1,,,,,
SLC 19,22.5,,,,,BEKAD1,,,,,
SLC 24,20.7,,,,,BEKAD1,,,,,
SLC 25,30.1,,,,,BEKAD1,,,,,
SLC 3,26.2,,,,,BEKAD1,,,,,
SLC 4,24.0,,,,,BEKAD1,,,,,
SLC 7,27.5,,,,,BEKAD1,,,,,
SLC 8,37.0,,,,,BEKAD1,,,,,
SM 18 [POU],50.0,,,,,BEKAD1,,,,,
SM 2 [POU],37.5,,,,,BEKAD1,,,,,
SM 5 [POU],28.6,,,,,BEKAD1,,,,,
SM 6 [POU],32.8,,,,,BEKAD1,,,,,
SM 9 [POU],23.1,,,,,BEKAD1,,,,,
SNK 12,20.5,,,,,BEKAD1,,,,,
SP 1 [VEN],26.9,,,,,BEKAD1,,,,,
SPA 10 [COL],35.0,,,,,BEKAD1,,,,,
SPA 11 [COL],27.0,,,,,BEKAD1,,,,,
SPA 12 [COL],19.3,,,,,BEKAD1,,,,,
SPA 16 [COL],23.5,,,,,BEKAD1,,,,,
SPA 18 [COL],23.9,,,,,BEKAD1,,,,,
SPA 20 [COL],22.9,,,,,BEKAD1,,,,,
SPA 4 [COL],35.7,,,,,BEKAD1,,,,,
SPA 5 [COL],37.0,,,,,BEKAD1,,,,,
SPA 7 [COL],26.9,,,,,BEKAD1,,,,,
SPA 8 [COL],28.0,,,,,BEKAD1,,,,,
SPA 9 [COL],29.3,,,,,BEKAD1,,,,,
SPEC 137 /6,32.4,,,,,BEKAD1,,,,,
SPEC 138 /10,30.2,,,,,BEKAD1,,,,,
SPEC 138 /11,26.2,,,,,BEKAD1,,,,,
SPEC 138 /13,29.4,,,,,BEKAD1,,,,,
SPEC 138 /15,25.6,,,,,BEKAD1,,,,,
SPEC 138 /16,27.8,,,,,BEKAD1,,,,,
SPEC 138 /17,26.0,,,,,BEKAD1,,,,,
SPEC 138 /21,32.1,,,,,BEKAD1,,,,,
SPEC 138 /3,31.7,,,,,BEKAD1,,,,,
SPEC 138 /8,41.4,,,,,BEKAD1,,,,,
SPEC 160 /9,27.5,,,,,BEKAD1,,,,,
SPEC 161 /7,27.1,,,,,BEKAD1,,,,,
SPEC 18 /5,28.0,,,,,BEKAD1,,,,,
SPEC 18 /6,30.5,,,,,BEKAD1,,,,,
SPEC 184 /15,22.3,,,,,BEKAD1,,,,,
SPEC 184 /2,25.6,,,,,BEKAD1,,,,,
SPEC 185 /4,41.1,,,,,BEKAD1,,,,,
SPEC 189 /14,29.1,,,,,BEKAD1,,,,,
SPEC 189 /8,21.7,,,,,BEKAD1,,,,,
SPEC 194 /103,21.8,,,,,BEKAD1,,,,,
SPEC 194 /107,25.3,,,,,BEKAD1,,,,,
SPEC 194 /109,29.7,,,,,BEKAD1,,,,,
SPEC 194 /15,27.9,,,,,BEKAD1,,,,,
SPEC 194 /44,40.4,,,,,BEKAD1,,,,,
SPEC 194 /48,25.0,,,,,BEKAD1,,,,,
SPEC 194 /62,24.1,,,,,BEKAD1,,,,,
SPEC 194 /75,41.4,,,,,BEKAD1,,,,,
SPEC 41 /11,26.1,,,,,BEKAD1,,,,,
SPEC 41 /6,25.7,,,,,BEKAD1,,,,,
SPEC 41 /6-17,29.1,,,,,BEKAD1,,,,,
SPEC 41 /6-18,38.6,,,,,BEKAD1,,,,,
SPEC 41 /6-25,36.6,,,,,BEKAD1,,,,,
SPEC 41 /6-29,63.0,,,,,BEKAD1,,,,,
SPEC 41 /6-37,26.0,,,,,BEKAD1,,,,,
SPEC 54 /1,31.3,,,,,BEKAD1,,,,,
SPEC 54 /2,26.5,,,,,BEKAD1,,,,,
STAHEL,30.5,,,,,BEKAD1,,,,,
TAP 10 [CHA],19.6,,,,,BEKAD1,,,,,
TAP 12 [CHA],38.8,,,,,BEKAD1,,,,,
TAP 7 [CHA],24.4,,,,,BEKAD1,,,,,
TRD 1,27.0,,,,,BEKAD1,,,,,
TRD 109,20.9,,,,,BEKAD1,,,,,
TRD 110,28.3,,,,,BEKAD1,,,,,
TRD 111,34.7,,,,,BEKAD1,,,,,
TRD 112,36.6,,,,,BEKAD1,,,,,
TRD 113,22.7,,,,,BEKAD1,,,,,
TRD 115,25.0,,,,,BEKAD1,,,,,
TRD 116,22.6,,,,,BEKAD1,,,,,
TRD 117,19.3,,,,,BEKAD1,,,,,
TRD 118,24.8,,,,,BEKAD1,,,,,
TRD 119,23.7,,,,,BEKAD1,,,,,
TRD 13,24.7,,,,,BEKAD1,,,,,
TRD 15,21.7,,,,,BEKAD1,,,,,
TRD 16,22.8,,,,,BEKAD1,,,,,
TRD 18,28.1,,,,,BEKAD1,,,,,
TRD 19,25.1,,,,,BEKAD1,,,,,
TRD 2,20.9,,,,,BEKAD1,,,,,
TRD 23,22.1,,,,,BEKAD1,,,,,
TRD 24,25.9,,,,,BEKAD1,,,,,
TRD 28,25.9,,,,,BEKAD1,,,,,
TRD 29,31.3,,,,,BEKAD1,,,,,
TRD 3,30.0,,,,,BEKAD1,,,,,
TRD 30,22.1,,,,,BEKAD1,,,,,
TRD 32,25.0,,,,,BEKAD1,,,,,
TRD 33,37.5,,,,,BEKAD1,,,,,
TRD 34,25.1,,,,,BEKAD1,,,,,
TRD 35,15.3,,,,,BEKAD1,,,,,
TRD 37,32.3,,,,,BEKAD1,,,,,
TRD 38,31.6,,,,,BEKAD1,,,,,
TRD 41,26.3,,,,,BEKAD1,,,,,
