Clone name,Colour,Refcode,Notes,Info
JA 3 /32 [POU],slight anthocyanin,BEKAD1,,
JA 3 /35 [POU],slight anthocyanin,BEKAD1,,
JA 3 /37 [POU],slight anthocyanin,BEKAD1,,
JA 3 /38 [POU],slight anthocyanin,BEKAD1,,
JA 3 /39 [POU],slight anthocyanin,BEKAD1,,
JA 3 /4 [POU],moderate anthocyanin,BEKAD1,,
JA 3 /5 ]POU[,slight anthocyanin,BEKAD1,,
JA 3 /7 [POU],slight anthocyanin,BEKAD1,,
JA 3 /9 [POU],slight anthocyanin,BEKAD1,,
JA 4 /14 [POU],slight anthocyanin,BEKAD1,,
JA 4 /17 [POU],slight anthocyanin,BEKAD1,,
JA 4 /2 [POU],slight anthocyanin,BEKAD1,,
JA 4 /21 [POU],slight anthocyanin,BEKAD1,,
JA 4 /28 [POU],slight anthocyanin,BEKAD1,,
JA 4 /32 [POU],moderate anthocyanin,BEKAD1,,
JA 4 /7 [POU],slight anthocyanin,BEKAD1,,
JA 4 /9 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /10 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /11 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /18 [POU],slight anthocyanin,BEKAD1,,
JA 5 /19 [POU],slight anthocyanin,BEKAD1,,
JA 5 /2 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /21 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /24 [POU],slight anthocyanin,BEKAD1,,
JA 5 /25 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /26 [POU],slight anthocyanin,BEKAD1,,
JA 5 /27 [POU],slight anthocyanin,BEKAD1,,
JA 5 /28 [POU],slight anthocyanin,BEKAD1,,
JA 5 /31 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /34 [POU],slight anthocyanin,BEKAD1,,
JA 5 /35 [POU],slight anthocyanin,BEKAD1,,
JA 5 /36 [POU],slight anthocyanin,BEKAD1,,
JA 5 /37 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /38 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /39 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /4 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /40 [POU],intense anthocyanin,BEKAD1,,
JA 5 /41 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /42 [POU],slight anthocyanin,BEKAD1,,
JA 5 /47 [POU],slight anthocyanin,BEKAD1,,
JA 5 /5 [POU],moderate anthocyanin,BEKAD1,,
JA 5 /7 [POU],anthocyanin absent,BEKAD1,,
JA 5 /8 [POU],slight anthocyanin,BEKAD1,,
JA 5 /9 [POU],moderate anthocyanin,BEKAD1,,
JA 6 /1 [POU],slight anthocyanin,BEKAD1,,
JA 6 /12 [POU],moderate anthocyanin,BEKAD1,,
JA 6 /2 [POU],moderate anthocyanin,BEKAD1,,
JA 6 /4 [POU],moderate anthocyanin,BEKAD1,,
JA 6 /7 [POU],slight anthocyanin,BEKAD1,,
JA 6 /9 [POU],slight anthocyanin,BEKAD1,,
JA 7 /1 [POU],intense anthocyanin,BEKAD1,,
JA 7 /11 [POU],moderate anthocyanin,BEKAD1,,
JA 7 /25 [POU],slight anthocyanin,BEKAD1,,
JA 7 /3 [POU],moderate anthocyanin,BEKAD1,,
JA 8 /1 [POU],slight anthocyanin,BEKAD1,,
JA 8 /13 [POU],slight anthocyanin,BEKAD1,,
JA 8 /15 [POU],intense anthocyanin,BEKAD1,,
JA 8 /16 [POU],slight anthocyanin,BEKAD1,,
JA 8 /18 [POU],moderate anthocyanin,BEKAD1,,
JA 8 /19 [POU],slight anthocyanin,BEKAD1,,
JA 8 /20 [POU],slight anthocyanin,BEKAD1,,
JA 8 /21 [POU],moderate anthocyanin,BEKAD1,,
JA 8 /24 [POU],moderate anthocyanin,BEKAD1,,
JA 8 /25 [POU],moderate anthocyanin,BEKAD1,,
JA 8 /26 [POU],moderate anthocyanin,BEKAD1,,
JA 8 /3 [POU],slight anthocyanin,BEKAD1,,
JA 8 /33 [POU],slight anthocyanin,BEKAD1,,
JA 8 /38 [POU],slight anthocyanin,BEKAD1,,
JA 8 /4 [POU],slight anthocyanin,BEKAD1,,
JA 8 /42 [POU],moderate anthocyanin,BEKAD1,,
JA 8 /57 [POU],intense anthocyanin,BEKAD1,,
JA 8 /67 [POU],slight anthocyanin,BEKAD1,,
JA 8 /8 [POU],intense anthocyanin,BEKAD1,,
JA 9 /1 [POU],intense anthocyanin,BEKAD1,,
JA 9 /10 [POU],moderate anthocyanin,BEKAD1,,
JA 9 /12 [POU],slight anthocyanin,BEKAD1,,
JA 9 /13 [POU],intense anthocyanin,BEKAD1,,
JA 9 /14 [POU],moderate anthocyanin,BEKAD1,,
JA 9 /15 [POU],slight anthocyanin,BEKAD1,,
JA 9 /16 [POU],anthocyanin absent,BEKAD1,,
JA 9 /17 [POU],intense anthocyanin,BEKAD1,,
JA 9 /20 [POU],slight anthocyanin,BEKAD1,,
JA 9 /23 [POU],slight anthocyanin,BEKAD1,,
JA 9 /29 [POU],moderate anthocyanin,BEKAD1,,
JA 9 /34 [POU],slight anthocyanin,BEKAD1,,
JA 9 /37 [POU],slight anthocyanin,BEKAD1,,
JA 9 /4 [POU],slight anthocyanin,BEKAD1,,
JA 9 /9 [POU],intense anthocyanin,BEKAD1,,
KER 3,slight anthocyanin,BEKAD1,,
KER 6,moderate anthocyanin,BEKAD1,,
LAFI 7,anthocyanin absent,BEKAD1,,
LCT EEN 108,slight anthocyanin,BEKAD1,,
LCT EEN 108 /S,anthocyanin absent,BEKAD1,,
LCT EEN 123,slight anthocyanin,BEKAD1,,
LCT EEN 127,slight anthocyanin,BEKAD1,,
LCT EEN 15 /S-3,slight anthocyanin,BEKAD1,,
LCT EEN 162 /S-1010,slight anthocyanin,BEKAD1,,
LCT EEN 163 /A,anthocyanin absent,BEKAD1,,
LCT EEN 163 /D,anthocyanin absent,BEKAD1,,
LCT EEN 188,slight anthocyanin,BEKAD1,,
LCT EEN 189,slight anthocyanin,BEKAD1,,
LCT EEN 193,anthocyanin absent,BEKAD1,,
LCT EEN 195,moderate anthocyanin,BEKAD1,,
LCT EEN 20 /S-10,intense anthocyanin,BEKAD1,,
LCT EEN 201,anthocyanin absent,BEKAD1,,
LCT EEN 202,moderate anthocyanin,BEKAD1,,
LCT EEN 203 /S-3,slight anthocyanin,BEKAD1,,
LCT EEN 21 /S-4,intense anthocyanin,BEKAD1,,
LCT EEN 212 /S-4,intense anthocyanin,BEKAD1,,
LCT EEN 218,anthocyanin absent,BEKAD1,,
LCT EEN 220,slight anthocyanin,BEKAD1,,
LCT EEN 221,anthocyanin absent,BEKAD1,,
LCT EEN 227,slight anthocyanin,BEKAD1,,
LCT EEN 23,anthocyanin absent,BEKAD1,,
LCT EEN 232,anthocyanin absent,BEKAD1,,
LCT EEN 246,slight anthocyanin,BEKAD1,,
LCT EEN 249,anthocyanin absent,BEKAD1,,
LCT EEN 250,slight anthocyanin,BEKAD1,,
LCT EEN 251,anthocyanin absent,BEKAD1,,
LCT EEN 253,slight anthocyanin,BEKAD1,,
LCT EEN 255,moderate anthocyanin,BEKAD1,,
LCT EEN 261 /S-4,slight anthocyanin,BEKAD1,,
LCT EEN 267,slight anthocyanin,BEKAD1,,
LCT EEN 278,anthocyanin absent,BEKAD1,,
LCT EEN 28 /S-1,intense anthocyanin,BEKAD1,,
LCT EEN 280,anthocyanin absent,BEKAD1,,
LCT EEN 283,anthocyanin absent,BEKAD1,,
LCT EEN 29 /S-1,anthocyanin absent,BEKAD1,,
LCT EEN 295 /S-10,slight anthocyanin,BEKAD1,,
LCT EEN 302,anthocyanin absent,BEKAD1,,
LCT EEN 31,slight anthocyanin,BEKAD1,,
LCT EEN 312,anthocyanin absent,BEKAD1,,
LCT EEN 321 /S-1,moderate anthocyanin,BEKAD1,,
LCT EEN 325,slight anthocyanin,BEKAD1,,
LCT EEN 326,intense anthocyanin,BEKAD1,,
LCT EEN 327,moderate anthocyanin,BEKAD1,,
LCT EEN 332,slight anthocyanin,BEKAD1,,
LCT EEN 333,anthocyanin absent,BEKAD1,,
LCT EEN 346,moderate anthocyanin,BEKAD1,,
LCT EEN 36,slight anthocyanin,BEKAD1,,
LCT EEN 362,slight anthocyanin,BEKAD1,,
LCT EEN 364,moderate anthocyanin,BEKAD1,,
LCT EEN 368,anthocyanin absent,BEKAD1,,
LCT EEN 37,anthocyanin absent,BEKAD1,,
LCT EEN 37 /A,anthocyanin absent,BEKAD1,,
LCT EEN 37 /F,slight anthocyanin,BEKAD1,,
LCT EEN 37 /G,slight anthocyanin,BEKAD1,,
LCT EEN 370,moderate anthocyanin,BEKAD1,,
LCT EEN 372 /S-301,anthocyanin absent,BEKAD1,,
LCT EEN 403,anthocyanin absent,BEKAD1,,
LCT EEN 409,anthocyanin absent,BEKAD1,,
LCT EEN 411,slight anthocyanin,BEKAD1,,
LCT EEN 413,anthocyanin absent,BEKAD1,,
LCT EEN 46,moderate anthocyanin,BEKAD1,,
LCT EEN 49,moderate anthocyanin,BEKAD1,,
LCT EEN 57,anthocyanin absent,BEKAD1,,
LCT EEN 6 /S-1,anthocyanin absent,BEKAD1,,
LCT EEN 60,moderate anthocyanin,BEKAD1,,
LCT EEN 62 /S-4,moderate anthocyanin,BEKAD1,,
LCT EEN 66,anthocyanin absent,BEKAD1,,
LCT EEN 67,slight anthocyanin,BEKAD1,,
LCT EEN 68 /S-1,slight anthocyanin,BEKAD1,,
LCT EEN 68 /S-2,slight anthocyanin,BEKAD1,,
LCT EEN 68 /S-4,slight anthocyanin,BEKAD1,,
LCT EEN 68 /S-6,anthocyanin absent,BEKAD1,,
LCT EEN 72,slight anthocyanin,BEKAD1,,
LCT EEN 73 /A,slight anthocyanin,BEKAD1,,
LCT EEN 73 /D,slight anthocyanin,BEKAD1,,
LCT EEN 81,anthocyanin absent,BEKAD1,,
LCT EEN 82,slight anthocyanin,BEKAD1,,
LCT EEN 83 /S-8,anthocyanin absent,BEKAD1,,
LCT EEN 84,moderate anthocyanin,BEKAD1,,
LCT EEN 85,anthocyanin absent,BEKAD1,,
LCT EEN 86,slight anthocyanin,BEKAD1,,
LCT EEN 90,anthocyanin absent,BEKAD1,,
LCT EEN 90 /S-7,moderate anthocyanin,BEKAD1,,
LCT EEN 91,slight anthocyanin,BEKAD1,,
LH 1,anthocyanin absent,BEKAD1,,
LH 5,moderate anthocyanin,BEKAD1,,
LP 1 /10 [POU],slight anthocyanin,BEKAD1,,
LP 1 /18 [POU],moderate anthocyanin,BEKAD1,,
LP 1 /2 [POU],moderate anthocyanin,BEKAD1,,
LP 1 /20 [POU],moderate anthocyanin,BEKAD1,,
LP 1 /21 [POU],slight anthocyanin,BEKAD1,,
LP 1 /23 [POU],moderate anthocyanin,BEKAD1,,
LP 1 /24 [POU],moderate anthocyanin,BEKAD1,,
LP 1 /25 [POU],slight anthocyanin,BEKAD1,,
LP 1 /27 [POU],slight anthocyanin,BEKAD1,,
LP 1 /28 [POU],slight anthocyanin,BEKAD1,,
LP 1 /29 [POU],anthocyanin absent,BEKAD1,,
LP 1 /32 [POU],moderate anthocyanin,BEKAD1,,
LP 1 /35 [POU],intense anthocyanin,BEKAD1,,
LP 1 /36 [POU],slight anthocyanin,BEKAD1,,
LP 1 /37 [POU],slight anthocyanin,BEKAD1,,
LP 1 /39 [POU],slight anthocyanin,BEKAD1,,
LP 1 /4 [POU],slight anthocyanin,BEKAD1,,
LP 1 /40 [POU],moderate anthocyanin,BEKAD1,,
LP 1 /41 [POU],anthocyanin absent,BEKAD1,,
LP 1 /42 [POU],slight anthocyanin,BEKAD1,,
LP 1 /44 [POU],slight anthocyanin,BEKAD1,,
LP 1 /45 [POU],slight anthocyanin,BEKAD1,,
LP 1 /47 [POU],slight anthocyanin,BEKAD1,,
LP 1 /48 [POU],intense anthocyanin,BEKAD1,,
LP 1 /49 [POU],slight anthocyanin,BEKAD1,,
LP 1 /56 [POU],slight anthocyanin,BEKAD1,,
LP 1 /58 [POU],intense anthocyanin,BEKAD1,,
LP 1 /61 [POU],anthocyanin absent,BEKAD1,,
LP 1 /62 [POU],moderate anthocyanin,BEKAD1,,
LP 1 /9 [POU],moderate anthocyanin,BEKAD1,,
LP 2 /1 [POU],moderate anthocyanin,BEKAD1,,
LP 2 /10 [POU],moderate anthocyanin,BEKAD1,,
LP 2 /11 [POU],slight anthocyanin,BEKAD1,,
LP 2 /13 [POU],intense anthocyanin,BEKAD1,,
LP 2 /14 [POU],slight anthocyanin,BEKAD1,,
LP 2 /16 [POU],moderate anthocyanin,BEKAD1,,
LP 2 /3 [POU],intense anthocyanin,BEKAD1,,
LP 2 /9 [POU],intense anthocyanin,BEKAD1,,
LP 3 /11 [POU],intense anthocyanin,BEKAD1,,
LP 3 /13 [POU],moderate anthocyanin,BEKAD1,,
LP 3 /15 [POU],slight anthocyanin,BEKAD1,,
LP 3 /19 [POU],intense anthocyanin,BEKAD1,,
LP 3 /2 [POU],moderate anthocyanin,BEKAD1,,
LP 3 /20 [POU],moderate anthocyanin,BEKAD1,,
LP 3 /25 [POU],slight anthocyanin,BEKAD1,,
LP 3 /29 [POU],slight anthocyanin,BEKAD1,,
LP 3 /3 [POU],slight anthocyanin,BEKAD1,,
LP 3 /34 [POU],moderate anthocyanin,BEKAD1,,
LP 3 /35 [POU],moderate anthocyanin,BEKAD1,,
LP 3 /38 [POU],moderate anthocyanin,BEKAD1,,
LP 3 /4 [POU],slight anthocyanin,BEKAD1,,
LP 3 /40 [POU],slight anthocyanin,BEKAD1,,
LP 3 /45 [POU],slight anthocyanin,BEKAD1,,
LP 3 /48 [POU],moderate anthocyanin,BEKAD1,,
LP 3 /5 [POU],moderate anthocyanin,BEKAD1,,
LP 4 /1 [POU],slight anthocyanin,BEKAD1,,
LP 4 /10 [POU],slight anthocyanin,BEKAD1,,
LP 4 /12 [POU],slight anthocyanin,BEKAD1,,
LP 4 /13 [POU],moderate anthocyanin,BEKAD1,,
LP 4 /15 [POU],slight anthocyanin,BEKAD1,,
LP 4 /18 [POU],slight anthocyanin,BEKAD1,,
LP 4 /19 [POU],slight anthocyanin,BEKAD1,,
LP 4 /2 [POU],moderate anthocyanin,BEKAD1,,
LP 4 /20 [POU],slight anthocyanin,BEKAD1,,
LP 4 /24 [POU],slight anthocyanin,BEKAD1,,
LP 4 /25 [POU],slight anthocyanin,BEKAD1,,
LP 4 /3 [POU],slight anthocyanin,BEKAD1,,
LP 4 /30 [POU],slight anthocyanin,BEKAD1,,
LP 4 /32 [POU],moderate anthocyanin,BEKAD1,,
LP 4 /37 [POU],slight anthocyanin,BEKAD1,,
LP 4 /38 [POU],anthocyanin absent,BEKAD1,,
LP 4 /39 [POU],slight anthocyanin,BEKAD1,,
LP 4 /4 [POU],slight anthocyanin,BEKAD1,,
LP 4 /40 [POU],slight anthocyanin,BEKAD1,,
LP 4 /41 [POU],slight anthocyanin,BEKAD1,,
LP 4 /43 [POU],slight anthocyanin,BEKAD1,,
LP 4 /45 [POU],slight anthocyanin,BEKAD1,,
LP 4 /48 [POU],slight anthocyanin,BEKAD1,,
LP 4 /5 [POU],moderate anthocyanin,BEKAD1,,
LP 4 /52 [POU],slight anthocyanin,BEKAD1,,
LP 4 /7 [POU],slight anthocyanin,BEKAD1,,
LP 4 /8 [POU],moderate anthocyanin,BEKAD1,,
LP 5 /1 [POU],slight anthocyanin,BEKAD1,,
LP 5 /11 [POU],anthocyanin absent,BEKAD1,,
LP 5 /14 [POU],intense anthocyanin,BEKAD1,,
LP 5 /19 [POU],intense anthocyanin,BEKAD1,,
LP 5 /2 [POU],slight anthocyanin,BEKAD1,,
LP 5 /22 [POU],slight anthocyanin,BEKAD1,,
LP 5 /23 [POU],moderate anthocyanin,BEKAD1,,
LP 5 /3 [POU],intense anthocyanin,BEKAD1,,
LP 5 /8 [POU],intense anthocyanin,BEKAD1,,
LP 6 /12 [POU],moderate anthocyanin,BEKAD1,,
LP 6 /14 [POU],moderate anthocyanin,BEKAD1,,
LP 6 /19 [POU],slight anthocyanin,BEKAD1,,
LP 6 /21 [POU],slight anthocyanin,BEKAD1,,
LP 6 /24 [POU],intense anthocyanin,BEKAD1,,
LP 6 /6 [POU],slight anthocyanin,BEKAD1,,
LP 6 /7 [POU],intense anthocyanin,BEKAD1,,
LV 10 [POU],slight anthocyanin,BEKAD1,,
LV 14 [POU],slight anthocyanin,BEKAD1,,
LV 17 [POU],slight anthocyanin,BEKAD1,,
LV 2 [POU],slight anthocyanin,BEKAD1,,
LV 20 [POU],moderate anthocyanin,BEKAD1,,
LV 22 [POU],moderate anthocyanin,BEKAD1,,
LV 27 [POU],anthocyanin absent,BEKAD1,,
LV 28 [POU],slight anthocyanin,BEKAD1,,
LV 31 [POU],slight anthocyanin,BEKAD1,,
LV 33 [POU],intense anthocyanin,BEKAD1,,
LV 36 [POU],slight anthocyanin,BEKAD1,,
LV 37 [POU],moderate anthocyanin,BEKAD1,,
LV 6 [POU],moderate anthocyanin,BEKAD1,,
LV 9 [POU],intense anthocyanin,BEKAD1,,
LX 1,slight anthocyanin,BEKAD1,,
LX 10,slight anthocyanin,BEKAD1,,
LX 16,slight anthocyanin,BEKAD1,,
LX 17,slight anthocyanin,BEKAD1,,
LX 18,moderate anthocyanin,BEKAD1,,
LX 2,anthocyanin absent,BEKAD1,,
LX 20,moderate anthocyanin,BEKAD1,,
LX 24,moderate anthocyanin,BEKAD1,,
LX 25,slight anthocyanin,BEKAD1,,
LX 28,intense anthocyanin,BEKAD1,,
LX 31,moderate anthocyanin,BEKAD1,,
LX 32,intense anthocyanin,BEKAD1,,
LX 38,intense anthocyanin,BEKAD1,,
LX 39,moderate anthocyanin,BEKAD1,,
LX 41,moderate anthocyanin,BEKAD1,,
LX 43,moderate anthocyanin,BEKAD1,,
LX 44,slight anthocyanin,BEKAD1,,
LX 45,intense anthocyanin,BEKAD1,,
LX 47,slight anthocyanin,BEKAD1,,
LX 48,slight anthocyanin,BEKAD1,,
LX 49,intense anthocyanin,BEKAD1,,
LX 50,slight anthocyanin,BEKAD1,,
LX 53,slight anthocyanin,BEKAD1,,
LX 6,moderate anthocyanin,BEKAD1,,
LZ 11,intense anthocyanin,BEKAD1,,
LZ 13,slight anthocyanin,BEKAD1,,
LZ 17,moderate anthocyanin,BEKAD1,,
LZ 2,intense anthocyanin,BEKAD1,,
LZ 33,slight anthocyanin,BEKAD1,,
LZ 4,anthocyanin absent,BEKAD1,,
LZ 5,intense anthocyanin,BEKAD1,,
LZ 7,slight anthocyanin,BEKAD1,,
LZ 8,slight anthocyanin,BEKAD1,,
LZ 9,moderate anthocyanin,BEKAD1,,
M 116 [ICT],moderate anthocyanin,BEKAD1,,
M 137 [ICT],moderate anthocyanin,BEKAD1,,
M 252 [ICT],slight anthocyanin,BEKAD1,,
M 33 [ICT],slight anthocyanin,BEKAD1,,
M 8 [SUR],moderate anthocyanin,BEKAD1,,
MA 12 [BRA],moderate anthocyanin,BEKAD1,,
MACAS 2 /5600,slight anthocyanin,BEKAD1,,
MAN 15 /2 [BRA],intense anthocyanin,BEKAD1,,
MAN 15 /60 [BRA],moderate anthocyanin,BEKAD1,,
MAR 1,moderate anthocyanin,BEKAD1,,
MAR 10,intense anthocyanin,BEKAD1,,
MAR 11,intense anthocyanin,BEKAD1,,
MAR 12,moderate anthocyanin,BEKAD1,,
MAR 13,moderate anthocyanin,BEKAD1,,
MAR 14,intense anthocyanin,BEKAD1,,
MAR 17,moderate anthocyanin,BEKAD1,,
MAR 19,slight anthocyanin,BEKAD1,,
MAR 20,intense anthocyanin,BEKAD1,,
MAR 21,moderate anthocyanin,BEKAD1,,
MAR 22,moderate anthocyanin,BEKAD1,,
MAR 3,moderate anthocyanin,BEKAD1,,
MAR 9,moderate anthocyanin,BEKAD1,,
MARPER 18,slight anthocyanin,BEKAD1,,
MARPER 19,moderate anthocyanin,BEKAD1,,
MARPER 22,slight anthocyanin,BEKAD1,,
MARPER 23,moderate anthocyanin,BEKAD1,,
MARPER 25,intense anthocyanin,BEKAD1,,
MARPER 27,moderate anthocyanin,BEKAD1,,
MARPER 28,intense anthocyanin,BEKAD1,,
MARPER 29,intense anthocyanin,BEKAD1,,
MARPER 31,moderate anthocyanin,BEKAD1,,
MARPER 33,intense anthocyanin,BEKAD1,,
MARPER 34,intense anthocyanin,BEKAD1,,
MARPER 35,moderate anthocyanin,BEKAD1,,
MARPER 37,intense anthocyanin,BEKAD1,,
MARPER 38,intense anthocyanin,BEKAD1,,
MARPER 42,moderate anthocyanin,BEKAD1,,
MARPER 43,moderate anthocyanin,BEKAD1,,
MARPER 45,intense anthocyanin,BEKAD1,,
MARPER 46,moderate anthocyanin,BEKAD1,,
MARPER 49,moderate anthocyanin,BEKAD1,,
MARPER 5,slight anthocyanin,BEKAD1,,
MARPER 50,intense anthocyanin,BEKAD1,,
MARPER 51,moderate anthocyanin,BEKAD1,,
MARPER 52,intense anthocyanin,BEKAD1,,
MARPER 53,intense anthocyanin,BEKAD1,,
MARPER 54,moderate anthocyanin,BEKAD1,,
MARPER 55,intense anthocyanin,BEKAD1,,
MARPER 9,intense anthocyanin,BEKAD1,,
MATINA 1 /4,moderate anthocyanin,BEKAD1,,
MATINA 1 /7,intense anthocyanin,BEKAD1,,
MATINA 2 /8,slight anthocyanin,BEKAD1,,
MO 109,anthocyanin absent,BEKAD1,,
MO 118,moderate anthocyanin,BEKAD1,,
MO 121,moderate anthocyanin,BEKAD1,,
MO 125,moderate anthocyanin,BEKAD1,,
MO 126,slight anthocyanin,BEKAD1,,
MO 129,intense anthocyanin,BEKAD1,,
MO 14,intense anthocyanin,BEKAD1,,
MO 17,slight anthocyanin,BEKAD1,,
MO 20,anthocyanin absent,BEKAD1,,
MO 3,moderate anthocyanin,BEKAD1,,
MO 4,slight anthocyanin,BEKAD1,,
MO 523,moderate anthocyanin,BEKAD1,,
MO 76,slight anthocyanin,BEKAD1,,
MO 80,slight anthocyanin,BEKAD1,,
MO 81,intense anthocyanin,BEKAD1,,
MO 82,slight anthocyanin,BEKAD1,,
MO 83,slight anthocyanin,BEKAD1,,
MO 84,moderate anthocyanin,BEKAD1,,
MO 87,moderate anthocyanin,BEKAD1,,
MO 9,slight anthocyanin,BEKAD1,,
MO 90,slight anthocyanin,BEKAD1,,
MO 96,moderate anthocyanin,BEKAD1,,
MO 99,intense anthocyanin,BEKAD1,,
MOCO 1 /12,slight anthocyanin,BEKAD1,,
MOQ 1 /1,moderate anthocyanin,BEKAD1,,
MOQ 1 /11,intense anthocyanin,BEKAD1,,
MOQ 1 /2,moderate anthocyanin,BEKAD1,,
MOQ 1 /20,slight anthocyanin,BEKAD1,,
MOQ 1 /21,moderate anthocyanin,BEKAD1,,
MOQ 1 /22,moderate anthocyanin,BEKAD1,,
MOQ 1 /24,moderate anthocyanin,BEKAD1,,
MOQ 1 /25,slight anthocyanin,BEKAD1,,
MOQ 1 /5,moderate anthocyanin,BEKAD1,,
MOQ 1 /6,moderate anthocyanin,BEKAD1,,
MOQ 2 /1,slight anthocyanin,BEKAD1,,
MOQ 2 /10,slight anthocyanin,BEKAD1,,
MOQ 2 /11,moderate anthocyanin,BEKAD1,,
MOQ 2 /16,moderate anthocyanin,BEKAD1,,
MOQ 2 /17,slight anthocyanin,BEKAD1,,
MOQ 2 /18,slight anthocyanin,BEKAD1,,
MOQ 2 /22,slight anthocyanin,BEKAD1,,
MOQ 2 /23,moderate anthocyanin,BEKAD1,,
MOQ 2 /26,slight anthocyanin,BEKAD1,,
MOQ 2 /28,slight anthocyanin,BEKAD1,,
MOQ 2 /29,moderate anthocyanin,BEKAD1,,
MOQ 2 /30,moderate anthocyanin,BEKAD1,,
MOQ 2 /35,slight anthocyanin,BEKAD1,,
MOQ 2 /36,intense anthocyanin,BEKAD1,,
MOQ 2 /37,slight anthocyanin,BEKAD1,,
MOQ 2 /4,slight anthocyanin,BEKAD1,,
MOQ 2 /6,slight anthocyanin,BEKAD1,,
MOQ 2 /8,slight anthocyanin,BEKAD1,,
MOQ 3 /1,moderate anthocyanin,BEKAD1,,
MOQ 3 /10,slight anthocyanin,BEKAD1,,
MOQ 3 /11,moderate anthocyanin,BEKAD1,,
MOQ 3 /12,intense anthocyanin,BEKAD1,,
MOQ 3 /16,intense anthocyanin,BEKAD1,,
MOQ 3 /19,moderate anthocyanin,BEKAD1,,
MOQ 3 /19,moderate anthocyanin,BEKAD1,,
MOQ 3 /20,intense anthocyanin,BEKAD1,,
MOQ 3 /22,moderate anthocyanin,BEKAD1,,
MOQ 3 /8,moderate anthocyanin,BEKAD1,,
MOQ 4 /13,moderate anthocyanin,BEKAD1,,
MOQ 4 /15,moderate anthocyanin,BEKAD1,,
MOQ 4 /16,moderate anthocyanin,BEKAD1,,
MOQ 4 /17,moderate anthocyanin,BEKAD1,,
MOQ 4 /2,intense anthocyanin,BEKAD1,,
MOQ 4 /20,slight anthocyanin,BEKAD1,,
MOQ 4 /21,slight anthocyanin,BEKAD1,,
MOQ 4 /23,intense anthocyanin,BEKAD1,,
MOQ 4 /25,slight anthocyanin,BEKAD1,,
MOQ 4 /4,moderate anthocyanin,BEKAD1,,
MOQ 4 /5,intense anthocyanin,BEKAD1,,
MOQ 4 /6,slight anthocyanin,BEKAD1,,
MOQ 5 /1,moderate anthocyanin,BEKAD1,,
MOQ 5 /12,slight anthocyanin,BEKAD1,,
MOQ 5 /18,moderate anthocyanin,BEKAD1,,
MOQ 5 /21,intense anthocyanin,BEKAD1,,
MOQ 5 /23,intense anthocyanin,BEKAD1,,
MOQ 5 /28,moderate anthocyanin,BEKAD1,,
MOQ 5 /29,intense anthocyanin,BEKAD1,,
MOQ 5 /34,intense anthocyanin,BEKAD1,,
MOQ 5 /35,anthocyanin absent,BEKAD1,,
MOQ 5 /5,slight anthocyanin,BEKAD1,,
MOQ 6 /10,slight anthocyanin,BEKAD1,,
MOQ 6 /102,intense anthocyanin,BEKAD1,,
MOQ 6 /104,slight anthocyanin,BEKAD1,,
MOQ 6 /107,moderate anthocyanin,BEKAD1,,
MOQ 6 /108,intense anthocyanin,BEKAD1,,
MOQ 6 /109,slight anthocyanin,BEKAD1,,
MOQ 6 /11,moderate anthocyanin,BEKAD1,,
MOQ 6 /110,slight anthocyanin,BEKAD1,,
MOQ 6 /113,anthocyanin absent,BEKAD1,,
MOQ 6 /19,moderate anthocyanin,BEKAD1,,
MOQ 6 /28,slight anthocyanin,BEKAD1,,
MOQ 6 /29,intense anthocyanin,BEKAD1,,
MOQ 6 /30,slight anthocyanin,BEKAD1,,
MOQ 6 /33,slight anthocyanin,BEKAD1,,
MOQ 6 /34,intense anthocyanin,BEKAD1,,
MOQ 6 /36,intense anthocyanin,BEKAD1,,
MOQ 6 /41,moderate anthocyanin,BEKAD1,,
MOQ 6 /44,slight anthocyanin,BEKAD1,,
MOQ 6 /46,slight anthocyanin,BEKAD1,,
MOQ 6 /5,moderate anthocyanin,BEKAD1,,
MOQ 6 /52,anthocyanin absent,BEKAD1,,
MOQ 6 /54,moderate anthocyanin,BEKAD1,,
MOQ 6 /55,moderate anthocyanin,BEKAD1,,
MOQ 6 /6,moderate anthocyanin,BEKAD1,,
MOQ 6 /66,slight anthocyanin,BEKAD1,,
MOQ 6 /67,slight anthocyanin,BEKAD1,,
MOQ 6 /68,intense anthocyanin,BEKAD1,,
MOQ 6 /70,anthocyanin absent,BEKAD1,,
MOQ 6 /72,moderate anthocyanin,BEKAD1,,
MOQ 6 /73,intense anthocyanin,BEKAD1,,
MOQ 6 /77,moderate anthocyanin,BEKAD1,,
MOQ 6 /82,moderate anthocyanin,BEKAD1,,
MOQ 6 /85,intense anthocyanin,BEKAD1,,
