Clone name,Colour,Refcode,Notes,Info
GEBP 588 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 589 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 590 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 591 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 592 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 594 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 597 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 599 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 60 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 600 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 606 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 608 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 61 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 611 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 613 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 614 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 615 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 616 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 617 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 619 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 621 /R [ADI],slight anthocyanin,BEKAD1,,
GEBP 622 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 624 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 63 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 634 /R [ADI],slight anthocyanin,BEKAD1,,
GEBP 65 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 659 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 662 /T [ADI],slight anthocyanin,BEKAD1,,
GEBP 666 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 668 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 669 /T [ADI],slight anthocyanin,BEKAD1,,
GEBP 67 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 670 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 672 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 675 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 678 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 68 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 680 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 681 /T [ADI],slight anthocyanin,BEKAD1,,
GEBP 683 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 684 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 685 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 686 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 687 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 688 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 69 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 692 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 697 /T [ADI],slight anthocyanin,BEKAD1,,
GEBP 698 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 70 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 700 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 702 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 705 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 706 /T [ADI],slight anthocyanin,BEKAD1,,
GEBP 708 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 709 /T [ADI],slight anthocyanin,BEKAD1,,
GEBP 71 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 711 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 712 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 72 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 727 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 73 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 75 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 76 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 78 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 79 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 8 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 80 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 801 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 803 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 804 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 805 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 807 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 809 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 811 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 812 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 815 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 821 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 822 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 824 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 827 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 829 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 83 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 830 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 834 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 835 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 839 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 84 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 841 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 842 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 844 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 845 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 846 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 848 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 849 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 850 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 851 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 852 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 856 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 858 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 86 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 863 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 864 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 865 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 866 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 869 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 87 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 871 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 872 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 873 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 874 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 875 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 877 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 878 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 879 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 88 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 881 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 882 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 885 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 886 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 888 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 889 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 891 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 892 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 893 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 894 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 895 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 896 /F [ADI],slight anthocyanin,BEKAD1,,
GEBP 897 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 898 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 899 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 9 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 90 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 900 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 901 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 902 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 903 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 904 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 906 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 91 /M [ADI],slight anthocyanin,BEKAD1,,
GEBP 910 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 911 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 912 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 913 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 914 /F [ADI],moderate anthocyanin,BEKAD1,,
GEBP 915 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 916 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 920 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 925 /T [ADI],slight anthocyanin,BEKAD1,,
GEBP 928 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 931 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 932 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 933 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 934 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 938 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 939 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 94 /M [ADI],intense anthocyanin,BEKAD1,,
GEBP 940 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 941 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 943 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 945 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 947 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 95 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 951 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 952 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 954 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 956 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 957 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 96 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 960 /R [ADI],slight anthocyanin,BEKAD1,,
GEBP 968 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 969 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 97 /M [ADI],moderate anthocyanin,BEKAD1,,
GEBP 970 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 977 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 978 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 98 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 984 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 989 /R [ADI],intense anthocyanin,BEKAD1,,
GEBP 99 /R [ADI],moderate anthocyanin,BEKAD1,,
GEBP 990 /F [ADI],intense anthocyanin,BEKAD1,,
GEBP 991 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 992 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 993 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 995 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 996 /T [ADI],intense anthocyanin,BEKAD1,,
GEBP 997 /T [ADI],moderate anthocyanin,BEKAD1,,
GEBP 998 /T [ADI],moderate anthocyanin,BEKAD1,,
GF 32,moderate anthocyanin,BEKAD1,,
GNU 202,moderate anthocyanin,BEKAD1,,
GNV 22,anthocyanin absent,BEKAD1,,
GS 1,anthocyanin absent,BEKAD1,,
GS 10,anthocyanin absent,BEKAD1,,
GS 12,moderate anthocyanin,BEKAD1,,
GS 13,anthocyanin absent,BEKAD1,,
GS 15,anthocyanin absent,BEKAD1,,
GS 16,anthocyanin absent,BEKAD1,,
GS 26,moderate anthocyanin,BEKAD1,,
GS 29,moderate anthocyanin,BEKAD1,,
GS 32,anthocyanin absent,BEKAD1,,
GS 36,moderate anthocyanin,BEKAD1,,
GS 37,intense anthocyanin,BEKAD1,,
GS 39,intense anthocyanin,BEKAD1,,
GS 4,moderate anthocyanin,BEKAD1,,
GS 45,intense anthocyanin,BEKAD1,,
GS 48,intense anthocyanin,BEKAD1,,
GS 50,moderate anthocyanin,BEKAD1,,
GS 53,moderate anthocyanin,BEKAD1,,
GS 55,intense anthocyanin,BEKAD1,,
GS 58,moderate anthocyanin,BEKAD1,,
GS 59,intense anthocyanin,BEKAD1,,
GS 6,moderate anthocyanin,BEKAD1,,
GS 60,slight anthocyanin,BEKAD1,,
GS 61,moderate anthocyanin,BEKAD1,,
GS 62,intense anthocyanin,BEKAD1,,
GS 66,moderate anthocyanin,BEKAD1,,
GS 67,slight anthocyanin,BEKAD1,,
GS 70,slight anthocyanin,BEKAD1,,
GS 71,slight anthocyanin,BEKAD1,,
GS 74,intense anthocyanin,BEKAD1,,
GS 76,anthocyanin absent,BEKAD1,,
GS 77,moderate anthocyanin,BEKAD1,,
GS 78,slight anthocyanin,BEKAD1,,
GS 79,anthocyanin absent,BEKAD1,,
GU 114 /P,moderate anthocyanin,BEKAD1,,
GU 123 /V,moderate anthocyanin,BEKAD1,,
GU 125 /C,moderate anthocyanin,BEKAD1,,
GU 133 /C,moderate anthocyanin,BEKAD1,,
GU 136 /H,moderate anthocyanin,BEKAD1,,
GU 144 /C,moderate anthocyanin,BEKAD1,,
GU 151 /F,slight anthocyanin,BEKAD1,,
GU 154 /C,moderate anthocyanin,BEKAD1,,
GU 168 /H,intense anthocyanin,BEKAD1,,
GU 169,anthocyanin absent,BEKAD1,,
GU 171 /C,moderate anthocyanin,BEKAD1,,
GU 175 /P,moderate anthocyanin,BEKAD1,,
GU 183 /G,moderate anthocyanin,BEKAD1,,
GU 192 /A,intense anthocyanin,BEKAD1,,
GU 195 /P,moderate anthocyanin,BEKAD1,,
GU 202 /A,slight anthocyanin,BEKAD1,,
GU 207 /H,moderate anthocyanin,BEKAD1,,
GU 219 /F,moderate anthocyanin,BEKAD1,,
GU 222,intense anthocyanin,BEKAD1,,
GU 239 /H,slight anthocyanin,BEKAD1,,
GU 241 /P,slight anthocyanin,BEKAD1,,
GU 243 /H,intense anthocyanin,BEKAD1,,
GU 249 /H,moderate anthocyanin,BEKAD1,,
GU 255 /P,slight anthocyanin,BEKAD1,,
GU 255 /V,moderate anthocyanin,BEKAD1,,
GU 259 /C,intense anthocyanin,BEKAD1,,
GU 261 /P,slight anthocyanin,BEKAD1,,
GU 263 /V,intense anthocyanin,BEKAD1,,
GU 265 /P,moderate anthocyanin,BEKAD1,,
GU 269 /V,slight anthocyanin,BEKAD1,,
GU 271 /P,slight anthocyanin,BEKAD1,,
GU 277 /G,slight anthocyanin,BEKAD1,,
GU 286,anthocyanin absent,BEKAD1,,
GU 300 /P,slight anthocyanin,BEKAD1,,
GU 305 /P,anthocyanin absent,BEKAD1,,
GU 307 /F,slight anthocyanin,BEKAD1,,
GU 310 /P,slight anthocyanin,BEKAD1,,
GU 322 /P,moderate anthocyanin,BEKAD1,,
GU 335 /P,slight anthocyanin,BEKAD1,,
GU 339 /M,slight anthocyanin,BEKAD1,,
GU 341 /H,slight anthocyanin,BEKAD1,,
GU 351 /P,anthocyanin absent,BEKAD1,,
GU 353 /L,intense anthocyanin,BEKAD1,,
GU 64,anthocyanin absent,BEKAD1,,
HF 6,moderate anthocyanin,BEKAD1,,
IB 2 /3,intense anthocyanin,BEKAD1,,
IB 9,slight anthocyanin,BEKAD1,,
ICA 70 [COL],moderate anthocyanin,BEKAD1,,
ICS 1,slight anthocyanin,BEKAD1,,
ICS 10,slight anthocyanin,BEKAD1,,
ICS 100,moderate anthocyanin,BEKAD1,,
ICS 11,intense anthocyanin,BEKAD1,,
ICS 111,intense anthocyanin,BEKAD1,,
ICS 12,slight anthocyanin,BEKAD1,,
ICS 13,moderate anthocyanin,BEKAD1,,
ICS 14,moderate anthocyanin,BEKAD1,,
ICS 15,moderate anthocyanin,BEKAD1,,
ICS 16,slight anthocyanin,BEKAD1,,
ICS 17,anthocyanin absent,BEKAD1,,
ICS 18,intense anthocyanin,BEKAD1,,
ICS 2,moderate anthocyanin,BEKAD1,,
ICS 20,moderate anthocyanin,BEKAD1,,
ICS 22,slight anthocyanin,BEKAD1,,
ICS 23,moderate anthocyanin,BEKAD1,,
ICS 24,moderate anthocyanin,BEKAD1,,
ICS 25,anthocyanin absent,BEKAD1,,
ICS 26,moderate anthocyanin,BEKAD1,,
ICS 27,intense anthocyanin,BEKAD1,,
ICS 28,moderate anthocyanin,BEKAD1,,
ICS 29,slight anthocyanin,BEKAD1,,
ICS 3,moderate anthocyanin,BEKAD1,,
ICS 30,anthocyanin absent,BEKAD1,,
ICS 31,slight anthocyanin,BEKAD1,,
ICS 32,slight anthocyanin,BEKAD1,,
ICS 33,intense anthocyanin,BEKAD1,,
ICS 35,intense anthocyanin,BEKAD1,,
ICS 36,intense anthocyanin,BEKAD1,,
ICS 39,slight anthocyanin,BEKAD1,,
ICS 4,slight anthocyanin,BEKAD1,,
ICS 40,moderate anthocyanin,BEKAD1,,
ICS 41,intense anthocyanin,BEKAD1,,
ICS 42,slight anthocyanin,BEKAD1,,
ICS 43,moderate anthocyanin,BEKAD1,,
ICS 45,moderate anthocyanin,BEKAD1,,
ICS 46,moderate anthocyanin,BEKAD1,,
ICS 47,slight anthocyanin,BEKAD1,,
ICS 48,slight anthocyanin,BEKAD1,,
ICS 49,slight anthocyanin,BEKAD1,,
ICS 5,anthocyanin absent,BEKAD1,,
ICS 52,moderate anthocyanin,BEKAD1,,
ICS 53,slight anthocyanin,BEKAD1,,
ICS 55,slight anthocyanin,BEKAD1,,
ICS 56,slight anthocyanin,BEKAD1,,
ICS 57,intense anthocyanin,BEKAD1,,
ICS 58,moderate anthocyanin,BEKAD1,,
ICS 59,slight anthocyanin,BEKAD1,,
ICS 6,slight anthocyanin,BEKAD1,,
ICS 60,moderate anthocyanin,BEKAD1,,
ICS 61,slight anthocyanin,BEKAD1,,
ICS 62,slight anthocyanin,BEKAD1,,
ICS 63,intense anthocyanin,BEKAD1,,
ICS 65,slight anthocyanin,BEKAD1,,
ICS 66,intense anthocyanin,BEKAD1,,
ICS 67,moderate anthocyanin,BEKAD1,,
ICS 68,anthocyanin absent,BEKAD1,,
ICS 69,slight anthocyanin,BEKAD1,,
ICS 7,intense anthocyanin,BEKAD1,,
ICS 70,intense anthocyanin,BEKAD1,,
ICS 72,moderate anthocyanin,BEKAD1,,
ICS 73,intense anthocyanin,BEKAD1,,
ICS 75,intense anthocyanin,BEKAD1,,
ICS 76,anthocyanin absent,BEKAD1,,
ICS 77,intense anthocyanin,BEKAD1,,
ICS 8,moderate anthocyanin,BEKAD1,,
ICS 80,moderate anthocyanin,BEKAD1,,
ICS 81,slight anthocyanin,BEKAD1,,
ICS 82,intense anthocyanin,BEKAD1,,
ICS 83,moderate anthocyanin,BEKAD1,,
ICS 84,intense anthocyanin,BEKAD1,,
ICS 85,moderate anthocyanin,BEKAD1,,
ICS 86,moderate anthocyanin,BEKAD1,,
ICS 87,moderate anthocyanin,BEKAD1,,
ICS 88,moderate anthocyanin,BEKAD1,,
ICS 89,slight anthocyanin,BEKAD1,,
ICS 90,anthocyanin absent,BEKAD1,,
ICS 91,slight anthocyanin,BEKAD1,,
ICS 92,slight anthocyanin,BEKAD1,,
ICS 94,moderate anthocyanin,BEKAD1,,
ICS 95,intense anthocyanin,BEKAD1,,
ICS 96,moderate anthocyanin,BEKAD1,,
ICS 97,slight anthocyanin,BEKAD1,,
ICS 98,moderate anthocyanin,BEKAD1,,
ICS 99,anthocyanin absent,BEKAD1,,
IMC 10,slight anthocyanin,BEKAD1,,
IMC 102,slight anthocyanin,BEKAD1,,
IMC 103,moderate anthocyanin,BEKAD1,,
IMC 104,moderate anthocyanin,BEKAD1,,
IMC 105,slight anthocyanin,BEKAD1,,
IMC 107,intense anthocyanin,BEKAD1,,
IMC 11,anthocyanin absent,BEKAD1,,
IMC 12,anthocyanin absent,BEKAD1,,
IMC 13,anthocyanin absent,BEKAD1,,
IMC 14,moderate anthocyanin,BEKAD1,,
IMC 16,slight anthocyanin,BEKAD1,,
IMC 17,slight anthocyanin,BEKAD1,,
IMC 18,anthocyanin absent,BEKAD1,,
IMC 2,anthocyanin absent,BEKAD1,,
IMC 20,anthocyanin absent,BEKAD1,,
IMC 22,slight anthocyanin,BEKAD1,,
IMC 23,slight anthocyanin,BEKAD1,,
IMC 27,anthocyanin absent,BEKAD1,,
IMC 3,moderate anthocyanin,BEKAD1,,
IMC 30,moderate anthocyanin,BEKAD1,,
IMC 31,moderate anthocyanin,BEKAD1,,
IMC 33,slight anthocyanin,BEKAD1,,
IMC 36,slight anthocyanin,BEKAD1,,
IMC 38,moderate anthocyanin,BEKAD1,,
IMC 39,moderate anthocyanin,BEKAD1,,
IMC 41,moderate anthocyanin,BEKAD1,,
IMC 42,anthocyanin absent,BEKAD1,,
IMC 44,anthocyanin absent,BEKAD1,,
IMC 45,moderate anthocyanin,BEKAD1,,
IMC 47,slight anthocyanin,BEKAD1,,
IMC 48,moderate anthocyanin,BEKAD1,,
IMC 49,slight anthocyanin,BEKAD1,,
IMC 5,intense anthocyanin,BEKAD1,,
IMC 50,anthocyanin absent,BEKAD1,,
IMC 51,moderate anthocyanin,BEKAD1,,
IMC 53,anthocyanin absent,BEKAD1,,
IMC 54,moderate anthocyanin,BEKAD1,,
IMC 55,slight anthocyanin,BEKAD1,,
IMC 57,moderate anthocyanin,BEKAD1,,
IMC 58,moderate anthocyanin,BEKAD1,,
IMC 59,anthocyanin absent,BEKAD1,,
IMC 6,moderate anthocyanin,BEKAD1,,
IMC 60,slight anthocyanin,BEKAD1,,
IMC 61,slight anthocyanin,BEKAD1,,
IMC 63,slight anthocyanin,BEKAD1,,
IMC 65,moderate anthocyanin,BEKAD1,,
IMC 66,slight anthocyanin,BEKAD1,,
IMC 67,moderate anthocyanin,BEKAD1,,
IMC 68,moderate anthocyanin,BEKAD1,,
IMC 71,slight anthocyanin,BEKAD1,,
IMC 73,slight anthocyanin,BEKAD1,,
IMC 76,moderate anthocyanin,BEKAD1,,
IMC 77,moderate anthocyanin,BEKAD1,,
IMC 78,moderate anthocyanin,BEKAD1,,
IMC 81,slight anthocyanin,BEKAD1,,
IMC 83,slight anthocyanin,BEKAD1,,
IMC 85,slight anthocyanin,BEKAD1,,
IMC 9,slight anthocyanin,BEKAD1,,
IMC 94,slight anthocyanin,BEKAD1,,
IMC 96,moderate anthocyanin,BEKAD1,,
IMC 97,moderate anthocyanin,BEKAD1,,
IMC 98,moderate anthocyanin,BEKAD1,,
INUS A 1000 /6,slight anthocyanin,BEKAD1,,
JA 1 /1 [POU],slight anthocyanin,BEKAD1,,
JA 1 /10 [POU],slight anthocyanin,BEKAD1,,
JA 1 /11 [POU],slight anthocyanin,BEKAD1,,
JA 1 /12 [POU],slight anthocyanin,BEKAD1,,
JA 1 /13 [POU],moderate anthocyanin,BEKAD1,,
JA 1 /14 [POU],moderate anthocyanin,BEKAD1,,
JA 1 /15 [POU],intense anthocyanin,BEKAD1,,
JA 1 /16 [POU],moderate anthocyanin,BEKAD1,,
JA 1 /17 [POU],slight anthocyanin,BEKAD1,,
JA 1 /18 [POU],slight anthocyanin,BEKAD1,,
JA 1 /19 [POU],slight anthocyanin,BEKAD1,,
JA 1 /20 [POU],moderate anthocyanin,BEKAD1,,
JA 1 /21 [POU],slight anthocyanin,BEKAD1,,
JA 1 /23 [POU],slight anthocyanin,BEKAD1,,
JA 1 /25 [POU],slight anthocyanin,BEKAD1,,
JA 1 /28 [POU],moderate anthocyanin,BEKAD1,,
JA 1 /29 [POU],intense anthocyanin,BEKAD1,,
JA 1 /3 [POU],moderate anthocyanin,BEKAD1,,
JA 1 /4 [POU],slight anthocyanin,BEKAD1,,
JA 1 /5 [POU],moderate anthocyanin,BEKAD1,,
JA 1 /6 [POU],moderate anthocyanin,BEKAD1,,
JA 1 /9 [POU],moderate anthocyanin,BEKAD1,,
JA 10 /11 [POU],slight anthocyanin,BEKAD1,,
JA 10 /12 [POU],slight anthocyanin,BEKAD1,,
JA 10 /15 [POU],intense anthocyanin,BEKAD1,,
JA 10 /16 [POU],slight anthocyanin,BEKAD1,,
JA 10 /20 [POU],intense anthocyanin,BEKAD1,,
JA 10 /31 [POU],slight anthocyanin,BEKAD1,,
JA 10 /32 [POU],slight anthocyanin,BEKAD1,,
JA 10 /33 [POU],slight anthocyanin,BEKAD1,,
JA 10 /34 [POU],slight anthocyanin,BEKAD1,,
JA 10 /35 [POU],moderate anthocyanin,BEKAD1,,
JA 10 /38 [POU],slight anthocyanin,BEKAD1,,
JA 10 /4 [POU],slight anthocyanin,BEKAD1,,
JA 10 /40 [POU],slight anthocyanin,BEKAD1,,
JA 10 /41 [POU],slight anthocyanin,BEKAD1,,
JA 10 /42 [POU],intense anthocyanin,BEKAD1,,
JA 10 /46 [POU],moderate anthocyanin,BEKAD1,,
JA 10 /5 [POU],slight anthocyanin,BEKAD1,,
JA 10 /51 [POU],intense anthocyanin,BEKAD1,,
JA 10 /52 [POU],moderate anthocyanin,BEKAD1,,
JA 10 /54 [POU],slight anthocyanin,BEKAD1,,
JA 10 /55 [POU],moderate anthocyanin,BEKAD1,,
JA 10 /58 [POU],slight anthocyanin,BEKAD1,,
JA 10 /6 [POU],moderate anthocyanin,BEKAD1,,
JA 2 /11 [POU],moderate anthocyanin,BEKAD1,,
JA 2 /12 [POU],slight anthocyanin,BEKAD1,,
JA 2 /18 [POU],moderate anthocyanin,BEKAD1,,
JA 2 /19 [POU],slight anthocyanin,BEKAD1,,
JA 2 /2 [POU],moderate anthocyanin,BEKAD1,,
JA 2 /21 [POU],slight anthocyanin,BEKAD1,,
JA 2 /22 [POU],slight anthocyanin,BEKAD1,,
JA 2 /24 [POU],moderate anthocyanin,BEKAD1,,
JA 2 /26 [POU],moderate anthocyanin,BEKAD1,,
JA 2 /4 [POU],slight anthocyanin,BEKAD1,,
JA 2 /6 [POU],slight anthocyanin,BEKAD1,,
JA 2 /8 [POU],intense anthocyanin,BEKAD1,,
JA 3 /11 [POU],slight anthocyanin,BEKAD1,,
JA 3 /14 [POU],slight anthocyanin,BEKAD1,,
JA 3 /16 [POU],moderate anthocyanin,BEKAD1,,
JA 3 /18 [POU],slight anthocyanin,BEKAD1,,
JA 3 /19 [POU],moderate anthocyanin,BEKAD1,,
JA 3 /2 [POU],intense anthocyanin,BEKAD1,,
JA 3 /20 [POU],moderate anthocyanin,BEKAD1,,
JA 3 /22 [POU],intense anthocyanin,BEKAD1,,
JA 3 /27 [POU],slight anthocyanin,BEKAD1,,
JA 3 /28 [POU],slight anthocyanin,BEKAD1,,
JA 3 /29 [POU],moderate anthocyanin,BEKAD1,,
JA 3 /3 [POU],moderate anthocyanin,BEKAD1,,
JA 3 /30 [POU],moderate anthocyanin,BEKAD1,,
