Clone name,Fat,Info,Refcode,Fat (max),Fat min,Testa
JA 1 /10 [POU],,,BEKAD1,,,5.6
JA 1 /11 [POU],,,BEKAD1,,,5.4
JA 1 /12 [POU],,,BEKAD1,,,5.9
JA 1 /13 [POU],,,BEKAD1,,,5.9
JA 1 /14 [POU],,,BEKAD1,,,5.2
JA 1 /15 [POU],,,BEKAD1,,,6.6
JA 1 /17 [POU],,,BEKAD1,,,4.0
JA 1 /18 [POU],,,BEKAD1,,,4.9
JA 1 /19 [POU],,,BEKAD1,,,5.3
JA 1 /2 [POU],,,BEKAD1,,,6.5
JA 1 /20 [POU],,,BEKAD1,,,5.7
JA 1 /21 [POU],,,BEKAD1,,,5.9
JA 1 /23 [POU],,,BEKAD1,,,6.0
JA 1 /25 [POU],,,BEKAD1,,,5.8
JA 1 /29 [POU],,,BEKAD1,,,7.2
JA 1 /3 [POU],,,BEKAD1,,,5.2
JA 1 /4 [POU],,,BEKAD1,,,4.7
JA 1 /5 [POU],,,BEKAD1,,,5.2
JA 1 /6 [POU],,,BEKAD1,,,4.8
JA 1 /9 [POU],,,BEKAD1,,,5.4
JA 10 /11 [POU],,,BEKAD1,,,3.0
JA 10 /12 [POU],,,BEKAD1,,,5.4
JA 10 /16 [POU],,,BEKAD1,,,5.4
JA 10 /31 [POU],,,BEKAD1,,,5.4
JA 10 /32 [POU],,,BEKAD1,,,6.6
JA 10 /33 [POU],,,BEKAD1,,,6.3
JA 10 /34 [POU],,,BEKAD1,,,6.8
JA 10 /35 [POU],,,BEKAD1,,,6.7
JA 10 /38 [POU],,,BEKAD1,,,7.0
JA 10 /4 [POU],,,BEKAD1,,,7.4
JA 10 /40 [POU],,,BEKAD1,,,6.7
JA 10 /41 [POU],,,BEKAD1,,,7.5
JA 10 /42 [POU],,,BEKAD1,,,6.3
JA 10 /46 [POU],,,BEKAD1,,,5.7
JA 10 /5 [POU],,,BEKAD1,,,5.5
JA 10 /51 [POU],,,BEKAD1,,,5.6
JA 10 /52 [POU],,,BEKAD1,,,6.1
JA 10 /54 [POU],,,BEKAD1,,,5.6
JA 10 /55 [POU],,,BEKAD1,,,7.1
JA 10 /6 [POU],,,BEKAD1,,,5.8
JA 2 /11 [POU],,,BEKAD1,,,4.6
JA 2 /12 [POU],,,BEKAD1,,,4.3
JA 2 /18 [POU],,,BEKAD1,,,6.6
JA 2 /2 [POU],,,BEKAD1,,,3.8
JA 2 /21 [POU],,,BEKAD1,,,3.5
JA 2 /26 [POU],,,BEKAD1,,,5.1
JA 2 /4 [POU],,,BEKAD1,,,4.6
JA 2 /6 [POU],,,BEKAD1,,,6.0
JA 2 /8 [POU],,,BEKAD1,,,6.8
JA 3 /11 [POU],,,BEKAD1,,,5.7
JA 3 /14 [POU],,,BEKAD1,,,5.6
JA 3 /16 [POU],,,BEKAD1,,,4.6
JA 3 /18 [POU],,,BEKAD1,,,4.9
JA 3 /2 [POU],,,BEKAD1,,,6.0
JA 3 /20 [POU],,,BEKAD1,,,5.1
JA 3 /22 [POU],,,BEKAD1,,,7.3
JA 3 /27 [POU],,,BEKAD1,,,3.9
JA 3 /28 [POU],,,BEKAD1,,,6.2
JA 3 /29 [POU],,,BEKAD1,,,5.1
JA 3 /30 [POU],,,BEKAD1,,,5.4
JA 3 /32 [POU],,,BEKAD1,,,5.3
JA 3 /35 [POU],,,BEKAD1,,,6.2
JA 3 /38 [POU],,,BEKAD1,,,7.5
JA 3 /39 [POU],,,BEKAD1,,,5.0
JA 3 /4 [POU],,,BEKAD1,,,6.4
JA 3 /5 ]POU[,,,BEKAD1,,,6.2
JA 3 /9 [POU],,,BEKAD1,,,5.6
JA 4 /14 [POU],,,BEKAD1,,,5.3
JA 4 /17 [POU],,,BEKAD1,,,7.0
JA 4 /21 [POU],,,BEKAD1,,,6.0
JA 4 /28 [POU],,,BEKAD1,,,5.0
JA 4 /7 [POU],,,BEKAD1,,,5.0
JA 4 /9 [POU],,,BEKAD1,,,8.8
JA 5 /10 [POU],,,BEKAD1,,,5.4
JA 5 /11 [POU],,,BEKAD1,,,5.6
JA 5 /18 [POU],,,BEKAD1,,,6.1
JA 5 /19 [POU],,,BEKAD1,,,5.9
JA 5 /2 [POU],,,BEKAD1,,,5.2
JA 5 /21 [POU],,,BEKAD1,,,5.0
JA 5 /23 [POU],,,BEKAD1,,,6.3
JA 5 /24 [POU],,,BEKAD1,,,5.6
JA 5 /25 [POU],,,BEKAD1,,,8.1
JA 5 /26 [POU],,,BEKAD1,,,6.2
JA 5 /27 [POU],,,BEKAD1,,,6.9
JA 5 /28 [POU],,,BEKAD1,,,5.8
JA 5 /31 [POU],,,BEKAD1,,,6.1
JA 5 /34 [POU],,,BEKAD1,,,5.9
JA 5 /35 [POU],,,BEKAD1,,,5.9
JA 5 /36 [POU],,,BEKAD1,,,4.7
JA 5 /37 [POU],,,BEKAD1,,,6.3
JA 5 /38 [POU],,,BEKAD1,,,5.3
JA 5 /39 [POU],,,BEKAD1,,,5.7
JA 5 /4 [POU],,,BEKAD1,,,6.3
JA 5 /40 [POU],,,BEKAD1,,,5.9
JA 5 /41 [POU],,,BEKAD1,,,5.4
JA 5 /42 [POU],,,BEKAD1,,,6.1
JA 5 /47 [POU],,,BEKAD1,,,6.3
JA 5 /5 [POU],,,BEKAD1,,,4.3
JA 5 /7 [POU],,,BEKAD1,,,5.8
JA 5 /8 [POU],,,BEKAD1,,,6.7
JA 5 /9 [POU],,,BEKAD1,,,5.7
JA 6 /1 [POU],,,BEKAD1,,,6.7
JA 6 /12 [POU],,,BEKAD1,,,7.1
JA 6 /2 [POU],,,BEKAD1,,,5.8
JA 6 /4 [POU],,,BEKAD1,,,6.0
JA 6 /7 [POU],,,BEKAD1,,,4.2
JA 6 /9 [POU],,,BEKAD1,,,5.2
JA 7 /11 [POU],,,BEKAD1,,,6.9
JA 7 /25 [POU],,,BEKAD1,,,5.8
JA 7 /3 [POU],,,BEKAD1,,,5.8
JA 8 /1 [POU],,,BEKAD1,,,6.2
JA 8 /13 [POU],,,BEKAD1,,,5.8
JA 8 /15 [POU],,,BEKAD1,,,6.1
JA 8 /16 [POU],,,BEKAD1,,,5.4
JA 8 /19 [POU],,,BEKAD1,,,5.1
JA 8 /20 [POU],,,BEKAD1,,,5.5
JA 8 /21 [POU],,,BEKAD1,,,7.1
JA 8 /24 [POU],,,BEKAD1,,,4.8
JA 8 /25 [POU],,,BEKAD1,,,5.6
JA 8 /26 [POU],,,BEKAD1,,,4.6
JA 8 /3 [POU],,,BEKAD1,,,5.6
JA 8 /33 [POU],,,BEKAD1,,,5.6
JA 8 /38 [POU],,,BEKAD1,,,6.2
JA 8 /42 [POU],,,BEKAD1,,,4.7
JA 9 /10 [POU],,,BEKAD1,,,5.2
JA 9 /12 [POU],,,BEKAD1,,,5.2
JA 9 /13 [POU],,,BEKAD1,,,5.0
JA 9 /14 [POU],,,BEKAD1,,,4.9
JA 9 /16 [POU],,,BEKAD1,,,7.3
JA 9 /17 [POU],,,BEKAD1,,,5.5
JA 9 /20 [POU],,,BEKAD1,,,6.7
JA 9 /29 [POU],,,BEKAD1,,,7.9
JA 9 /34 [POU],,,BEKAD1,,,6.1
JA 9 /37 [POU],,,BEKAD1,,,7.5
JA 9 /4 [POU],,,BEKAD1,,,6.5
JA 9 /9 [POU],,,BEKAD1,,,7.6
LAFI 7,,,BEKAD1,,,5.4
LCT EEN 57,,,BEKAD1,,,5.4
LCT EEN 108 /S,,,BEKAD1,,,4.5
LCT EEN 123,,,BEKAD1,,,5.5
LCT EEN 162 /S-1010,,,BEKAD1,,,4.6
LCT EEN 188,,,BEKAD1,,,5.0
LCT EEN 189,,,BEKAD1,,,4.6
LCT EEN 193,,,BEKAD1,,,5.2
LCT EEN 202,,,BEKAD1,,,5.8
LCT EEN 21 /S-4,,,BEKAD1,,,4.6
LCT EEN 212 /S-4,,,BEKAD1,,,5.8
LCT EEN 221,,,BEKAD1,,,6.8
LCT EEN 23,,,BEKAD1,,,5.6
LCT EEN 246,,,BEKAD1,,,4.5
LCT EEN 250,,,BEKAD1,,,5.0
LCT EEN 253,,,BEKAD1,,,4.4
LCT EEN 261 /S-4,,,BEKAD1,,,5.4
LCT EEN 29 /S-1,,,BEKAD1,,,6.4
LCT EEN 295 /S-10,,,BEKAD1,,,5.1
LCT EEN 31,,,BEKAD1,,,5.8
LCT EEN 321 /S-1,,,BEKAD1,,,6.4
LCT EEN 324 /S-2,,,BEKAD1,,,6.3
LCT EEN 326,,,BEKAD1,,,7.5
LCT EEN 327,,,BEKAD1,,,6.9
LCT EEN 346,,,BEKAD1,,,6.0
LCT EEN 37,,,BEKAD1,,,5.0
LCT EEN 37 /F,,,BEKAD1,,,5.5
LCT EEN 370,,,BEKAD1,,,5.1
LCT EEN 372 /S-301,,,BEKAD1,,,4.2
LCT EEN 409,,,BEKAD1,,,4.7
LCT EEN 411,,,BEKAD1,,,6.2
LCT EEN 46,,,BEKAD1,,,7.1
LCT EEN 49,,,BEKAD1,,,3.9
LCT EEN 6 /S-1,,,BEKAD1,,,6.2
LCT EEN 60,,,BEKAD1,,,4.6
LCT EEN 62 /S-4,,,BEKAD1,,,6.3
LCT EEN 66,,,BEKAD1,,,6.0
LCT EEN 68 /S-1,,,BEKAD1,,,5.4
LCT EEN 68 /S-2,,,BEKAD1,,,5.4
LCT EEN 73 /A,,,BEKAD1,,,5.4
LCT EEN 81,,,BEKAD1,,,5.4
LCT EEN 82,,,BEKAD1,,,5.2
LCT EEN 83 /S-8,,,BEKAD1,,,7.3
LCT EEN 85,,,BEKAD1,,,4.9
LCT EEN 86,,,BEKAD1,,,5.4
LCT EEN 90 /S-7,,,BEKAD1,,,6.5
LH 1,,,BEKAD1,,,6.5
LH 5,,,BEKAD1,,,5.0
LP 1 /18 [POU],,,BEKAD1,,,5.2
LP 1 /2 [POU],,,BEKAD1,,,6.6
LP 1 /21 [POU],,,BEKAD1,,,5.3
LP 1 /23 [POU],,,BEKAD1,,,6.1
LP 1 /24 [POU],,,BEKAD1,,,7.2
LP 1 /25 [POU],,,BEKAD1,,,6.7
LP 1 /28 [POU],,,BEKAD1,,,4.3
LP 1 /29 [POU],,,BEKAD1,,,5.8
LP 1 /31 [POU],,,BEKAD1,,,5.5
LP 1 /32 [POU],,,BEKAD1,,,4.9
LP 1 /36 [POU],,,BEKAD1,,,4.5
LP 1 /37 [POU],,,BEKAD1,,,6.5
LP 1 /39 [POU],,,BEKAD1,,,6.8
LP 1 /4 [POU],,,BEKAD1,,,6.4
LP 1 /40 [POU],,,BEKAD1,,,4.7
LP 1 /41 [POU],,,BEKAD1,,,5.4
LP 1 /42 [POU],,,BEKAD1,,,5.7
LP 1 /44 [POU],,,BEKAD1,,,5.3
LP 1 /45 [POU],,,BEKAD1,,,5.7
LP 1 /49 [POU],,,BEKAD1,,,5.4
LP 1 /58 [POU],,,BEKAD1,,,5.3
LP 1 /61 [POU],,,BEKAD1,,,5.2
LP 1 /62 [POU],,,BEKAD1,,,6.3
LP 1 /9 [POU],,,BEKAD1,,,4.4
LP 2 /1 [POU],,,BEKAD1,,,4.6
LP 2 /10 [POU],,,BEKAD1,,,3.9
LP 2 /11 [POU],,,BEKAD1,,,6.5
LP 2 /13 [POU],,,BEKAD1,,,6.5
LP 2 /14 [POU],,,BEKAD1,,,6.2
LP 2 /3 [POU],,,BEKAD1,,,5.6
LP 2 /9 [POU],,,BEKAD1,,,5.2
LP 3 /11 [POU],,,BEKAD1,,,5.6
LP 3 /13 [POU],,,BEKAD1,,,5.5
LP 3 /15 [POU],,,BEKAD1,,,6.4
LP 3 /19 [POU],,,BEKAD1,,,5.5
LP 3 /2 [POU],,,BEKAD1,,,4.2
LP 3 /20 [POU],,,BEKAD1,,,6.5
LP 3 /25 [POU],,,BEKAD1,,,6.3
LP 3 /29 [POU],,,BEKAD1,,,4.9
LP 3 /3 [POU],,,BEKAD1,,,7.1
LP 3 /34 [POU],,,BEKAD1,,,5.2
LP 3 /35 [POU],,,BEKAD1,,,4.5
LP 3 /38 [POU],,,BEKAD1,,,5.3
LP 3 /4 [POU],,,BEKAD1,,,5.9
LP 3 /40 [POU],,,BEKAD1,,,4.7
LP 3 /45 [POU],,,BEKAD1,,,5.0
LP 3 /48 [POU],,,BEKAD1,,,5.9
LP 3 /5 [POU],,,BEKAD1,,,5.3
LP 4 /1 [POU],,,BEKAD1,,,5.3
LP 4 /10 [POU],,,BEKAD1,,,5.7
LP 4 /12 [POU],,,BEKAD1,,,4.8
LP 4 /13 [POU],,,BEKAD1,,,5.5
LP 4 /15 [POU],,,BEKAD1,,,4.6
LP 4 /18 [POU],,,BEKAD1,,,5.4
LP 4 /19 [POU],,,BEKAD1,,,5.1
LP 4 /2 [POU],,,BEKAD1,,,4.6
LP 4 /20 [POU],,,BEKAD1,,,6.0
LP 4 /24 [POU],,,BEKAD1,,,6.1
LP 4 /25 [POU],,,BEKAD1,,,5.0
LP 4 /3 [POU],,,BEKAD1,,,6.4
LP 4 /30 [POU],,,BEKAD1,,,6.2
LP 4 /32 [POU],,,BEKAD1,,,5.1
LP 4 /37 [POU],,,BEKAD1,,,5.1
LP 4 /38 [POU],,,BEKAD1,,,5.7
LP 4 /39 [POU],,,BEKAD1,,,5.2
LP 4 /4 [POU],,,BEKAD1,,,6.5
LP 4 /41 [POU],,,BEKAD1,,,4.7
LP 4 /43 [POU],,,BEKAD1,,,3.2
LP 4 /45 [POU],,,BEKAD1,,,5.8
LP 4 /48 [POU],,,BEKAD1,,,4.3
LP 4 /5 [POU],,,BEKAD1,,,6.2
LP 4 /52 [POU],,,BEKAD1,,,8.4
LP 4 /7 [POU],,,BEKAD1,,,4.9
LP 4 /8 [POU],,,BEKAD1,,,6.5
LP 5 /1 [POU],,,BEKAD1,,,5.6
LP 5 /14 [POU],,,BEKAD1,,,6.9
LP 5 /19 [POU],,,BEKAD1,,,7.4
LP 5 /2 [POU],,,BEKAD1,,,5.5
LP 5 /23 [POU],,,BEKAD1,,,5.0
LP 5 /3 [POU],,,BEKAD1,,,4.7
LP 6 /14 [POU],,,BEKAD1,,,5.8
LP 6 /16 [POU],,,BEKAD1,,,5.2
LP 6 /19 [POU],,,BEKAD1,,,6.1
LP 6 /21 [POU],,,BEKAD1,,,5.9
LP 6 /24 [POU],,,BEKAD1,,,5.9
LP 6 /6 [POU],,,BEKAD1,,,5.9
LV 10 [POU],,,BEKAD1,,,7.8
LV 14 [POU],,,BEKAD1,,,5.4
LV 15 [POU],,,BEKAD1,,,5.0
LV 17 [POU],,,BEKAD1,,,7.5
LV 20 [POU],,,BEKAD1,,,8.0
LV 22 [POU],,,BEKAD1,,,7.0
LV 27 [POU],,,BEKAD1,,,5.9
LV 28 [POU],,,BEKAD1,,,4.8
LV 31 [POU],,,BEKAD1,,,6.8
LV 33 [POU],,,BEKAD1,,,6.7
LV 36 [POU],,,BEKAD1,,,5.3
LV 37 [POU],,,BEKAD1,,,6.1
LV 6 [POU],,,BEKAD1,,,6.9
LV 9 [POU],,,BEKAD1,,,6.5
LX 16,,,BEKAD1,,,6.1
LX 17,,,BEKAD1,,,6.5
LX 2,,,BEKAD1,,,5.9
LX 24,,,BEKAD1,,,6.1
LX 25,,,BEKAD1,,,6.5
LX 28,,,BEKAD1,,,5.5
LX 31,,,BEKAD1,,,5.8
LX 32,,,BEKAD1,,,6.9
LX 38,,,BEKAD1,,,7.0
LX 39,,,BEKAD1,,,4.5
LX 41,,,BEKAD1,,,6.6
LX 43,,,BEKAD1,,,8.8
LX 44,,,BEKAD1,,,5.2
LX 45,,,BEKAD1,,,8.2
LX 47,,,BEKAD1,,,8.2
LX 48,,,BEKAD1,,,6.6
LX 49,,,BEKAD1,,,6.1
LX 50,,,BEKAD1,,,6.4
LX 53,,,BEKAD1,,,5.1
LX 6,,,BEKAD1,,,6.1
LZ 13,,,BEKAD1,,,5.0
LZ 17,,,BEKAD1,,,4.5
LZ 19,,,BEKAD1,,,5.7
LZ 2,,,BEKAD1,,,6.0
LZ 33,,,BEKAD1,,,7.0
LZ 5,,,BEKAD1,,,6.0
LZ 7,,,BEKAD1,,,6.1
LZ 8,,,BEKAD1,,,6.4
LZ 9,,,BEKAD1,,,5.0
M 116 [ICT],,,BEKAD1,,,5.6
M 252 [ICT],,,BEKAD1,,,6.2
M 33 [ICT],,,BEKAD1,,,6.3
M 8 [SUR],,,BEKAD1,,,7.0
MA 12 [BRA],,,BEKAD1,,,4.8
MAN 15 /2 [BRA],,,BEKAD1,,,4.9
MAN 15 /60 [BRA],,,BEKAD1,,,4.9
MAR 1,,,BEKAD1,,,6.5
MAR 10,,,BEKAD1,,,5.7
MAR 11,,,BEKAD1,,,5.2
MAR 12,,,BEKAD1,,,5.5
MAR 13,,,BEKAD1,,,6.3
MAR 14,,,BEKAD1,,,4.9
MAR 19,,,BEKAD1,,,7.0
MAR 20,,,BEKAD1,,,5.6
MAR 22,,,BEKAD1,,,5.8
MAR 3,,,BEKAD1,,,6.0
MAR 9,,,BEKAD1,,,4.9
MARPER 18,,,BEKAD1,,,4.4
MARPER 20,,,BEKAD1,,,5.2
MARPER 22,,,BEKAD1,,,5.3
MARPER 23,,,BEKAD1,,,3.2
MARPER 25,,,BEKAD1,,,4.4
MARPER 27,,,BEKAD1,,,4.8
MARPER 28,,,BEKAD1,,,5.3
MARPER 29,,,BEKAD1,,,4.4
MARPER 31,,,BEKAD1,,,5.7
MARPER 33,,,BEKAD1,,,6.7
MARPER 34,,,BEKAD1,,,6.0
MARPER 35,,,BEKAD1,,,5.2
MARPER 37,,,BEKAD1,,,4.9
MARPER 42,,,BEKAD1,,,5.7
MARPER 43,,,BEKAD1,,,4.2
MARPER 45,,,BEKAD1,,,5.8
MARPER 47,,,BEKAD1,,,6.3
MARPER 48,,,BEKAD1,,,5.1
MARPER 49,,,BEKAD1,,,5.0
MARPER 50,,,BEKAD1,,,4.3
MARPER 51,,,BEKAD1,,,5.9
MARPER 52,,,BEKAD1,,,6.5
MARPER 53,,,BEKAD1,,,5.2
MARPER 54,,,BEKAD1,,,5.0
MARPER 9,,,BEKAD1,,,5.2
MATINA 1 /4,,,BEKAD1,,,5.6
MATINA 1 /7,,,BEKAD1,,,4.7
MATINA 2 /8,,,BEKAD1,,,6.0
MO 109,,,BEKAD1,,,6.9
MO 118,,,BEKAD1,,,5.5
MO 121,,,BEKAD1,,,6.6
MO 122,,,BEKAD1,,,5.9
MO 125,,,BEKAD1,,,6.3
MO 129,,,BEKAD1,,,5.8
MO 14,,,BEKAD1,,,6.9
MO 17,,,BEKAD1,,,5.3
MO 20,,,BEKAD1,,,4.9
MO 3,,,BEKAD1,,,8.0
MO 4,,,BEKAD1,,,8.2
MO 76,,,BEKAD1,,,7.8
MO 80,,,BEKAD1,,,5.0
MO 81,,,BEKAD1,,,6.3
MO 82,,,BEKAD1,,,5.6
MO 83,,,BEKAD1,,,8.0
MO 87,,,BEKAD1,,,7.0
MO 9,,,BEKAD1,,,7.3
MO 90,,,BEKAD1,,,11.5
MO 96,,,BEKAD1,,,5.6
MO 99,,,BEKAD1,,,6.2
MOCO 1 /12,,,BEKAD1,,,6.3
MOQ 1 /16,,,BEKAD1,,,5.9
MOQ 1 /2,,,BEKAD1,,,5.7
MOQ 1 /21,,,BEKAD1,,,5.6
MOQ 1 /24,,,BEKAD1,,,4.7
MOQ 1 /25,,,BEKAD1,,,6.6
MOQ 1 /6,,,BEKAD1,,,5.2
MOQ 2 /1,,,BEKAD1,,,5.5
MOQ 2 /10,,,BEKAD1,,,4.5
MOQ 2 /11,,,BEKAD1,,,5.2
MOQ 2 /16,,,BEKAD1,,,4.9
MOQ 2 /17,,,BEKAD1,,,5.7
MOQ 2 /18,,,BEKAD1,,,5.3
MOQ 2 /22,,,BEKAD1,,,4.9
MOQ 2 /26,,,BEKAD1,,,5.8
MOQ 2 /28,,,BEKAD1,,,5.0
MOQ 2 /29,,,BEKAD1,,,5.2
MOQ 2 /30,,,BEKAD1,,,5.2
MOQ 2 /31,,,BEKAD1,,,4.6
MOQ 2 /35,,,BEKAD1,,,5.8
MOQ 2 /36,,,BEKAD1,,,6.0
MOQ 2 /4,,,BEKAD1,,,5.8
MOQ 2 /6,,,BEKAD1,,,5.7
MOQ 2 /8,,,BEKAD1,,,5.7
MOQ 3 /11,,,BEKAD1,,,6.0
MOQ 3 /12,,,BEKAD1,,,5.5
MOQ 3 /16,,,BEKAD1,,,6.0
MOQ 3 /19,,,BEKAD1,,,4.7
MOQ 3 /20,,,BEKAD1,,,5.8
MOQ 3 /8,,,BEKAD1,,,5.4
MOQ 4 /13,,,BEKAD1,,,5.2
MOQ 4 /16,,,BEKAD1,,,6.4
MOQ 4 /2,,,BEKAD1,,,5.8
MOQ 4 /21,,,BEKAD1,,,5.3
MOQ 4 /23,,,BEKAD1,,,5.4
MOQ 4 /4,,,BEKAD1,,,6.4
MOQ 4 /5,,,BEKAD1,,,5.2
MOQ 5 /1,,,BEKAD1,,,5.6
MOQ 5 /12,,,BEKAD1,,,6.6
MOQ 5 /21,,,BEKAD1,,,5.7
MOQ 5 /23,,,BEKAD1,,,5.8
MOQ 5 /28,,,BEKAD1,,,8.6
MOQ 5 /29,,,BEKAD1,,,7.7
MOQ 5 /34,,,BEKAD1,,,5.8
MOQ 5 /5,,,BEKAD1,,,6.4
MOQ 6 /10,,,BEKAD1,,,6.7
MOQ 6 /102,,,BEKAD1,,,5.7
MOQ 6 /103,,,BEKAD1,,,6.2
MOQ 6 /104,,,BEKAD1,,,4.6
MOQ 6 /107,,,BEKAD1,,,5.6
MOQ 6 /108,,,BEKAD1,,,4.6
MOQ 6 /109,,,BEKAD1,,,6.3
MOQ 6 /11,,,BEKAD1,,,5.2
MOQ 6 /113,,,BEKAD1,,,7.2
MOQ 6 /19,,,BEKAD1,,,6.0
MOQ 6 /28,,,BEKAD1,,,6.7
MOQ 6 /29,,,BEKAD1,,,5.1
MOQ 6 /30,,,BEKAD1,,,5.6
MOQ 6 /33,,,BEKAD1,,,5.7
MOQ 6 /34,,,BEKAD1,,,4.6
MOQ 6 /36,,,BEKAD1,,,6.4
MOQ 6 /41,,,BEKAD1,,,6.3
MOQ 6 /44,,,BEKAD1,,,5.2
MOQ 6 /46,,,BEKAD1,,,5.5
MOQ 6 /5,,,BEKAD1,,,6.0
MOQ 6 /52,,,BEKAD1,,,5.2
MOQ 6 /54,,,BEKAD1,,,5.3
MOQ 6 /55,,,BEKAD1,,,5.2
MOQ 6 /6,,,BEKAD1,,,5.1
MOQ 6 /67,,,BEKAD1,,,5.9
MOQ 6 /68,,,BEKAD1,,,5.8
MOQ 6 /70,,,BEKAD1,,,6.0
MOQ 6 /73,,,BEKAD1,,,7.1
MOQ 6 /77,,,BEKAD1,,,5.8
MOQ 6 /82,,,BEKAD1,,,6.8
MOQ 6 /85,,,BEKAD1,,,5.1
MOQ 6 /87,,,BEKAD1,,,4.9
MOQ 6 /88,,,BEKAD1,,,6.0
MOQ 6 /91,,,BEKAD1,,,4.5
MOQ 6 /92,,,BEKAD1,,,5.6
MOQ 6 /93,,,BEKAD1,,,6.6
MOQ 6 /95,,,BEKAD1,,,5.4
MOQ 6 /96,,,BEKAD1,,,6.1
MOQ 6 /97,,,BEKAD1,,,7.0
MOQ 6 /99,,,BEKAD1,,,6.0
MORALES 2 /2,,,BEKAD1,,,5.9
MX 14 /16 [TTO],,,BEKAD1,,,4.5
MX 14 /20 [TTO],,,BEKAD1,,,6.2
NA 1,,,BEKAD1,,,6.0
NA 104,,,BEKAD1,,,5.9
NA 106,,,BEKAD1,,,5.8
NA 110,,,BEKAD1,,,5.4
NA 111,,,BEKAD1,,,7.2
NA 112,,,BEKAD1,,,5.9
NA 113,,,BEKAD1,,,4.2
NA 114,,,BEKAD1,,,6.2
NA 118,,,BEKAD1,,,4.9
NA 119,,,BEKAD1,,,5.8
NA 12,,,BEKAD1,,,5.3
NA 120,,,BEKAD1,,,5.2
NA 127,,,BEKAD1,,,4.9
NA 129,,,BEKAD1,,,5.4
NA 13,,,BEKAD1,,,5.1
NA 137,,,BEKAD1,,,2.0
NA 14,,,BEKAD1,,,6.4
NA 141,,,BEKAD1,,,5.5
NA 142,,,BEKAD1,,,5.6
NA 144,,,BEKAD1,,,4.6
NA 145,,,BEKAD1,,,4.1
NA 149,,,BEKAD1,,,6.8
NA 151,,,BEKAD1,,,5.9
NA 154,,,BEKAD1,,,6.6
NA 155,,,BEKAD1,,,5.3
NA 156,,,BEKAD1,,,6.5
NA 157,,,BEKAD1,,,6.8
NA 159,,,BEKAD1,,,6.0
NA 16,,,BEKAD1,,,6.0
NA 168,,,BEKAD1,,,4.3
NA 170,,,BEKAD1,,,5.5
NA 176,,,BEKAD1,,,6.2
NA 178,,,BEKAD1,,,5.1
NA 181,,,BEKAD1,,,5.1
NA 183,,,BEKAD1,,,4.6
NA 184,,,BEKAD1,,,4.9
NA 186,,,BEKAD1,,,9.7
NA 187,,,BEKAD1,,,8.2
NA 189,,,BEKAD1,,,6.4
NA 19,,,BEKAD1,,,4.0
NA 191,,,BEKAD1,,,4.8
NA 194,,,BEKAD1,,,5.6
NA 204,,,BEKAD1,,,4.7
NA 206,,,BEKAD1,,,6.1
NA 21,,,BEKAD1,,,6.1
NA 214,,,BEKAD1,,,6.0
NA 217,,,BEKAD1,,,4.9
NA 226,,,BEKAD1,,,5.6
NA 227,,,BEKAD1,,,5.4
NA 228,,,BEKAD1,,,4.8
NA 229,,,BEKAD1,,,5.7
NA 230,,,BEKAD1,,,6.3
NA 232,,,BEKAD1,,,4.9
NA 235,,,BEKAD1,,,5.4
NA 236,,,BEKAD1,,,5.6
NA 242,,,BEKAD1,,,4.7
NA 244,,,BEKAD1,,,5.3
NA 246,,,BEKAD1,,,5.0
NA 251,,,BEKAD1,,,7.1
NA 254,,,BEKAD1,,,6.6
NA 26,,,BEKAD1,,,6.4
NA 266,,,BEKAD1,,,4.7
NA 268,,,BEKAD1,,,4.2
NA 271,,,BEKAD1,,,5.2
NA 279,,,BEKAD1,,,6.4
NA 283,,,BEKAD1,,,4.9
NA 286,,,BEKAD1,,,5.5
NA 289,,,BEKAD1,,,5.1
NA 3,,,BEKAD1,,,5.9
NA 300,,,BEKAD1,,,6.1
NA 311,,,BEKAD1,,,5.4
NA 312,,,BEKAD1,,,4.4
NA 32,,,BEKAD1,,,3.4
NA 320,,,BEKAD1,,,5.5
NA 326,,,BEKAD1,,,5.0
NA 327,,,BEKAD1,,,5.6
NA 329,,,BEKAD1,,,5.2
NA 33,,,BEKAD1,,,7.6
NA 331,,,BEKAD1,,,4.1
NA 335,,,BEKAD1,,,4.1
NA 337,,,BEKAD1,,,3.3
NA 339,,,BEKAD1,,,4.3
NA 34,,,BEKAD1,,,7.3
NA 342,,,BEKAD1,,,4.7
NA 358,,,BEKAD1,,,10.5
NA 359,,,BEKAD1,,,4.6
NA 370,,,BEKAD1,,,4.6
NA 371,,,BEKAD1,,,7.5
NA 372,,,BEKAD1,,,5.8
NA 387,,,BEKAD1,,,5.2
NA 39,,,BEKAD1,,,5.2
NA 395,,,BEKAD1,,,5.5
NA 399,,,BEKAD1,,,4.2
NA 40,,,BEKAD1,,,5.7
NA 406,,,BEKAD1,,,6.6
NA 409,,,BEKAD1,,,5.6
NA 423,,,BEKAD1,,,6.3
NA 427,,,BEKAD1,,,7.1
NA 43,,,BEKAD1,,,6.7
NA 432,,,BEKAD1,,,4.6
NA 435,,,BEKAD1,,,5.0
NA 444,,,BEKAD1,,,5.4
NA 45,,,BEKAD1,,,4.3
NA 46,,,BEKAD1,,,4.6
NA 462,,,BEKAD1,,,5.2
NA 47,,,BEKAD1,,,7.7
NA 471,,,BEKAD1,,,7.7
