Clone name,Self compatibility,Refcode,Bud colour,Ligule colour,Stamen colour,Guide line length,Sepal colour,Sepal width,Sepal length,Sepal length width,Ligule length,Ligule width,Ligule length width,Ribbon length,Ribbon colour,Ovary colour,Ovary width,Ovary length,Ovary length width,Ovule number,Style colour,Style length,Staminode colour,Staminode length,Pedicel length,Hairs,Pigmented glands,Horns,Pigmented spot,Notes,Stamen size,Sepal size,Ligule size,Pedicel size,Accession,Sepal orientation,Sepal shape,Ligule shape,Info,Petal length
UF 710,self compatible,CEP87A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UF 713,self compatible,CEP87A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C 4 /11 [TRI],self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,anthocyanin absent,4.0,slight anthocyanin,2.4,9.0,3.69,3.2,2.3,1.41,4.7,intense anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.2,1.6,1.3,50.0,anthocyanin absent (ap):anthocyanin absent (ba),2.1,intense anthocyanin,8.0,13.40,present,present,absent,absent,,,,,,,,,,,
CC 10,self incompatible,ENR67C,intense anthocyanin,slight anthocyanin,slight anthocyanin,4.0,slight anthocyanin,2.6,9.5,3.56,4.4,3.3,1.35,4.1,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.3,1.7,1.34,46.0,anthocyanin absent (ap):anthocyanin absent (ba),2.2,intense anthocyanin,8.9,19.70,present,present,absent,present,,,,,,,,,,,
CC 41,-,ENR67C,moderate anthocyanin,slight anthocyanin,intense anthocyanin,3.6,slight anthocyanin,2.5,9.2,3.64,4.4,2.6,1.72,4.2,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.3,2.2,1.68,45.0,anthocyanin absent (ap):anthocyanin absent (ba),2.0,intense anthocyanin,8.9,18.80,present,present,absent,present,,,,,,,,,,,
CC 9,-,ENR67C,intense anthocyanin,slight anthocyanin,moderate anthocyanin,2.7,intense anthocyanin,2.3,8.6,3.69,4.4,2.5,1.78,3.4,slight anthocyanin,slight anthocyanin (ap):anthocyanin absent (ba),1.2,1.8,1.49,42.0,anthocyanin absent (ap):anthocyanin absent (ba),2.4,intense anthocyanin,7.8,15.30,present,present,absent,present,,,,,,,,,,,
EET 103 [ECU],-,ENR67C,slight anthocyanin,slight anthocyanin,intense anthocyanin,3.2,anthocyanin absent,2.5,8.3,3.34,3.3,2.8,1.17,3.7,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.2,1.7,1.46,53.0,anthocyanin absent (ap):anthocyanin absent (ba),2.7,intense anthocyanin,7.1,17.90,present,present,absent,absent,,,,,,,,,,,
EET 156 [ECU],-,ENR67C,slight anthocyanin,anthocyanin absent,slight anthocyanin,3.6,slight anthocyanin,2.5,7.8,3.15,2.5,3.0,0.85,3.2,anthocyanin absent,slight anthocyanin (ap):anthocyanin absent (ba),1.2,1.5,1.25,55.0,anthocyanin absent (ap):anthocyanin absent (ba),3.2,intense anthocyanin,7.2,16.30,present,present,present,absent,,,,,,,,,,,
EET 162 [ECU],-,ENR67C,slight anthocyanin,slight anthocyanin,intense anthocyanin,3.1,slight anthocyanin,2.3,7.9,3.45,3.1,2.8,1.1,3.3,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.2,1.7,1.37,50.0,anthocyanin absent (ap):anthocyanin absent (ba),2.9,intense anthocyanin,6.3,15.60,present,present,absent,absent,,,,,,,,,,,
EET 19 [ECU],self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,moderate anthocyanin,3.9,slight anthocyanin,2.5,7.7,3.2,3.5,3.2,1.09,3.5,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.4,1.8,1.28,47.0,anthocyanin absent (ap):anthocyanin absent (ba),2.5,slight anthocyanin,7.3,17.50,present,present,absent,present,,,,,,,,,,,
EET 238 [ECU],-,ENR67C,slight anthocyanin,slight anthocyanin,slight anthocyanin,3.4,slight anthocyanin,2.5,9.1,3.58,3.6,3.2,1.13,4.1,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.2,1.8,1.42,50.0,anthocyanin absent (ap):anthocyanin absent (ba),2.8,intense anthocyanin,7.4,17.80,present,present,absent,absent,,,,,,,,,,,
EET 374 [ECU],-,ENR67C,slight anthocyanin,anthocyanin absent,slight anthocyanin,3.6,slight anthocyanin,2.6,9.0,3.4,4.0,3.1,1.26,3.2,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.5,2.0,1.34,53.0,anthocyanin absent (ap):anthocyanin absent (ba),3.0,intense anthocyanin,8.6,17.00,present,present,absent,absent,,,,,,,,,,,
EET 392 [ECU],-,ENR67C,anthocyanin absent,anthocyanin absent,anthocyanin absent,3.7,anthocyanin absent,2.3,7.9,3.44,3.1,2.7,1.14,3.1,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.3,1.7,1.27,51.0,anthocyanin absent (ap):anthocyanin absent (ba),2.5,intense anthocyanin,7.8,16.90,present,present,absent,absent,,,,,,,,,,,
EET 399 [ECU],-,ENR67C,-,anthocyanin absent,slight anthocyanin,3.7,anthocyanin absent,2.7,8.6,3.25,3.5,2.7,1.32,2.8,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.3,1.9,1.34,44.0,anthocyanin absent (ap):anthocyanin absent (ba),2.2,intense anthocyanin,7.4,17.30,present,present,absent,absent,,,,,,,,,,,
EET 400 [ECU],-,ENR67C,anthocyanin absent,anthocyanin absent,slight anthocyanin,3.5,anthocyanin absent,2.5,7.9,3.22,3.6,2.2,1.68,2.7,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.2,1.7,1.26,52.0,anthocyanin absent (ap):anthocyanin absent (ba),2.5,intense anthocyanin,7.0,17.10,present,present,absent,absent,,,,,,,,,,,
EET 48 [ECU],self compatible,ENR67C,slight anthocyanin,anthocyanin absent,intense anthocyanin,3.4,slight anthocyanin,2.5,8.9,3.69,3.6,3.0,1.2,3.7,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.3,1.7,1.23,51.0,anthocyanin absent (ap):anthocyanin absent (ba),2.9,intense anthocyanin,7.6,19.90,present,present,absent,present,,,,,,,,,,,
EET 62 [ECU],-,ENR67C,slight anthocyanin,slight anthocyanin,slight anthocyanin,3.2,slight anthocyanin,2.4,8.9,3.76,3.5,2.8,1.27,3.4,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.2,1.6,1.21,50.0,anthocyanin absent (ap):anthocyanin absent (ba),2.8,slight anthocyanin,6.9,16.10,present,present,absent,present,,,,,,,,,,,
EET 95 [ECU],-,ENR67C,slight anthocyanin,moderate anthocyanin,intense anthocyanin,3.1,anthocyanin absent,2.6,8.7,3.28,3.7,3.0,1.22,3.9,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.4,1.9,1.35,51.0,anthocyanin absent (ap):anthocyanin absent (ba),2.9,intense anthocyanin,7.5,20.10,present,present,absent,absent,,,,,,,,,,,
EET 96 [ECU],self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,moderate anthocyanin,3.1,slight anthocyanin,2.6,8.6,3.46,3.4,2.8,1.2,3.6,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.3,1.7,1.29,50.0,anthocyanin absent (ap):anthocyanin absent (ba),3.1,intense anthocyanin,6.8,16.40,present,present,absent,present,,,,,,,,,,,
GS 29,self compatible,ENR67C,intense anthocyanin,anthocyanin absent,anthocyanin absent,3.1,intense anthocyanin,2.4,8.1,3.43,3.2,2.7,1.2,3.8,anthocyanin absent,intense anthocyanin (ap):slight anthocyanin (ba),1.0,1.5,1.47,40.0,,2.2,intense anthocyanin,7.3,18.00,present,present,present,absent,,,,,,,,,,,
GS 36,-,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,3.3,moderate anthocyanin,2.4,8.4,3.44,2.7,2.7,0.99,3.8,anthocyanin absent,moderate anthocyanin (ap):slight anthocyanin (ba),1.1,1.5,1.34,40.0,slight anthocyanin (ap):anthocyanin absent (ba),2.3,intense anthocyanin,8.0,1.72,present,present,absent,absent,,,,,,,,,,,
ICS 1,self incompatible,ENR67C,moderate anthocyanin,anthocyanin absent,anthocyanin absent,3.4,slight anthocyanin,2.3,7.4,3.76,2.9,2.2,1.3,4.4,slight anthocyanin,intense anthocyanin (ap):anthocyanin absent (ba),0.95,1.3,1.39,50.0,anthocyanin absent (ap):intense anthocyanin (ba),1.95,intense anthocyanin,6.0,14.00,present,present,present,absent,,,,,,,,,,,
ICS 100,self compatible,ENR67C,slight anthocyanin,slight anthocyanin,anthocyanin absent,3.1,slight anthocyanin,2.0,7.6,3.78,2.7,2.1,1.29,3.0,intense anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.0,1.01,44.0,anthocyanin absent (ap):anthocyanin absent (ba),2.0,intense anthocyanin,6.0,10.00,present,present,absent,absent,,,,,,,,,,,
ICS 16,self compatible,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,3.1,moderate anthocyanin,2.4,8.9,3.67,3.4,2.5,1.36,3.3,slight anthocyanin,intense anthocyanin (ap):anthocyanin absent (ba),1.2,1.5,1.27,49.0,anthocyanin absent (ap):slight anthocyanin (ba),2.0,intense anthocyanin,7.5,15.00,present,present,absent,absent,,,,,,,,,,,
ICS 55,self incompatible,ENR67C,intense anthocyanin,anthocyanin absent,anthocyanin absent,2.9,intense anthocyanin,2.1,6.9,3.35,2.4,2.1,1.14,3.3,anthocyanin absent,intense anthocyanin (ap):anthocyanin absent (ba),1.0,1.2,1.31,41.0,anthocyanin absent (ap):intense anthocyanin (ba),1.5,intense anthocyanin,6.5,11.00,present,present,present,absent,,,,,,,,,,,
ICS 6,self incompatible,ENR67C,anthocyanin absent,slight anthocyanin,anthocyanin absent,3.1,slight anthocyanin,2.3,9.3,3.95,3.4,2.3,1.49,4.0,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.5,1.48,51.0,anthocyanin absent (ap):anthocyanin absent (ba),2.0,intense anthocyanin,7.5,11.00,present,present,absent,absent,,,,,,,,,,,
ICS 75,self compatible,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,3.2,slight anthocyanin,2.1,7.6,3.5,2.7,2.7,1.03,3.8,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.3,1.28,45.0,anthocyanin absent (ap):anthocyanin absent (ba),2.0,intense anthocyanin,7.3,11.00,present,present,present,absent,,,,,,,,,,,
ICS 8,self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,slight anthocyanin,2.7,slight anthocyanin,2.1,7.6,3.43,2.4,2.2,1.6,3.4,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.4,1.45,48.0,anthocyanin absent (ap):anthocyanin absent (ba),1.9,intense anthocyanin,7.3,13.00,present,present,absent,absent,,,,,,,,,,,
ICS 89,self compatible,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,2.9,slight anthocyanin,1.9,6.6,3.44,2.4,1.9,1.26,2.8,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.3,1.21,40.0,anthocyanin absent (ap):anthocyanin absent (ba),1.5,intense anthocyanin,6.5,8.00,present,present,present,absent,,,,,,,,,,,
ICS 95,self incompatible,ENR67C,intense anthocyanin,anthocyanin absent,anthocyanin absent,3.0,moderate anthocyanin,2.2,7.9,3.55,2.6,2.7,0.99,3.5,slight anthocyanin,moderate anthocyanin (ap):slight anthocyanin (ba),1.0,1.1,1.14,44.0,anthocyanin absent (ap):moderate anthocyanin (ba),2.1,intense anthocyanin,6.7,15.00,present,present,present,absent,,,,,,,,,,,
ICS 98,self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,2.7,-,1.8,7.0,3.72,1.9,1.8,1.08,3.0,slight anthocyanin,slight anthocyanin (ap):slight anthocyanin (ba),1.0,1.1,1.09,38.0,anthocyanin absent (ap):slight anthocyanin (ba),1.5,intense anthocyanin,5.5,9.00,present,present,absent,absent,,,,,,,,,,,
IMC 67,self compatible,ENR67C,slight anthocyanin,intense anthocyanin,slight anthocyanin,3.3,slight anthocyanin,2.4,7.3,2.92,2.6,2.4,1.07,2.8,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.1,1.5,1.38,63.0,anthocyanin absent (ap):anthocyanin absent (ba),2.1,intense anthocyanin,6.9,13.00,absent,present,absent,absent,,,,,,,,,,,
OC 61 [VEN],self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,3.5,slight anthocyanin,2.4,7.6,3.09,3.4,2.7,1.26,3.9,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.1,1.6,1.5,39.0,anthocyanin absent (ap):anthocyanin absent (ba),2.3,intense anthocyanin,7.4,17.10,present,present,absent,absent,,,,,,,,,,,
OC 77 [VEN],self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,4.0,slight anthocyanin,2.4,8.2,3.47,3.8,2.2,1.72,4.2,anthocyanin absent,slight anthocyanin (ap):anthocyanin absent (ba),1.1,1.6,1.47,41.0,anthocyanin absent (ap):anthocyanin absent (ba),2.5,intense anthocyanin,7.4,12.50,present,present,present,absent,,,,,,,,,,,
PA 121 [PER],self compatible,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,3.7,slight anthocyanin,2.4,7.5,3.06,3.4,2.2,1.53,3.2,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.3,1.8,1.39,39.0,anthocyanin absent (ap):anthocyanin absent (ba),2.1,intense anthocyanin,8.6,17.00,present,present,absent,absent,,,,,,,,,,,
POUND 12,self compatible,ENR67C,anthocyanin absent,slight anthocyanin,slight anthocyanin,2.6,anthocyanin absent,1.7,7.2,4.24,2.3,1.7,1.32,2.1,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.0,1.08,55.0,anthocyanin absent (ap):anthocyanin absent (ba),2.0,intense anthocyanin,6.1,11.80,present,present,absent,absent,,,,,,,,,,,
POUND 18,-,ENR67C,slight anthocyanin,intense anthocyanin,slight anthocyanin,3.5,slight anthocyanin,2.4,7.8,3.17,2.5,2.3,1.05,2.9,intense anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.2,1.4,1.11,74.0,anthocyanin absent (ap):anthocyanin absent (ba),1.7,intense anthocyanin,7.1,-,present,-,absent,absent,,,,,,,,,,,
POUND 7,self compatible,ENR67C,slight anthocyanin,moderate anthocyanin,moderate anthocyanin,3.2,slight anthocyanin,2.1,6.9,3.31,2.2,2.0,1.09,2.1,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.2,1.14,60.0,anthocyanin absent (ap):anthocyanin absent (ba),1.6,intense anthocyanin,6.1,11.00,present,present,absent,absent,,,,,,,,,,,
PQTO 87 [VEN],self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,3.2,slight anthocyanin,2.6,8.1,3.18,3.0,2.4,1.29,3.2,slight anthocyanin,slight anthocyanin (ap):anthocyanin absent (ba),1.4,2.0,1.45,41.0,anthocyanin absent (ap):anthocyanin absent (ba),2.1,intense anthocyanin,7.1,15.30,present,present,absent,absent,,,,,,,,,,,
RIM 10 [MEX],self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,4.0,slight anthocyanin,2.6,9.2,3.56,4.5,2.8,1.59,4.2,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.1,1.9,1.77,42.0,slight anthocyanin (ap):slight anthocyanin (ba),2.1,intense anthocyanin,8.8,21.40,present,present,absent,present,,,,,,,,,,,
RIM 13 [MEX],-,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,4.4,slight anthocyanin,2.9,9.8,3.46,4.9,3.4,1.44,4.2,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.5,2.2,1.5,44.0,anthocyanin absent (ap):slight anthocyanin (ba),2.0,intense anthocyanin,9.6,21.70,present,present,absent,present,,,,,,,,,,,
RIM 30 [MEX],-,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,4.5,slight anthocyanin,2.7,9.8,3.66,5.1,3.4,1.48,4.2,anthocyanin absent,slight anthocyanin (ap):anthocyanin absent (ba),1.3,2.0,1.46,44.0,anthocyanin absent (ap):slight anthocyanin (ba),2.0,intense anthocyanin,9.2,21.80,present,present,absent,present,,,,,,,,,,,
RIM 48 [MEX],-,ENR67C,moderate anthocyanin,anthocyanin absent,anthocyanin absent,3.5,moderate anthocyanin,2.3,9.0,3.95,4.4,3.0,1.49,3.9,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.5,1.51,41.0,anthocyanin absent (ap):slight anthocyanin (ba),2.0,intense anthocyanin,7.9,18.50,present,present,absent,present,,,,,,,,,,,
SC 10 [VEN],self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,slight anthocyanin,2.9,slight anthocyanin,2.5,8.7,3.53,2.4,2.2,1.09,3.1,slight anthocyanin,slight anthocyanin (ap):anthocyanin absent (ba),1.2,1.7,1.38,47.0,anthocyanin absent (ap):anthocyanin absent (ba),2.3,intense anthocyanin,7.0,14.70,present,present,absent,absent,,,,,,,,,,,
SC 5 [COL],-,ENR67C,intense anthocyanin,slight anthocyanin,anthocyanin absent,3.5,intense anthocyanin,2.2,7.7,3.5,3.3,2.7,1.23,3.7,slight anthocyanin,moderate anthocyanin (ap):slight anthocyanin (ba),1.0,1.4,1.37,43.0,anthocyanin absent (ap):anthocyanin absent (ba),1.9,intense anthocyanin,7.5,14.90,present,present,absent,absent,,,,,,,,,,,
SC 6 [COL],-,ENR67C,moderate anthocyanin,anthocyanin absent,anthocyanin absent,3.2,intense anthocyanin,2.2,8.1,3.72,3.1,3.0,1.01,3.7,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.3,1.29,45.0,anthocyanin absent (ap):anthocyanin absent (ba),2.0,intense anthocyanin,7.5,15.20,present,present,absent,absent,,,,,,,,,,,
SCA 12,self compatible,ENR67C,anthocyanin absent,anthocyanin absent,anthocyanin absent,3.5,anthocyanin absent,2.6,7.2,2.86,2.7,2.8,0.96,3.5,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.5,1.24,53.0,anthocyanin absent (ap):anthocyanin absent (ba),2.5,intense anthocyanin,6.9,14.00,present,present,absent,absent,,,,,,,,,,,
SCA 6,self compatible,ENR67C,anthocyanin absent,anthocyanin absent,anthocyanin absent,3.2,anthocyanin absent,2.3,7.4,3.27,2.9,2.4,1.2,3.4,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.6,1.26,54.0,anthocyanin absent (ap):anthocyanin absent (ba),2.1,intense anthocyanin,6.4,13.00,absent,present,absent,absent,,,,,,,,,,,
SIAL 163,self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,slight anthocyanin,3.5,anthocyanin absent,2.5,9.3,3.71,3.7,2.6,1.43,4.0,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.5,2.3,1.56,50.0,anthocyanin absent (ap):anthocyanin absent (ba),2.4,intense anthocyanin,8.9,19.40,present,present,absent,absent,,,,,,,,,,,
SIAL 325,self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,slight anthocyanin,4.0,anthocyanin absent,2.7,9.2,3.67,4.0,2.6,1.54,3.9,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.5,2.4,1.55,50.0,anthocyanin absent (ap):anthocyanin absent (ba),2.5,intense anthocyanin,8.4,25.90,present,present,absent,absent,,,,,,,,,,,
SIAL 70,self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,slight anthocyanin,3.6,anthocyanin absent,2.6,9.8,3.72,4.4,2.8,1.59,4.0,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.5,2.5,1.58,49.0,anthocyanin absent (ap):anthocyanin absent (ba),2.1,intense anthocyanin,8.6,27.40,present,present,absent,absent,,,,,,,,,,,
SIAL 88,self incompatible,ENR67C,slight anthocyanin,anthocyanin absent,moderate anthocyanin,3.4,anthocyanin absent,2.8,8.8,3.12,3.7,2.7,1.34,3.7,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.6,3.4,1.48,49.0,anthocyanin absent (ap):anthocyanin absent (ba),2.5,intense anthocyanin,8.4,20.40,present,present,absent,absent,,,,,,,,,,,
SIC 801,-,ENR67C,anthocyanin absent,anthocyanin absent,anthocyanin absent,3.4,anthocyanin absent,2.5,7.4,2.87,3.4,2.35,1.44,3.7,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.4,2.0,1.3,54.0,anthocyanin absent (ap):anthocyanin absent (ba),2.4,anthocyanin absent,7.0,16.00,present,present,absent,absent,,,,,,,,,,,
SIC 802,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,anthocyanin absent,3.6,anthocyanin absent,2.7,7.8,2.91,3.6,2.5,1.46,3.5,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.5,2.4,1.53,57.0,anthocyanin absent (ap):anthocyanin absent (ba),2.3,anthocyanin absent,7.9,17.50,present,present,absent,absent,,,,,,,,,,,
SIC 812,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,anthocyanin absent,3.7,anthocyanin absent,2.5,7.9,3.08,3.5,2.3,1.55,3.5,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.4,2.1,1.47,55.0,anthocyanin absent (ap):anthocyanin absent (ba),2.0,anthocyanin absent,8.1,15.40,present,present,absent,absent,,,,,,,,,,,
SIC 823,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,anthocyanin absent,3.6,anthocyanin absent,2.6,8.1,3.11,3.6,2.5,1.46,3.7,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.5,2.3,1.56,56.0,anthocyanin absent (ap):anthocyanin absent (ba),2.4,anthocyanin absent,8.4,18.40,present,present,absent,absent,,,,,,,,,,,
SIC 831,self incompatible,ENR67C,anthocyanin absent,anthocyanin absent,anthocyanin absent,3.6,anthocyanin absent,2.8,8.0,2.91,3.6,2.5,1.47,3.5,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.5,2.3,1.51,55.0,anthocyanin absent (ap):anthocyanin absent (ba),2.2,anthocyanin absent,8.4,17.60,present,present,absent,absent,,,,,,,,,,,
SILECIA 1 [ECU],self compatible,ENR67C,anthocyanin absent,anthocyanin absent,anthocyanin absent,3.4,anthocyanin absent,2.2,7.7,3.53,2.9,1.9,1.48,2.2,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.3,1.22,40.0,anthocyanin absent (ap):anthocyanin absent (ba),2.1,intense anthocyanin,6.7,12.80,present,present,absent,absent,,,,,,,,,,,
SILECIA 5 [ECU],self compatible,ENR67C,anthocyanin absent,anthocyanin absent,anthocyanin absent,3.3,anthocyanin absent,2.3,8.4,3.63,2.8,2.3,1.25,2.0,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.1,1.5,1.34,42.0,anthocyanin absent (ap):anthocyanin absent (ba),2.2,intense anthocyanin,6.9,15.20,present,present,present,present,,,,,,,,,,,
SPA 9 [COL],self compatible,ENR67C,anthocyanin absent,moderate anthocyanin,intense anthocyanin,3.8,anthocyanin absent,2.6,7.6,2.87,4.2,2.8,1.46,3.0,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.2,1.7,1.38,59.0,anthocyanin absent (ap):anthocyanin absent (ba),2.4,intense anthocyanin,7.0,16.90,present,present,absent,absent,,,,,,,,,,,
TSA 644,self compatible,ENR67C,slight anthocyanin,anthocyanin absent,slight anthocyanin,3.7,slight anthocyanin,2.3,7.5,3.23,2.7,2.6,1.02,3.0,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.2,1.7,1.37,60.0,anthocyanin absent (ap):anthocyanin absent (ba),2.2,intense anthocyanin,6.8,14.00,present,present,absent,absent,,,,,,,,,,,
TSA 654,-,ENR67C,slight anthocyanin,slight anthocyanin,slight anthocyanin,3.3,anthocyanin absent,2.8,8.3,2.84,2.5,3.0,0.82,3.6,slight anthocyanin,anthocyanin absent (ap):anthocyanin absent (ba),1.3,1.9,1.39,60.0,anthocyanin absent (ap):anthocyanin absent (ba),2.6,intense anthocyanin,7.6,19.40,present,present,absent,absent,,,,,,,,,,,
TSAN 792,-,ENR67C,intense anthocyanin,slight anthocyanin,anthocyanin absent,3.6,intense anthocyanin,2.2,8.2,3.57,2.7,2.2,1.19,3.0,slight anthocyanin,intense anthocyanin (ap):slight anthocyanin (ba),1.2,1.8,1.46,62.0,anthocyanin absent (ap):anthocyanin absent (ba),2.1,intense anthocyanin,7.8,13.40,present,present,present,absent,,,,,,,,,,,
TSH 565,self compatible,ENR67C,slight anthocyanin,anthocyanin absent,anthocyanin absent,3.6,moderate anthocyanin,2.4,8.9,3.65,2.7,2.4,1.13,3.8,anthocyanin absent,intense anthocyanin (ap):anthocyanin absent (ba),1.1,1.6,1.32,57.0,anthocyanin absent (ap):anthocyanin absent (ba),2.1,intense anthocyanin,7.6,14.20,present,present,present,absent,,,,,,,,,,,
UF 221,self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,anthocyanin absent,4.2,moderate anthocyanin,2.3,9.2,3.93,4.0,2.8,1.45,3.8,anthocyanin absent,intense anthocyanin (ap):intense anthocyanin (ba),1.1,2.1,1.9,44.0,anthocyanin absent (ap):moderate anthocyanin (ba),1.9,intense anthocyanin,8.0,17.80,absent,present,present,present,,,,,,,,,,,
UF 29,self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,intense anthocyanin,3.5,slight anthocyanin,2.1,8.0,3.72,3.0,2.5,1.21,3.5,anthocyanin absent,anthocyanin absent (ap):anthocyanin absent (ba),1.0,1.5,1.47,47.0,anthocyanin absent (ap):anthocyanin absent (ba),2.5,intense anthocyanin,6.8,17.60,present,present,absent,present,,,,,,,,,,,
UF 613,self compatible,ENR67C,slight anthocyanin,slight anthocyanin,anthocyanin absent,3.6,slight anthocyanin,2.8,9.3,3.31,3.9,2.6,1.46,3.5,slight anthocyanin,intense anthocyanin (ap):slight anthocyanin (ba),1.0,1.7,1.66,46.0,anthocyanin absent (ap):anthocyanin absent (ba),2.3,intense anthocyanin,7.9,20.30,present,present,absent,absent,,,,,,,,,,,
UF 650,self incompatible,ENR67C,slight anthocyanin,slight anthocyanin,anthocyanin absent,3.9,moderate anthocyanin,2.8,10.1,3.54,3.7,3.1,1.17,4.3,anthocyanin absent,intense anthocyanin (ap):anthocyanin absent (ba),1.0,1.6,1.6,41.0,anthocyanin absent (ap):slight anthocyanin (ba),2.0,intense anthocyanin,8.4,19.00,present,present,absent,present,,,,,,,,,,,
UF 667,self compatible,ENR67C,slight anthocyanin,slight anthocyanin,anthocyanin absent,3.6,slight anthocyanin,2.5,9.6,3.9,3.9,3.0,1.32,4.0,anthocyanin absent,intense anthocyanin (ap):anthocyanin absent (ba),1.0,1.5,1.48,42.0,anthocyanin absent (ap):anthocyanin absent (ba),2.0,intense anthocyanin,7.9,17.90,absent,present,absent,present,,,,,,,,,,,
C 4 /11 [TRI],,MOR90B,green,green,anthocyanin absent,4.0,green,2.4,9.0,,3.2,2.3,,4.7,yellow,,1.2,1.6,,50.0,white (ap):white (ba),2.1,yellow,8.0,13.4,present,present,absent,,Accession 19,,,,,,,,,,
