Clone name,Self compatibility,Refcode,Ligule colour,Stamen colour,Sepal length,Ligule width,Ovule number,Style length
PA 202 [PER],,BEKAD1,intense anthocyanin,anthocyanin absent,8.01,2.59,38.0,2.51
PA 203 [PER],,BEKAD1,slight anthocyanin,anthocyanin absent,7.45,2.68,46.0,2.48
PA 205 [PER],,BEKAD1,intense anthocyanin,slight anthocyanin,8.82,2.16,42.0,2.13
PA 207 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,8.03,2.4,40.0,2.05
PA 211 [PER],,BEKAD1,anthocyanin absent,anthocyanin absent,7.17,1.92,33.0,2.17
PA 218 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,7.04,2.22,42.0,1.89
PA 24 [PER],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.37,2.52,42.0,2.27
PA 27 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.49,2.41,42.0,2.18
PA 271 [PER],,BEKAD1,slight anthocyanin,anthocyanin absent,7.22,2.25,47.0,2.42
PA 272 [PER],,BEKAD1,moderate anthocyanin,anthocyanin absent,7.33,2.87,45.0,2.72
PA 279 [PER],,BEKAD1,slight anthocyanin,anthocyanin absent,6.98,2.65,37.0,2.78
PA 288 [PER],,BEKAD1,intense anthocyanin,anthocyanin absent,8.85,2.82,34.0,2.57
PA 289 [PER],,BEKAD1,anthocyanin absent,slight anthocyanin,6.76,1.95,36.0,2.39
PA 29 [PER],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.06,2.07,37.0,2.03
PA 291 [PER],,BEKAD1,slight anthocyanin,anthocyanin absent,6.95,2.17,35.0,2.41
PA 293 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,5.68,1.95,40.0,2.17
PA 294 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,7.41,2.24,40.0,2.43
PA 296 [PER],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.12,2.43,41.0,1.98
PA 297 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.51,1.94,34.0,2.23
PA 299 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.03,1.99,45.0,1.88
PA 3 [PER],,BEKAD1,anthocyanin absent,anthocyanin absent,5.89,1.86,49.0,1.65
PA 3 /10 [PER],,BEKAD1,anthocyanin absent,anthocyanin absent,8.26,2.75,48.0,2.74
PA 30 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,7.19,2.55,41.0,1.81
PA 300 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.17,2.16,46.0,1.97
PA 301 [PER],,BEKAD1,anthocyanin absent,anthocyanin absent,5.43,1.9,45.0,2.31
PA 303 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.52,1.83,40.0,2.15
PA 310 [PER],,BEKAD1,slight anthocyanin,anthocyanin absent,7.54,2.58,46.0,2.44
PA 312 [PER],,BEKAD1,slight anthocyanin,anthocyanin absent,7.1,2.18,45.0,2.6
PA 32 [PER],,BEKAD1,intense anthocyanin,slight anthocyanin,8.28,2.63,48.0,2.45
PA 34 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,7.06,2.1,42.0,2.17
PA 37 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,9.12,3.13,45.0,2.55
PA 39 [PER],,BEKAD1,anthocyanin absent,anthocyanin absent,6.3,2.02,39.0,2.07
PA 4 [PER],,BEKAD1,moderate anthocyanin,anthocyanin absent,6.07,2.32,43.0,2.08
PA 41 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.56,2.45,41.0,2.29
PA 44 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.48,2.16,40.0,2.25
PA 45 [PER],,BEKAD1,moderate anthocyanin,slight anthocyanin,7.32,2.4,45.0,2.47
PA 46 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,8.18,2.73,43.0,2.37
PA 48 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.48,1.91,45.0,2.2
PA 49 [PER],,BEKAD1,anthocyanin absent,slight anthocyanin,7.72,2.33,45.0,2.43
PA 5 [PER],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.76,2.59,50.0,2.51
PA 51 [PER],,BEKAD1,slight anthocyanin,moderate anthocyanin,6.8,2.44,40.0,2.34
PA 52 [PER],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.62,2.51,33.0,2.29
PA 53 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.74,2.38,35.0,2.38
PA 56 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.8,2.08,38.0,2.25
PA 61 [PER],,BEKAD1,slight anthocyanin,anthocyanin absent,7.93,2.3,44.0,2.51
PA 63 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,7.13,2.74,45.0,2.43
PA 65 [PER],,BEKAD1,anthocyanin absent,moderate anthocyanin,7.46,2.49,41.0,2.49
PA 66 [PER],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.83,2.56,45.0,1.96
PA 67 [PER],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.25,2.59,45.0,2.11
PA 68 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,7.59,2.46,45.0,2.2
PA 70 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,6.52,2.05,36.0,2.23
PA 71 [PER],,BEKAD1,anthocyanin absent,anthocyanin absent,7.5,2.39,48.0,2.61
PA 72 [PER],,BEKAD1,slight anthocyanin,anthocyanin absent,6.56,2.28,39.0,2.24
PA 73 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,7.59,2.87,39.0,2.26
PA 81 [PER],,BEKAD1,moderate anthocyanin,intense anthocyanin,7.81,2.38,47.0,2.25
PA 82 [PER],,BEKAD1,slight anthocyanin,anthocyanin absent,7.21,2.29,40.0,1.96
PA 84 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,5.64,1.78,37.0,1.91
PA 88 [PER],,BEKAD1,slight anthocyanin,anthocyanin absent,6.68,1.94,35.0,2.24
PA 90 [PER],,BEKAD1,slight anthocyanin,slight anthocyanin,7.14,2.61,42.0,1.79
PA 95 [PER],,BEKAD1,anthocyanin absent,anthocyanin absent,6.88,2.33,47.0,2.12
PH 1 /2 [BLZ],,BEKAD1,intense anthocyanin,moderate anthocyanin,7.14,1.93,45.0,1.97
PH 1 /3 [BLZ],,BEKAD1,moderate anthocyanin,slight anthocyanin,7.13,1.81,45.0,1.91
PH 1 /4 [BLZ],,BEKAD1,moderate anthocyanin,slight anthocyanin,6.99,1.93,41.0,2.01
PH 1 /5 [BLZ],,BEKAD1,intense anthocyanin,intense anthocyanin,7.43,2.02,40.0,2.0
PH 2 /1 [BLZ],,BEKAD1,intense anthocyanin,slight anthocyanin,6.8,1.84,42.0,1.75
PH 2 /2 [BLZ],,BEKAD1,moderate anthocyanin,anthocyanin absent,7.21,1.87,44.0,1.84
PH 2 /3 [BLZ],,BEKAD1,moderate anthocyanin,slight anthocyanin,8.12,2.18,43.0,2.13
PH 2 /4 [BLZ],,BEKAD1,moderate anthocyanin,slight anthocyanin,7.21,2.08,43.0,2.04
PH 2 /5 [BLZ],,BEKAD1,moderate anthocyanin,slight anthocyanin,7.84,2.05,43.0,2.1
PH 2 /8 [BLZ],,BEKAD1,moderate anthocyanin,slight anthocyanin,7.23,1.79,42.0,2.0
PLAYA ALTA 2 [VEN],,BEKAD1,anthocyanin absent,anthocyanin absent,7.5,2.24,48.0,2.02
POR 1 [TTO],,BEKAD1,slight anthocyanin,moderate anthocyanin,7.09,2.84,42.0,1.87
POR 3 [TTO],,BEKAD1,slight anthocyanin,intense anthocyanin,7.81,2.63,52.0,2.26
POUND 1 /B,,BEKAD1,moderate anthocyanin,intense anthocyanin,6.09,2.4,42.0,1.9
POUND 10 /B,,BEKAD1,moderate anthocyanin,intense anthocyanin,6.86,2.41,42.0,1.96
POUND 10 /C,,BEKAD1,moderate anthocyanin,slight anthocyanin,7.12,2.34,40.0,2.01
POUND 12 /A,,BEKAD1,slight anthocyanin,slight anthocyanin,8.41,2.42,50.0,2.7
POUND 15 /A,,BEKAD1,anthocyanin absent,moderate anthocyanin,7.06,2.59,38.0,2.27
POUND 16 /B,,BEKAD1,moderate anthocyanin,moderate anthocyanin,5.79,2.53,57.0,1.74
POUND 18,,BEKAD1,anthocyanin absent,slight anthocyanin,7.13,2.97,55.0,2.37
POUND 18 /A,,BEKAD1,moderate anthocyanin,intense anthocyanin,6.62,2.64,60.0,2.15
POUND 19,,BEKAD1,moderate anthocyanin,slight anthocyanin,6.15,1.74,39.0,1.82
POUND 19 /A,,BEKAD1,slight anthocyanin,slight anthocyanin,7.24,1.97,44.0,2.22
POUND 2 /B,,BEKAD1,moderate anthocyanin,intense anthocyanin,5.98,2.25,46.0,1.97
POUND 21 /B,,BEKAD1,anthocyanin absent,anthocyanin absent,6.43,1.76,48.0,2.1
POUND 25 /A,,BEKAD1,slight anthocyanin,moderate anthocyanin,6.36,2.24,58.0,1.8
POUND 25 /C,,BEKAD1,moderate anthocyanin,intense anthocyanin,7.2,2.28,46.0,2.44
POUND 26 /C,,BEKAD1,moderate anthocyanin,slight anthocyanin,6.98,2.13,48.0,2.12
POUND 27 /C,,BEKAD1,moderate anthocyanin,intense anthocyanin,6.99,2.46,57.0,2.03
POUND 31 /A,,BEKAD1,moderate anthocyanin,slight anthocyanin,8.02,2.8,49.0,2.42
POUND 31 /C,,BEKAD1,slight anthocyanin,anthocyanin absent,7.62,2.52,47.0,2.19
POUND 32 /A,,BEKAD1,slight anthocyanin,moderate anthocyanin,5.86,1.91,47.0,1.76
POUND 4 /A,,BEKAD1,slight anthocyanin,slight anthocyanin,6.95,2.73,45.0,2.18
POUND 5 /B,,BEKAD1,anthocyanin absent,intense anthocyanin,7.19,2.23,42.0,2.2
POUND 5 /C,,BEKAD1,slight anthocyanin,slight anthocyanin,7.78,2.29,45.0,2.24
POUND 7 /A,,BEKAD1,slight anthocyanin,intense anthocyanin,6.77,2.54,56.0,2.28
POUND 7 /B,,BEKAD1,slight anthocyanin,intense anthocyanin,7.09,2.46,53.0,2.08
POUND 7 /C,,BEKAD1,slight anthocyanin,intense anthocyanin,6.83,2.77,56.0,2.25
POUND 8 /C,,BEKAD1,slight anthocyanin,intense anthocyanin,5.99,2.46,46.0,2.07
POUND 9 /B,,BEKAD1,anthocyanin absent,slight anthocyanin,7.85,2.24,49.0,2.43
RB 29 [BRA],,BEKAD1,moderate anthocyanin,moderate anthocyanin,7.07,2.61,42.0,1.76
RB 33 /3 [BRA],,BEKAD1,intense anthocyanin,slight anthocyanin,6.86,2.43,47.0,1.61
RB 39 [BRA],,BEKAD1,intense anthocyanin,intense anthocyanin,6.78,2.09,46.0,1.89
RB 46 [BRA],,BEKAD1,intense anthocyanin,slight anthocyanin,5.99,1.91,43.0,1.71
RB 49 [BRA],,BEKAD1,intense anthocyanin,moderate anthocyanin,7.74,2.57,48.0,1.86
REDAMEL 1 /27,,BEKAD1,slight anthocyanin,anthocyanin absent,7.48,2.89,39.0,1.63
REDAMEL 1 /30,,BEKAD1,slight anthocyanin,slight anthocyanin,7.19,2.64,43.0,2.15
REDAMEL 1 /31,,BEKAD1,slight anthocyanin,slight anthocyanin,7.13,2.85,47.0,1.93
RIM 101 [MEX],,BEKAD1,anthocyanin absent,anthocyanin absent,7.54,2.63,37.0,2.2
