Clone name,Shape,Basal constriction,Apex form,Rugosity,Furrow desc,Length,Breadth,Colour,Hardness,Info
PA 184 [PER],obovate,slight,mammillate,slight,paired and wide separation,134.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 185 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,140.0,70.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 186 [PER],elliptical,moderate,indented,moderate,paired and intermediate separation,159.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 187 [PER],elliptical,moderate,acute,intense,paired and wide separation,200.0,91.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 188 [PER],obovate,moderate,rounded,slight,paired and wide separation,147.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 189 [PER],elliptical,moderate,obtuse,slight,paired and intermediate separation,171.0,83.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 191 [PER],elliptical,strong,obtuse,moderate,paired and intermediate separation,195.0,87.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 194 [PER],elliptical,moderate,mammillate,slight,paired and wide separation,148.0,78.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 195 [PER],oblong,strong,obtuse,intense,paired and intermediate separation,193.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 196 [PER],elliptical,strong,mammillate,slight,paired and wide separation,143.0,74.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 2 [PER],elliptical,moderate,indented,moderate,paired and intermediate separation,173.0,82.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 2 /72 [PER],obovate,moderate,acute,moderate,paired and intermediate separation,141.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 20 [PER],elliptical,strong,acute,slight,paired and intermediate separation,157.0,88.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 200 [PER],elliptical,strong,obtuse,moderate,paired and wide separation,165.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 202 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,171.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 203 [PER],elliptical,moderate,indented,slight,paired and slight separation,174.0,87.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 205 [PER],elliptical,moderate,acute,moderate,paired and intermediate separation,183.0,91.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 207 [PER],elliptical,strong,acute,moderate,paired and wide separation,137.0,71.0,anthocyanin absent,-,-
PA 211 [PER],obovate,moderate,acute,slight,paired and intermediate separation,177.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 218 [PER],oblong,strong,acute,intense,paired and intermediate separation,188.0,68.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 24 [PER],elliptical,strong,acute,intense,paired and intermediate separation,180.0,76.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 27 [PER],elliptical,strong,mammillate,slight,paired and wide separation,136.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 271 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,160.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 272 [PER],obovate,moderate,mammillate,slight,paired and intermediate separation,141.0,80.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 279 [PER],oblong,strong,attenuate,intense,paired and slight separation,190.0,73.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 288 [PER],elliptical,strong,attenuate,slight,paired and intermediate separation,167.0,66.0,anthocyanin absent,-,-
PA 289 [PER],elliptical,moderate,acute,moderate,paired and wide separation,174.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 29 [PER],elliptical,moderate,acute,moderate,paired and wide separation,154.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 291 [PER],obovate,slight,obtuse,slight,paired and intermediate separation,131.0,77.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 293 [PER],elliptical,strong,acute,moderate,paired and wide separation,148.0,76.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 294 [PER],elliptical,moderate,acute,moderate,paired and wide separation,141.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 296 [PER],elliptical,slight,obtuse,slight,paired and intermediate separation,141.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 297 [PER],obovate,moderate,indented,slight,paired and intermediate separation,138.0,86.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 299 [PER],obovate,moderate,indented,slight,paired and wide separation,139.0,73.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 3 [PER],oblong,strong,acute,moderate,paired and intermediate separation,188.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 3 /10 [PER],elliptical,strong,mammillate,slight,paired and wide separation,174.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 30 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,174.0,76.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 300 [PER],oblong,strong,acute,moderate,paired and intermediate separation,222.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 301 [PER],elliptical,strong,obtuse,moderate,paired and intermediate separation,152.0,86.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 303 [PER],obovate,slight,obtuse,slight,paired and intermediate separation,155.0,86.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 310 [PER],elliptical,strong,mammillate,moderate,paired and intermediate separation,159.0,75.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
PA 312 [PER],oblong,strong,attenuate,moderate,paired and intermediate separation,142.0,65.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 32 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,182.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 34 [PER],elliptical,strong,acute,intense,paired and intermediate separation,162.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 37 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,183.0,86.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 39 [PER],elliptical,moderate,acute,moderate,paired and wide separation,146.0,80.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 4 [PER],elliptical,strong,mammillate,moderate,paired and wide separation,171.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 41 [PER],elliptical,strong,acute,slight,paired and intermediate separation,177.0,77.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 44 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,158.0,73.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
PA 45 [PER],elliptical,strong,acute,slight,paired and wide separation,167.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 46 [PER],obovate,moderate,obtuse,slight,paired and intermediate separation,159.0,67.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 48 [PER],obovate,strong,mammillate,intense,paired and wide separation,147.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 49 [PER],elliptical,moderate,obtuse,moderate,paired and intermediate separation,169.0,79.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
PA 5 [PER],elliptical,moderate,indented,slight,paired and intermediate separation,147.0,87.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 51 [PER],elliptical,moderate,acute,moderate,paired and intermediate separation,177.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 52 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,168.0,78.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
PA 53 [PER],oblong,strong,attenuate,moderate,paired and wide separation,178.0,69.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
PA 56 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,167.0,81.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 61 [PER],elliptical,moderate,acute,moderate,paired and intermediate separation,161.0,74.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 63 [PER],elliptical,strong,acute,moderate,paired and wide separation,184.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 65 [PER],obovate,moderate,acute,moderate,paired and wide separation,145.0,82.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 66 [PER],obovate,moderate,obtuse,slight,paired and wide separation,160.0,89.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 67 [PER],elliptical,strong,acute,slight,paired and intermediate separation,162.0,76.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 68 [PER],elliptical,strong,obtuse,moderate,paired and intermediate separation,177.0,78.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 70 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,177.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 71 [PER],elliptical,moderate,acute,slight,paired and intermediate separation,194.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 72 [PER],oblong,strong,attenuate,intense,paired and intermediate separation,188.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 73 [PER],elliptical,strong,obtuse,moderate,paired and intermediate separation,182.0,81.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
PA 81 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,167.0,83.0,anthocyanin absent,-,-
PA 82 [PER],elliptical,moderate,mammillate,moderate,paired and intermediate separation,156.0,73.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 84 [PER],elliptical,strong,acute,moderate,paired and slight separation,155.0,77.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 88 [PER],obovate,strong,obtuse,moderate,paired and wide separation,152.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 90 [PER],elliptical,strong,acute,moderate,paired and intermediate separation,183.0,78.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PA 95 [PER],elliptical,strong,mammillate,intense,paired and wide separation,170.0,77.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
PH 1 /2 [BLZ],elliptical,absent,rounded,slight,paired and wide separation,139.0,85.0,anthocyanin absent,-,-
PH 1 /3 [BLZ],elliptical,slight,obtuse,slight,paired and wide separation,146.0,87.0,anthocyanin absent,-,-
PH 1 /4 [BLZ],elliptical,moderate,obtuse,slight,paired and intermediate separation,128.0,79.0,anthocyanin absent,-,-
PH 1 /5 [BLZ],elliptical,slight,indented,moderate,paired and wide separation,136.0,85.0,anthocyanin absent,-,-
PH 2 /1 [BLZ],elliptical,moderate,obtuse,slight,paired and intermediate separation,134.0,82.0,anthocyanin absent,-,-
PH 2 /2 [BLZ],elliptical,moderate,obtuse,slight,paired and wide separation,155.0,92.0,anthocyanin absent,-,-
PH 2 /3 [BLZ],elliptical,moderate,obtuse,slight,paired and intermediate separation,154.0,91.0,anthocyanin absent,-,-
PH 2 /4 [BLZ],elliptical,moderate,obtuse,slight,paired and intermediate separation,146.0,84.0,anthocyanin absent,-,-
PH 2 /5 [BLZ],elliptical,moderate,obtuse,slight,paired and intermediate separation,139.0,83.0,anthocyanin absent,-,-
PH 2 /8 [BLZ],elliptical,slight,indented,moderate,paired and wide separation,143.0,90.0,anthocyanin absent,-,-
PLAYA ALTA 2 [VEN],elliptical,strong,acute,moderate,paired and wide separation,177.0,84.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
POR 1 [TTO],elliptical,moderate,acute,moderate,paired and wide separation,149.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POR 3 [TTO],obovate,moderate,obtuse,slight,paired and wide separation,156.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 1 /B,obovate,slight,obtuse,moderate,paired and intermediate separation,144.0,68.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
POUND 10 /B,oblong,strong,acute,slight,paired and wide separation,164.0,70.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 10 /C,elliptical,slight,obtuse,slight,paired and intermediate separation,159.0,69.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 12 /A,elliptical,moderate,obtuse,slight,equidistant and intermediate separation,147.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 15 /A,elliptical,moderate,acute,moderate,paired and slight separation,145.0,67.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
POUND 16 /B,elliptical,strong,attenuate,slight,paired and intermediate separation,157.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 18,obovate,slight,acute,moderate,paired and wide separation,188.0,90.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 18 /A,obovate,slight,obtuse,slight,paired and intermediate separation,178.0,90.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 19,elliptical,moderate,indented,slight,paired and intermediate separation,154.0,73.0,anthocyanin absent,-,-
POUND 19 /A,elliptical,strong,indented,slight,paired and intermediate separation,138.0,66.0,anthocyanin absent,-,-
POUND 2 /A,oblong,moderate,obtuse,moderate,paired and intermediate separation,133.6,63.3,anthocyanin absent,-,-
POUND 2 /B,obovate,strong,mammillate,moderate,equidistant and slight separation,152.0,71.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 21 /B,elliptical,slight,indented,moderate,paired and wide separation,150.0,86.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 25 /A,obovate,moderate,obtuse,slight,equidistant and intermediate separation,159.0,70.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 25 /C,elliptical,moderate,mammillate,moderate,paired and intermediate separation,151.0,66.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
POUND 26 /C,elliptical,strong,acute,moderate,paired and intermediate separation,147.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 27 /C,obovate,moderate,mammillate,slight,paired and intermediate separation,144.0,79.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
POUND 31 /A,elliptical,moderate,acute,intense,paired and slight separation,157.0,68.0,anthocyanin absent,soft,Hardness <= 1.6 Mpa
POUND 31 /C,elliptical,moderate,acute,moderate,paired and slight separation,178.0,76.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
POUND 32 /A,obovate,slight,obtuse,slight,paired and intermediate separation,144.0,69.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 4 /A,elliptical,moderate,indented,slight,paired and wide separation,160.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
POUND 5 /B,elliptical,strong,indented,slight,paired and intermediate separation,157.0,69.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 5 /C,elliptical,moderate,acute,slight,paired and intermediate separation,162.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
POUND 7 /A,elliptical,strong,attenuate,moderate,paired and intermediate separation,169.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 7 /B,obovate,slight,obtuse,slight,paired and intermediate separation,163.0,83.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 7 /C,obovate,moderate,obtuse,moderate,paired and intermediate separation,175.0,85.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
POUND 8 /C,elliptical,slight,indented,moderate,paired and wide separation,134.0,70.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
POUND 9 /B,obovate,slight,indented,smooth,paired and intermediate separation,169.0,84.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
RB 29 [BRA],obovate,slight,obtuse,slight,paired and slight separation,123.0,69.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
RB 33 /3 [BRA],obovate,strong,acute,slight,paired and intermediate separation,158.0,77.0,anthocyanin absent,-,-
RB 39 [BRA],oblong,slight,indented,slight,paired and intermediate separation,141.0,73.0,anthocyanin absent,-,-
RB 46 [BRA],elliptical,moderate,acute,moderate,paired and intermediate separation,140.0,72.0,anthocyanin absent,-,-
RB 49 [BRA],elliptical,slight,obtuse,slight,paired and wide separation,139.0,74.0,anthocyanin absent,-,-
REDAMEL 1 /27,orbicular,slight,indented,slight,paired and intermediate separation,112.0,80.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
REDAMEL 1 /30,elliptical,strong,acute,moderate,paired and wide separation,153.0,81.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
REDAMEL 1 /31,obovate,moderate,obtuse,slight,paired and intermediate separation,143.0,74.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
RIM 101 [MEX],elliptical,slight,acute,moderate,paired and slight separation,156.0,76.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
RIM 106 [MEX],oblong,strong,attenuate,intense,paired and slight separation,177.0,69.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
RIM 113 [MEX],oblong,strong,attenuate,intense,paired and intermediate separation,176.0,79.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
RIM 117 [MEX],elliptical,moderate,acute,intense,paired and intermediate separation,196.0,87.0,slight anthocyanin,-,-
RIM 12 [MEX],oblong,strong,attenuate,intense,paired and slight separation,170.0,70.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
RIM 13 [MEX],oblong,strong,attenuate,intense,paired and slight separation,192.0,73.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
RIM 19 [MEX],oblong,strong,attenuate,intense,paired and intermediate separation,194.0,78.0,anthocyanin absent,-,-
RIM 2 [MEX],oblong,strong,attenuate,intense,paired and intermediate separation,163.0,74.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
RIM 23 [MEX],elliptical,slight,obtuse,slight,paired and wide separation,136.0,73.0,anthocyanin absent,-,-
RIM 24 [MEX],oblong,strong,attenuate,intense,paired and slight separation,183.0,75.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
RIM 39 [MEX],elliptical,strong,attenuate,intense,paired and intermediate separation,184.0,72.0,moderate anthocyanin,-,-
RIM 41 [MEX],oblong,strong,attenuate,moderate,paired and intermediate separation,192.0,73.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
RIM 52 [MEX],elliptical,strong,attenuate,intense,paired and intermediate separation,190.0,76.0,anthocyanin absent,-,-
RIM 6 [MEX],oblong,strong,attenuate,intense,paired and slight separation,190.0,77.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
RIM 71 [MEX],oblong,moderate,attenuate,moderate,paired and intermediate separation,194.0,86.0,slight anthocyanin,-,-
RIM 75 [MEX],oblong,strong,attenuate,intense,paired and intermediate separation,206.0,79.0,anthocyanin absent,-,-
RIM 76 [MEX],elliptical,moderate,attenuate,slight,paired and intermediate separation,183.0,85.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
RIM 8 [MEX],oblong,strong,attenuate,intense,paired and slight separation,185.0,75.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
RIM 9 [MEX],oblong,strong,attenuate,intense,paired and intermediate separation,187.0,76.0,anthocyanin absent,-,-
SAN JUAN WSC,oblong,moderate,acute,intense,paired and intermediate separation,189.0,83.0,anthocyanin absent,-,-
SAN MIGUEL 3161 /2 [CHA],elliptical,strong,indented,intense,paired and slight separation,143.0,90.0,anthocyanin absent,-,-
SAN MIGUEL 3360 /2 [CHA],obovate,slight,obtuse,intense,paired and intermediate separation,158.0,78.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SAN MIGUEL 3360 /3 [CHA],elliptical,strong,obtuse,moderate,paired and intermediate separation,132.0,83.0,anthocyanin absent,-,-
SC 1 [COL],elliptical,slight,acute,intense,paired and intermediate separation,184.0,89.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
SC 10 [COL],orbicular,moderate,obtuse,slight,paired and intermediate separation,142.0,93.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SC 11 [COL],elliptical,moderate,acute,moderate,paired and intermediate separation,151.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SC 12 [COL],elliptical,moderate,attenuate,slight,paired and intermediate separation,164.0,85.0,anthocyanin absent,-,-
SC 13 [COL],elliptical,slight,acute,intense,paired and intermediate separation,181.0,85.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SC 17 [COL],elliptical,moderate,acute,slight,paired and intermediate separation,178.0,83.0,slight anthocyanin,-,-
SC 19 [COL],elliptical,moderate,acute,slight,paired and intermediate separation,176.0,90.0,anthocyanin absent,-,-
SC 2 [COL],elliptical,slight,acute,moderate,paired and intermediate separation,182.0,89.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SC 20 [COL],elliptical,slight,acute,slight,paired and intermediate separation,172.0,84.0,moderate anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SC 3 [COL],elliptical,moderate,acute,moderate,paired and intermediate separation,169.0,80.0,intense anthocyanin,-,-
SC 4 [COL],elliptical,moderate,acute,slight,paired and intermediate separation,170.0,81.0,moderate anthocyanin,-,-
SC 5 [COL],elliptical,moderate,acute,slight,paired and intermediate separation,188.0,89.0,slight anthocyanin,-,-
SC 6 [COL],elliptical,moderate,acute,slight,paired and intermediate separation,175.0,84.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
SC 8 [COL],elliptical,moderate,acute,slight,paired and intermediate separation,169.0,80.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SCA 10,elliptical,slight,acute,moderate,paired and slight separation,157.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SCA 11,elliptical,slight,attenuate,slight,paired and intermediate separation,155.0,72.0,anthocyanin absent,-,-
SCA 12,elliptical,moderate,acute,slight,paired and intermediate separation,169.0,82.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SCA 16,elliptical,strong,acute,slight,paired and wide separation,153.0,74.0,anthocyanin absent,-,-
SCA 19,elliptical,moderate,acute,moderate,paired and intermediate separation,153.0,76.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SCA 20,elliptical,moderate,mammillate,moderate,paired and wide separation,158.0,77.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SCA 23,elliptical,moderate,indented,moderate,paired and intermediate separation,121.0,71.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SCA 24,elliptical,slight,indented,moderate,paired and intermediate separation,139.0,68.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SCA 3,elliptical,slight,attenuate,intense,paired and intermediate separation,171.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SCA 5,elliptical,moderate,acute,moderate,paired and intermediate separation,163.0,60.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SCA 6,oblong,moderate,attenuate,slight,paired and intermediate separation,157.0,64.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SCA 7,oblong,moderate,attenuate,moderate,paired and slight separation,160.0,63.0,anthocyanin absent,-,-
SCA 9,elliptical,moderate,acute,slight,paired and intermediate separation,161.0,87.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SD 1 /6,obovate,moderate,indented,slight,paired and intermediate separation,175.0,96.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SI 10 /1,elliptical,strong,acute,moderate,paired and intermediate separation,175.0,86.0,anthocyanin absent,-,-
SI 12 /4,oblong,strong,acute,slight,paired and intermediate separation,188.0,78.0,anthocyanin absent,-,-
SI 17 /1,elliptical,slight,obtuse,slight,paired and wide separation,127.0,77.0,anthocyanin absent,-,-
SI 22 /3,elliptical,slight,attenuate,smooth,paired and wide separation,171.0,79.0,anthocyanin absent,-,-
SI 32 /1,oblong,slight,obtuse,slight,paired and wide separation,137.0,79.0,anthocyanin absent,-,-
SI 35 /3,elliptical,moderate,acute,slight,paired and intermediate separation,175.0,79.0,anthocyanin absent,-,-
SI 40 /6,oblong,absent,acute,smooth,paired and wide separation,148.0,76.0,anthocyanin absent,-,-
SI 45 /2,elliptical,strong,indented,slight,paired and intermediate separation,178.0,83.0,anthocyanin absent,-,-
SI 46 /2,oblong,strong,acute,moderate,paired and wide separation,157.8,72.8,anthocyanin absent,-,-
SI 48 /3,elliptical,moderate,indented,moderate,paired and intermediate separation,164.0,80.0,anthocyanin absent,-,-
SI 48 /4,elliptical,slight,indented,moderate,paired and wide separation,132.9,76.5,anthocyanin absent,-,-
SI 66 /1,elliptical,moderate,indented,slight,paired and intermediate separation,168.0,81.0,anthocyanin absent,-,-
SIAL 330,oblong,slight,mammillate,slight,paired and wide separation,136.0,89.0,anthocyanin absent,-,-
SIAL 339,obovate,slight,obtuse,slight,paired and wide separation,142.0,88.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SIAL 44,elliptical,moderate,obtuse,slight,paired and wide separation,151.0,81.0,anthocyanin absent,-,-
SIC 5,orbicular,slight,rounded,slight,paired and wide separation,107.0,83.0,anthocyanin absent,-,-
SILECIA 8 [ECU],elliptical,slight,obtuse,moderate,paired and intermediate separation,191.0,84.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
SJ 1 /1 [POU],elliptical,moderate,indented,moderate,paired and intermediate separation,156.0,89.0,slight anthocyanin,hard,Hardness > 2.0 Mpa
SJ 1 /11 [POU],obovate,strong,indented,moderate,paired and intermediate separation,157.0,87.0,slight anthocyanin,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 1 /18 [POU],obovate,slight,indented,moderate,paired and intermediate separation,142.0,87.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
SJ 1 /19 [POU],elliptical,strong,acute,intense,paired and intermediate separation,191.0,84.0,intense anthocyanin,hard,Hardness > 2.0 Mpa
SJ 1 /26 [POU],oblong,strong,indented,moderate,paired and slight separation,167.0,86.0,anthocyanin absent,-,-
SJ 1 /27 [POU],elliptical,moderate,obtuse,intense,paired and intermediate separation,175.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
SJ 1 /28 [POU],elliptical,moderate,indented,moderate,paired and intermediate separation,155.0,97.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SJ 1 /29 [POU],elliptical,slight,indented,slight,paired and intermediate separation,146.0,76.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SJ 1 /3 [POU],elliptical,strong,indented,slight,paired and intermediate separation,161.0,92.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SJ 1 /33 [POU],elliptical,strong,obtuse,slight,paired and wide separation,136.0,75.0,anthocyanin absent,-,-
SJ 1 /34 [POU],elliptical,moderate,obtuse,moderate,paired and intermediate separation,156.0,89.0,slight anthocyanin,-,-
SJ 1 /37 [POU],obovate,strong,indented,slight,paired and wide separation,158.0,89.0,moderate anthocyanin,hard,Hardness > 2.0 Mpa
SJ 1 /39 [POU],obovate,moderate,indented,moderate,paired and intermediate separation,175.0,101.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
SJ 1 /4 [POU],elliptical,strong,indented,slight,paired and intermediate separation,166.0,81.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
