Clone name,Shape,Basal constriction,Apex form,Rugosity,Furrow desc,Length,Breadth,Colour,Hardness,Info
NA 507,elliptical,slight,mammillate,moderate,paired and intermediate separation,128.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
NA 519,elliptical,moderate,indented,moderate,paired and intermediate separation,134.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
NA 528,obovate,slight,obtuse,smooth,paired and intermediate separation,148.0,79.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
NA 534,elliptical,strong,acute,moderate,paired and wide separation,179.0,81.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
NA 540,elliptical,strong,acute,slight,paired and intermediate separation,159.0,74.0,moderate anthocyanin,-,-
NA 58,elliptical,moderate,indented,intense,paired and intermediate separation,138.0,70.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
NA 61,elliptical,slight,indented,slight,paired and intermediate separation,127.0,66.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
NA 62,obovate,slight,indented,slight,paired and wide separation,139.0,76.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
NA 66,elliptical,moderate,mammillate,slight,paired and slight separation,133.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
NA 669,elliptical,moderate,obtuse,slight,paired and intermediate separation,133.0,68.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
NA 670,elliptical,moderate,indented,moderate,paired and wide separation,146.0,74.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
NA 672,obovate,moderate,obtuse,moderate,paired and wide separation,155.0,75.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
NA 674,elliptical,slight,indented,slight,paired and intermediate separation,148.0,80.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
NA 68,oblong,strong,attenuate,intense,paired and intermediate separation,176.0,72.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
NA 680,elliptical,slight,indented,slight,paired and intermediate separation,154.0,83.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
NA 681,oblong,moderate,acute,slight,paired and intermediate separation,182.0,88.0,anthocyanin absent,-,-
NA 685,elliptical,moderate,obtuse,moderate,paired and intermediate separation,161.0,75.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
NA 686,elliptical,moderate,acute,slight,paired and slight separation,156.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
NA 687,oblong,moderate,indented,moderate,paired and slight separation,152.0,69.0,anthocyanin absent,moderate,Hardness > 1.6 and <= 2.0 Mpa
NA 689,elliptical,moderate,mammillate,moderate,paired and wide separation,157.0,75.0,anthocyanin absent,hard,Hardness > 2.0 Mpa
NA 692,elliptical,moderate,obtuse,moderate,paired and slight separation,165.0,87.0,anthocyanin absent,-,-
