Clone name,Colour
LP 3 /2 [POU],moderate anthocyanin
LP 3 /20 [POU],moderate anthocyanin
LP 3 /25 [POU],slight anthocyanin
LP 3 /29 [POU],slight anthocyanin
LP 3 /3 [POU],slight anthocyanin
LP 3 /34 [POU],moderate anthocyanin
LP 3 /35 [POU],moderate anthocyanin
LP 3 /38 [POU],moderate anthocyanin
LP 3 /4 [POU],slight anthocyanin
LP 3 /40 [POU],slight anthocyanin
LP 3 /45 [POU],slight anthocyanin
LP 3 /48 [POU],moderate anthocyanin
LP 3 /5 [POU],moderate anthocyanin
LP 4 /1 [POU],slight anthocyanin
LP 4 /10 [POU],slight anthocyanin
LP 4 /12 [POU],slight anthocyanin
LP 4 /13 [POU],moderate anthocyanin
LP 4 /15 [POU],slight anthocyanin
LP 4 /18 [POU],slight anthocyanin
LP 4 /19 [POU],slight anthocyanin
LP 4 /2 [POU],moderate anthocyanin
LP 4 /20 [POU],slight anthocyanin
LP 4 /24 [POU],slight anthocyanin
LP 4 /25 [POU],slight anthocyanin
LP 4 /3 [POU],slight anthocyanin
LP 4 /30 [POU],slight anthocyanin
LP 4 /32 [POU],moderate anthocyanin
LP 4 /37 [POU],slight anthocyanin
LP 4 /38 [POU],anthocyanin absent
LP 4 /39 [POU],slight anthocyanin
LP 4 /4 [POU],slight anthocyanin
LP 4 /40 [POU],slight anthocyanin
LP 4 /41 [POU],slight anthocyanin
LP 4 /43 [POU],slight anthocyanin
LP 4 /45 [POU],slight anthocyanin
LP 4 /48 [POU],slight anthocyanin
LP 4 /5 [POU],moderate anthocyanin
LP 4 /52 [POU],slight anthocyanin
LP 4 /7 [POU],slight anthocyanin
LP 4 /8 [POU],moderate anthocyanin
LP 5 /1 [POU],slight anthocyanin
LP 5 /11 [POU],anthocyanin absent
LP 5 /14 [POU],intense anthocyanin
LP 5 /19 [POU],intense anthocyanin
LP 5 /2 [POU],slight anthocyanin
LP 5 /22 [POU],slight anthocyanin
LP 5 /23 [POU],moderate anthocyanin
LP 5 /3 [POU],intense anthocyanin
LP 5 /8 [POU],intense anthocyanin
LP 6 /12 [POU],moderate anthocyanin
LP 6 /14 [POU],moderate anthocyanin
LP 6 /19 [POU],slight anthocyanin
LP 6 /21 [POU],slight anthocyanin
LP 6 /24 [POU],intense anthocyanin
LP 6 /6 [POU],slight anthocyanin
LP 6 /7 [POU],intense anthocyanin
LV 10 [POU],slight anthocyanin
LV 14 [POU],slight anthocyanin
LV 17 [POU],slight anthocyanin
LV 2 [POU],slight anthocyanin
LV 20 [POU],moderate anthocyanin
LV 22 [POU],moderate anthocyanin
LV 27 [POU],anthocyanin absent
LV 28 [POU],slight anthocyanin
LV 31 [POU],slight anthocyanin
LV 33 [POU],intense anthocyanin
LV 36 [POU],slight anthocyanin
LV 37 [POU],moderate anthocyanin
LV 6 [POU],moderate anthocyanin
LV 9 [POU],intense anthocyanin
LX 1,slight anthocyanin
LX 10,slight anthocyanin
LX 16,slight anthocyanin
LX 17,slight anthocyanin
LX 18,moderate anthocyanin
LX 2,anthocyanin absent
LX 20,moderate anthocyanin
LX 24,moderate anthocyanin
LX 25,slight anthocyanin
LX 28,intense anthocyanin
LX 31,moderate anthocyanin
LX 32,intense anthocyanin
LX 38,intense anthocyanin
LX 39,moderate anthocyanin
LX 41,moderate anthocyanin
LX 43,moderate anthocyanin
LX 44,slight anthocyanin
LX 45,intense anthocyanin
LX 47,slight anthocyanin
LX 48,slight anthocyanin
LX 49,intense anthocyanin
LX 50,slight anthocyanin
LX 53,slight anthocyanin
LX 6,moderate anthocyanin
LZ 11,intense anthocyanin
LZ 13,slight anthocyanin
LZ 17,moderate anthocyanin
LZ 2,intense anthocyanin
LZ 33,slight anthocyanin
LZ 4,anthocyanin absent
LZ 5,intense anthocyanin
LZ 7,slight anthocyanin
LZ 8,slight anthocyanin
LZ 9,moderate anthocyanin
M 116 [ICT],moderate anthocyanin
M 137 [ICT],moderate anthocyanin
M 252 [ICT],slight anthocyanin
M 33 [ICT],slight anthocyanin
M 8 [SUR],moderate anthocyanin
MA 12 [BRA],moderate anthocyanin
MACAS 2 /5600,slight anthocyanin
MAN 15 /2 [BRA],intense anthocyanin
MAN 15 /60 [BRA],moderate anthocyanin
MAR 1,moderate anthocyanin
MAR 10,intense anthocyanin
MAR 11,intense anthocyanin
MAR 12,moderate anthocyanin
MAR 13,moderate anthocyanin
MAR 14,intense anthocyanin
MAR 17,moderate anthocyanin
MAR 19,slight anthocyanin
MAR 20,intense anthocyanin
MAR 21,moderate anthocyanin
MAR 22,moderate anthocyanin
MAR 3,moderate anthocyanin
MAR 9,moderate anthocyanin
MARPER 18,slight anthocyanin
MARPER 19,moderate anthocyanin
MARPER 22,slight anthocyanin
MARPER 23,moderate anthocyanin
MARPER 25,intense anthocyanin
MARPER 27,moderate anthocyanin
MARPER 28,intense anthocyanin
MARPER 29,intense anthocyanin
MARPER 31,moderate anthocyanin
MARPER 33,intense anthocyanin
MARPER 34,intense anthocyanin
MARPER 35,moderate anthocyanin
MARPER 37,intense anthocyanin
MARPER 38,intense anthocyanin
MARPER 42,moderate anthocyanin
MARPER 43,moderate anthocyanin
MARPER 45,intense anthocyanin
MARPER 46,moderate anthocyanin
MARPER 49,moderate anthocyanin
MARPER 5,slight anthocyanin
MARPER 50,intense anthocyanin
MARPER 51,moderate anthocyanin
MARPER 52,intense anthocyanin
MARPER 53,intense anthocyanin
MARPER 54,moderate anthocyanin
MARPER 55,intense anthocyanin
MARPER 9,intense anthocyanin
MATINA 1 /4,moderate anthocyanin
MATINA 1 /7,intense anthocyanin
MATINA 2 /8,slight anthocyanin
MO 109,anthocyanin absent
MO 118,moderate anthocyanin
MO 121,moderate anthocyanin
MO 125,moderate anthocyanin
MO 126,slight anthocyanin
MO 129,intense anthocyanin
MO 14,intense anthocyanin
MO 17,slight anthocyanin
MO 20,anthocyanin absent
MO 3,moderate anthocyanin
MO 4,slight anthocyanin
MO 523,moderate anthocyanin
MO 76,slight anthocyanin
MO 80,slight anthocyanin
MO 81,intense anthocyanin
MO 82,slight anthocyanin
MO 83,slight anthocyanin
MO 84,moderate anthocyanin
MO 87,moderate anthocyanin
MO 9,slight anthocyanin
MO 90,slight anthocyanin
MO 96,moderate anthocyanin
MO 99,intense anthocyanin
MOCO 1 /12,slight anthocyanin
MOQ 1 /1,moderate anthocyanin
MOQ 1 /11,intense anthocyanin
MOQ 1 /2,moderate anthocyanin
MOQ 1 /20,slight anthocyanin
MOQ 1 /21,moderate anthocyanin
MOQ 1 /22,moderate anthocyanin
MOQ 1 /24,moderate anthocyanin
MOQ 1 /25,slight anthocyanin
MOQ 1 /5,moderate anthocyanin
MOQ 1 /6,moderate anthocyanin
MOQ 2 /1,slight anthocyanin
MOQ 2 /10,slight anthocyanin
MOQ 2 /11,moderate anthocyanin
MOQ 2 /16,moderate anthocyanin
MOQ 2 /17,slight anthocyanin
MOQ 2 /18,slight anthocyanin
MOQ 2 /22,slight anthocyanin
MOQ 2 /23,moderate anthocyanin
MOQ 2 /26,slight anthocyanin
MOQ 2 /28,slight anthocyanin
MOQ 2 /29,moderate anthocyanin
MOQ 2 /30,moderate anthocyanin
MOQ 2 /35,slight anthocyanin
MOQ 2 /36,intense anthocyanin
MOQ 2 /37,slight anthocyanin
MOQ 2 /4,slight anthocyanin
MOQ 2 /6,slight anthocyanin
MOQ 2 /8,slight anthocyanin
MOQ 3 /1,moderate anthocyanin
MOQ 3 /10,slight anthocyanin
MOQ 3 /11,moderate anthocyanin
MOQ 3 /12,intense anthocyanin
MOQ 3 /16,intense anthocyanin
MOQ 3 /19,moderate anthocyanin
MOQ 3 /19,moderate anthocyanin
MOQ 3 /20,intense anthocyanin
MOQ 3 /22,moderate anthocyanin
MOQ 3 /8,moderate anthocyanin
MOQ 4 /13,moderate anthocyanin
MOQ 4 /15,moderate anthocyanin
MOQ 4 /16,moderate anthocyanin
MOQ 4 /17,moderate anthocyanin
MOQ 4 /2,intense anthocyanin
MOQ 4 /20,slight anthocyanin
MOQ 4 /21,slight anthocyanin
MOQ 4 /23,intense anthocyanin
MOQ 4 /25,slight anthocyanin
MOQ 4 /4,moderate anthocyanin
MOQ 4 /5,intense anthocyanin
MOQ 4 /6,slight anthocyanin
MOQ 5 /1,moderate anthocyanin
MOQ 5 /12,slight anthocyanin
MOQ 5 /18,moderate anthocyanin
MOQ 5 /21,intense anthocyanin
MOQ 5 /23,intense anthocyanin
MOQ 5 /28,moderate anthocyanin
MOQ 5 /29,intense anthocyanin
MOQ 5 /34,intense anthocyanin
MOQ 5 /35,anthocyanin absent
MOQ 5 /5,slight anthocyanin
MOQ 6 /10,slight anthocyanin
MOQ 6 /102,intense anthocyanin
MOQ 6 /104,slight anthocyanin
MOQ 6 /107,moderate anthocyanin
MOQ 6 /108,intense anthocyanin
MOQ 6 /109,slight anthocyanin
MOQ 6 /11,moderate anthocyanin
MOQ 6 /110,slight anthocyanin
MOQ 6 /113,anthocyanin absent
MOQ 6 /19,moderate anthocyanin
MOQ 6 /28,slight anthocyanin
MOQ 6 /29,intense anthocyanin
MOQ 6 /30,slight anthocyanin
MOQ 6 /33,slight anthocyanin
MOQ 6 /34,intense anthocyanin
MOQ 6 /36,intense anthocyanin
MOQ 6 /41,moderate anthocyanin
MOQ 6 /44,slight anthocyanin
MOQ 6 /46,slight anthocyanin
MOQ 6 /5,moderate anthocyanin
MOQ 6 /52,anthocyanin absent
MOQ 6 /54,moderate anthocyanin
MOQ 6 /55,moderate anthocyanin
MOQ 6 /6,moderate anthocyanin
MOQ 6 /66,slight anthocyanin
MOQ 6 /67,slight anthocyanin
MOQ 6 /68,intense anthocyanin
MOQ 6 /70,anthocyanin absent
MOQ 6 /72,moderate anthocyanin
MOQ 6 /73,intense anthocyanin
MOQ 6 /77,moderate anthocyanin
MOQ 6 /82,moderate anthocyanin
MOQ 6 /85,intense anthocyanin
MOQ 6 /87,slight anthocyanin
MOQ 6 /88,slight anthocyanin
MOQ 6 /91,anthocyanin absent
MOQ 6 /92,slight anthocyanin
MOQ 6 /93,moderate anthocyanin
MOQ 6 /95,slight anthocyanin
MOQ 6 /96,slight anthocyanin
MOQ 6 /97,intense anthocyanin
MOQ 6 /99,slight anthocyanin
MORALES 2 /2,intense anthocyanin
MOTOLO 5665,moderate anthocyanin
MX 14 /20 [TTO],moderate anthocyanin
MX 14 /6 [TTO],slight anthocyanin
MXC 67,intense anthocyanin
NA 1,moderate anthocyanin
NA 1 /19,slight anthocyanin
NA 104,slight anthocyanin
NA 106,intense anthocyanin
NA 110,moderate anthocyanin
NA 111,moderate anthocyanin
NA 112,anthocyanin absent
NA 113,slight anthocyanin
NA 114,slight anthocyanin
NA 118,moderate anthocyanin
NA 119,moderate anthocyanin
NA 12,moderate anthocyanin
NA 120,intense anthocyanin
NA 127,slight anthocyanin
NA 129,intense anthocyanin
NA 13,anthocyanin absent
NA 137,slight anthocyanin
NA 14,slight anthocyanin
NA 140,moderate anthocyanin
NA 141,slight anthocyanin
NA 142,intense anthocyanin
NA 144,slight anthocyanin
NA 145,slight anthocyanin
NA 149,slight anthocyanin
NA 151,intense anthocyanin
NA 154,anthocyanin absent
NA 155,slight anthocyanin
NA 156,intense anthocyanin
NA 157,moderate anthocyanin
NA 159,slight anthocyanin
NA 16,slight anthocyanin
NA 168,slight anthocyanin
NA 170,slight anthocyanin
NA 176,slight anthocyanin
NA 178,slight anthocyanin
NA 179,slight anthocyanin
NA 181,moderate anthocyanin
NA 183,moderate anthocyanin
NA 184,moderate anthocyanin
NA 186,slight anthocyanin
NA 187,slight anthocyanin
NA 189,moderate anthocyanin
NA 19,slight anthocyanin
NA 191,slight anthocyanin
NA 194,slight anthocyanin
NA 20,intense anthocyanin
NA 204,anthocyanin absent
NA 206,slight anthocyanin
NA 21,moderate anthocyanin
NA 214,slight anthocyanin
NA 217,slight anthocyanin
NA 226,moderate anthocyanin
NA 227,moderate anthocyanin
NA 228,slight anthocyanin
NA 229,moderate anthocyanin
NA 230,anthocyanin absent
NA 232,slight anthocyanin
NA 235,slight anthocyanin
NA 236,slight anthocyanin
NA 241,slight anthocyanin
NA 242,intense anthocyanin
NA 244,slight anthocyanin
NA 246,slight anthocyanin
NA 251,slight anthocyanin
NA 254,intense anthocyanin
NA 256,moderate anthocyanin
NA 26,moderate anthocyanin
NA 260,intense anthocyanin
NA 266,intense anthocyanin
NA 268,slight anthocyanin
NA 271,moderate anthocyanin
NA 277,moderate anthocyanin
NA 279,slight anthocyanin
NA 280,intense anthocyanin
NA 283,slight anthocyanin
NA 286,slight anthocyanin
NA 289,moderate anthocyanin
NA 3,intense anthocyanin
NA 30,intense anthocyanin
NA 300,slight anthocyanin
NA 311,moderate anthocyanin
NA 312,moderate anthocyanin
NA 319,moderate anthocyanin
NA 32,moderate anthocyanin
NA 320,moderate anthocyanin
NA 322,intense anthocyanin
NA 326,moderate anthocyanin
NA 327,intense anthocyanin
NA 329,intense anthocyanin
NA 33,intense anthocyanin
NA 331,slight anthocyanin
NA 335,slight anthocyanin
NA 337,slight anthocyanin
NA 339,intense anthocyanin
NA 34,slight anthocyanin
NA 342,slight anthocyanin
NA 358,slight anthocyanin
NA 359,slight anthocyanin
NA 368,intense anthocyanin
NA 370,moderate anthocyanin
NA 371,slight anthocyanin
NA 372,moderate anthocyanin
NA 387,moderate anthocyanin
NA 39,slight anthocyanin
NA 395,moderate anthocyanin
NA 399,slight anthocyanin
NA 40,anthocyanin absent
NA 406,moderate anthocyanin
NA 409,moderate anthocyanin
NA 423,moderate anthocyanin
NA 427,moderate anthocyanin
NA 43,moderate anthocyanin
NA 432,moderate anthocyanin
NA 435,moderate anthocyanin
NA 444,moderate anthocyanin
NA 45,moderate anthocyanin
NA 46,moderate anthocyanin
NA 462,slight anthocyanin
NA 47,moderate anthocyanin
NA 471,intense anthocyanin
NA 475,slight anthocyanin
NA 479,moderate anthocyanin
NA 48,intense anthocyanin
NA 49,intense anthocyanin
NA 502,slight anthocyanin
NA 504,moderate anthocyanin
NA 507,slight anthocyanin
NA 519,slight anthocyanin
NA 528,slight anthocyanin
NA 534,moderate anthocyanin
NA 540,slight anthocyanin
NA 58,slight anthocyanin
NA 61,slight anthocyanin
NA 62,slight anthocyanin
NA 66,moderate anthocyanin
NA 669,slight anthocyanin
NA 670,moderate anthocyanin
NA 672,slight anthocyanin
NA 673,slight anthocyanin
NA 674,intense anthocyanin
NA 675,slight anthocyanin
NA 678,moderate anthocyanin
NA 68,intense anthocyanin
NA 680,slight anthocyanin
NA 681,slight anthocyanin
NA 685,slight anthocyanin
NA 686,moderate anthocyanin
NA 687,intense anthocyanin
NA 689,moderate anthocyanin
NA 69,moderate anthocyanin
NA 691,intense anthocyanin
NA 692,moderate anthocyanin
NA 694,moderate anthocyanin
NA 697,intense anthocyanin
NA 70,anthocyanin absent
NA 702,slight anthocyanin
NA 705,moderate anthocyanin
NA 706,slight anthocyanin
NA 708,slight anthocyanin
NA 71,moderate anthocyanin
NA 710,intense anthocyanin
NA 711,moderate anthocyanin
NA 712,slight anthocyanin
NA 713,slight anthocyanin
NA 715,slight anthocyanin
NA 717,slight anthocyanin
NA 718,moderate anthocyanin
NA 719,moderate anthocyanin
NA 720,moderate anthocyanin
NA 721,slight anthocyanin
NA 724,moderate anthocyanin
NA 725,slight anthocyanin
NA 726,moderate anthocyanin
NA 728,slight anthocyanin
NA 730,slight anthocyanin
NA 732,anthocyanin absent
NA 733,slight anthocyanin
NA 734,moderate anthocyanin
NA 738,moderate anthocyanin
NA 739,moderate anthocyanin
NA 74,intense anthocyanin
NA 746,moderate anthocyanin
NA 747,intense anthocyanin
NA 750,moderate anthocyanin
NA 753,moderate anthocyanin
NA 756,moderate anthocyanin
NA 758,moderate anthocyanin
NA 759,moderate anthocyanin
NA 763,intense anthocyanin
NA 764,intense anthocyanin
NA 766,slight anthocyanin
NA 770,intense anthocyanin
NA 771,slight anthocyanin
NA 773,moderate anthocyanin
NA 780,slight anthocyanin
NA 782,intense anthocyanin
NA 79,moderate anthocyanin
NA 794,anthocyanin absent
NA 796,slight anthocyanin
NA 8,slight anthocyanin
NA 802,anthocyanin absent
NA 804,moderate anthocyanin
NA 807,moderate anthocyanin
NA 81,moderate anthocyanin
NA 824,slight anthocyanin
NA 831,slight anthocyanin
NA 833,slight anthocyanin
NA 835,intense anthocyanin
NA 84,slight anthocyanin
NA 841,slight anthocyanin
NA 847,slight anthocyanin
NA 851,slight anthocyanin
NA 86,slight anthocyanin
NA 860,moderate anthocyanin
NA 867,slight anthocyanin
NA 87,slight anthocyanin
NA 876,moderate anthocyanin
NA 877,moderate anthocyanin
NA 888,slight anthocyanin
NA 90,slight anthocyanin
NA 904,intense anthocyanin
NA 91 /6,slight anthocyanin
NA 916,intense anthocyanin
NA 92,slight anthocyanin
NA 929,moderate anthocyanin
NA 935,anthocyanin absent
NA 937,intense anthocyanin
NA 95,slight anthocyanin
NA 961,moderate anthocyanin
NA 98,moderate anthocyanin
NAPO 2 [CHA],moderate anthocyanin
NAPO 3 [CHA],intense anthocyanin
NAPO 34 [CHA],intense anthocyanin
NG 3,intense anthocyanin
OC 61 [VEN],slight anthocyanin
PA 1 [PER],intense anthocyanin
PA 105 [PER],moderate anthocyanin
PA 107 [PER],intense anthocyanin
PA 109 [PER],intense anthocyanin
PA 113 [PER],moderate anthocyanin
PA 114 [PER],slight anthocyanin
PA 115 [PER],slight anthocyanin
PA 118 [PER],slight anthocyanin
PA 12 [PER],intense anthocyanin
PA 120 [PER],moderate anthocyanin
PA 121 [PER],slight anthocyanin
PA 123 [PER],slight anthocyanin
PA 124 [PER],slight anthocyanin
PA 125 [PER],slight anthocyanin
PA 126 [PER],anthocyanin absent
PA 128 [PER],intense anthocyanin
PA 13 [PER],anthocyanin absent
PA 132 [PER],slight anthocyanin
PA 134 [PER],moderate anthocyanin
PA 135 [PER],intense anthocyanin
PA 136 [PER],slight anthocyanin
PA 137 [PER],moderate anthocyanin
PA 139 [PER],moderate anthocyanin
PA 140 [PER],moderate anthocyanin
PA 141 [PER],moderate anthocyanin
PA 143 [PER],slight anthocyanin
PA 149 [PER],moderate anthocyanin
PA 15 [PER],anthocyanin absent
PA 150 [PER],anthocyanin absent
PA 151 [PER],slight anthocyanin
PA 152 [PER],slight anthocyanin
PA 156 [PER],moderate anthocyanin
PA 157 [PER],moderate anthocyanin
PA 16 [PER],moderate anthocyanin
PA 165 [PER],moderate anthocyanin
PA 167 [PER],intense anthocyanin
PA 168 [PER],intense anthocyanin
PA 169 [PER],slight anthocyanin
PA 171 [PER],anthocyanin absent
PA 173 [PER],slight anthocyanin
PA 175 [PER],slight anthocyanin
PA 176 [PER],moderate anthocyanin
PA 179 [PER],moderate anthocyanin
PA 18 [PER],slight anthocyanin
PA 184 [PER],slight anthocyanin
PA 185 [PER],anthocyanin absent
PA 186 [PER],slight anthocyanin
PA 187 [PER],slight anthocyanin
PA 188 [PER],moderate anthocyanin
PA 189 [PER],slight anthocyanin
PA 191 [PER],slight anthocyanin
PA 194 [PER],moderate anthocyanin
PA 195 [PER],slight anthocyanin
PA 196 [PER],slight anthocyanin
PA 2 [PER],anthocyanin absent
PA 2 /72 [PER],intense anthocyanin
PA 20 [PER],slight anthocyanin
PA 200 [PER],slight anthocyanin
PA 202 [PER],moderate anthocyanin
PA 203 [PER],moderate anthocyanin
PA 205 [PER],slight anthocyanin
PA 207 [PER],slight anthocyanin
PA 211 [PER],slight anthocyanin
PA 218 [PER],anthocyanin absent
PA 24 [PER],moderate anthocyanin
PA 246 [BRA],intense anthocyanin
PA 27 [PER],slight anthocyanin
PA 271 [PER],slight anthocyanin
PA 272 [PER],intense anthocyanin
PA 275 [PER],anthocyanin absent
PA 279 [PER],moderate anthocyanin
PA 288 [PER],moderate anthocyanin
PA 289 [PER],slight anthocyanin
PA 29 [PER],moderate anthocyanin
PA 291 [PER],anthocyanin absent
PA 293 [PER],slight anthocyanin
PA 294 [PER],moderate anthocyanin
PA 296 [PER],moderate anthocyanin
PA 297 [PER],anthocyanin absent
PA 299 [PER],moderate anthocyanin
PA 3 [PER],moderate anthocyanin
PA 3 /10 [PER],intense anthocyanin
PA 30 [PER],anthocyanin absent
PA 300 [PER],slight anthocyanin
PA 301 [PER],moderate anthocyanin
PA 303 [PER],anthocyanin absent
PA 306 [PER],moderate anthocyanin
PA 310 [PER],slight anthocyanin
PA 312 [PER],moderate anthocyanin
PA 32 [PER],intense anthocyanin
PA 34 [PER],moderate anthocyanin
PA 345 [PER],moderate anthocyanin
PA 35 [PER],intense anthocyanin
PA 37 [PER],anthocyanin absent
PA 39 [PER],moderate anthocyanin
PA 4 [PER],moderate anthocyanin
PA 41 [PER],moderate anthocyanin
PA 44 [PER],anthocyanin absent
PA 45 [PER],intense anthocyanin
PA 46 [PER],moderate anthocyanin
PA 48 [PER],slight anthocyanin
PA 49 [PER],moderate anthocyanin
PA 5 [PER],slight anthocyanin
PA 51 [PER],anthocyanin absent
PA 52 [PER],moderate anthocyanin
PA 53 [PER],slight anthocyanin
PA 56 [PER],slight anthocyanin
PA 61 [PER],intense anthocyanin
PA 63 [PER],slight anthocyanin
PA 65 [PER],slight anthocyanin
PA 66 [PER],moderate anthocyanin
PA 67 [PER],slight anthocyanin
PA 68 [PER],slight anthocyanin
PA 7 [PER],moderate anthocyanin
PA 70 [PER],slight anthocyanin
PA 71 [PER],slight anthocyanin
PA 72 [PER],anthocyanin absent
PA 73 [PER],intense anthocyanin
PA 81 [PER],slight anthocyanin
PA 82 [PER],anthocyanin absent
PA 84 [PER],anthocyanin absent
PA 88 [PER],slight anthocyanin
PA 90 [PER],intense anthocyanin
PA 95 [PER],slight anthocyanin
PA 98 [PER],moderate anthocyanin
PENTAGONA 1 [CRI],slight anthocyanin
PENTAGONA 2 [CRI],intense anthocyanin
PH 1 /1 [BLZ],intense anthocyanin
PH 1 /2 [BLZ],intense anthocyanin
PH 1 /3 [BLZ],moderate anthocyanin
PH 1 /5 [BLZ],intense anthocyanin
PH 2 /1 [BLZ],moderate anthocyanin
PH 2 /2 [BLZ],intense anthocyanin
PH 2 /3 [BLZ],intense anthocyanin
PH 2 /4 [BLZ],intense anthocyanin
PH 2 /5 [BLZ],moderate anthocyanin
PH 2 /8 [BLZ],intense anthocyanin
PLAYA ALTA 2 [VEN],slight anthocyanin
PMCT 93,moderate anthocyanin
PNG 414,moderate anthocyanin
POR 1 [TTO],slight anthocyanin
POR 3 [TTO],moderate anthocyanin
POUND 1 /B,slight anthocyanin
POUND 10 /B,moderate anthocyanin
POUND 10 /C,anthocyanin absent
POUND 12 /A,anthocyanin absent
POUND 14 /B,anthocyanin absent
POUND 15 /A,intense anthocyanin
POUND 16 /A,moderate anthocyanin
POUND 16 /B,anthocyanin absent
POUND 17 /A,slight anthocyanin
POUND 18,slight anthocyanin
POUND 18 /A,anthocyanin absent
POUND 19,moderate anthocyanin
POUND 19 /A,intense anthocyanin
POUND 2 /A,anthocyanin absent
POUND 2 /B,slight anthocyanin
POUND 25 /A,moderate anthocyanin
POUND 25 /C,anthocyanin absent
POUND 26 /C,moderate anthocyanin
POUND 27 /C,intense anthocyanin
POUND 31 /A,anthocyanin absent
POUND 31 /C,slight anthocyanin
POUND 32 /A,slight anthocyanin
POUND 4 /A,slight anthocyanin
POUND 5 /B,slight anthocyanin
POUND 5 /C,slight anthocyanin
POUND 7 /A,moderate anthocyanin
POUND 7 /B,anthocyanin absent
POUND 7 /C,slight anthocyanin
POUND 8 /A,anthocyanin absent
POUND 8 /C,intense anthocyanin
POUND 9 /B,slight anthocyanin
RB 29 [BRA],slight anthocyanin
RB 33 /3 [BRA],intense anthocyanin
RB 39 [BRA],moderate anthocyanin
RB 46 [BRA],moderate anthocyanin
RB 47 [BRA],moderate anthocyanin
RB 49 [BRA],moderate anthocyanin
REDAMEL 1 /27,intense anthocyanin
REDAMEL 1 /30,moderate anthocyanin
REDAMEL 1 /31,slight anthocyanin
RIM 10 [MEX],moderate anthocyanin
RIM 101 [MEX],moderate anthocyanin
RIM 106 [MEX],slight anthocyanin
RIM 113 [MEX],intense anthocyanin
RIM 117 [MEX],intense anthocyanin
RIM 12 [MEX],slight anthocyanin
RIM 13 [MEX],moderate anthocyanin
RIM 189 [MEX],slight anthocyanin
RIM 19 [MEX],moderate anthocyanin
RIM 2 [MEX],intense anthocyanin
RIM 21 [MEX],slight anthocyanin
RIM 22 [MEX],moderate anthocyanin
RIM 23 [MEX],intense anthocyanin
RIM 24 [MEX],intense anthocyanin
RIM 39 [MEX],intense anthocyanin
RIM 41 [MEX],slight anthocyanin
RIM 48 [MEX],intense anthocyanin
RIM 52 [MEX],moderate anthocyanin
RIM 6 [MEX],moderate anthocyanin
RIM 71 [MEX],slight anthocyanin
RIM 75 [MEX],slight anthocyanin
RIM 76 [MEX],moderate anthocyanin
RIM 8 [MEX],slight anthocyanin
RIM 9 [MEX],moderate anthocyanin
SAN JUAN WSC,moderate anthocyanin
SAN MIGUEL 3089 [CHA],moderate anthocyanin
SAN MIGUEL 3160 [CHA],anthocyanin absent
SAN MIGUEL 3160 [CHA],anthocyanin absent
SAN MIGUEL 3161 [CHA],slight anthocyanin
SAN MIGUEL 3161 /1 [CHA],intense anthocyanin
SAN MIGUEL 3161 /2 [CHA],anthocyanin absent
SAN MIGUEL 3161 /5 [CHA],intense anthocyanin
SAN MIGUEL 3162 /2 [CHA],slight anthocyanin
SAN MIGUEL 3360 /2 [CHA],intense anthocyanin
SAN MIGUEL 3360 /3 [CHA],anthocyanin absent
SC 1 [COL],intense anthocyanin
SC 10 [COL],intense anthocyanin
SC 11 [COL],moderate anthocyanin
SC 12 [COL],anthocyanin absent
SC 13 [COL],anthocyanin absent
SC 15 [COL],moderate anthocyanin
SC 17 [COL],moderate anthocyanin
SC 2 [COL],moderate anthocyanin
SC 20 [COL],moderate anthocyanin
SC 3 [COL],moderate anthocyanin
SC 4 [COL],moderate anthocyanin
SC 5 [COL],moderate anthocyanin
SC 6 [COL],intense anthocyanin
SC 7 [COL],intense anthocyanin
SC 8 [COL],intense anthocyanin
SC 96 [COL],moderate anthocyanin
SCA 10,anthocyanin absent
SCA 11,slight anthocyanin
SCA 12,slight anthocyanin
SCA 16,slight anthocyanin
SCA 19,slight anthocyanin
SCA 20,slight anthocyanin
SCA 23,moderate anthocyanin
SCA 24,slight anthocyanin
SCA 27,slight anthocyanin
SCA 3,moderate anthocyanin
SCA 5,slight anthocyanin
SCA 6,moderate anthocyanin
SCA 7,moderate anthocyanin
SCA 8,moderate anthocyanin
SCA 9,moderate anthocyanin
SD 1 /6,slight anthocyanin
SI 10 /1,moderate anthocyanin
SI 12 /1,moderate anthocyanin
SI 12 /4,moderate anthocyanin
SI 14 /1,intense anthocyanin
SI 17 /1,moderate anthocyanin
SI 2 /2,moderate anthocyanin
SI 22 /1,moderate anthocyanin
SI 22 /3,moderate anthocyanin
SI 3 /2,moderate anthocyanin
SI 31 /2,intense anthocyanin
SI 32 /1,intense anthocyanin
SI 35 /2,slight anthocyanin
SI 35 /3,moderate anthocyanin
SI 36 /1,moderate anthocyanin
SI 40 /3,moderate anthocyanin
SI 40 /6,intense anthocyanin
SI 40 /7,intense anthocyanin
SI 41 /1,moderate anthocyanin
SI 41 /5,intense anthocyanin
SI 44 /1,slight anthocyanin
SI 44 /2,moderate anthocyanin
SI 44 /4,intense anthocyanin
SI 45 /2,moderate anthocyanin
SI 45 /3,moderate anthocyanin
SI 46 /2,moderate anthocyanin
SI 48 /3,moderate anthocyanin
SI 48 /4,moderate anthocyanin
SI 66 /1,moderate anthocyanin
SI 90 /3,moderate anthocyanin
SI 93 /1,moderate anthocyanin
SI 94 /6,moderate anthocyanin
SIAL 330,intense anthocyanin
