Clone name,Ligule colour,Stamen colour,Sepal width,Sepal length,Ligule width,Ovule number,Style length
LCT EEN 62 /S-4,slight anthocyanin,moderate anthocyanin,-,8.71,2.65,44,2.22
LCT EEN 66,anthocyanin absent,anthocyanin absent,-,6.8,2.09,36,2.59
LCT EEN 68 /S-1,anthocyanin absent,anthocyanin absent,-,7.45,2.39,33,2.55
LCT EEN 68 /S-2,slight anthocyanin,anthocyanin absent,-,8.2,2.45,41,2.04
LCT EEN 73 /A,anthocyanin absent,slight anthocyanin,-,8.03,2.58,47,2.15
LCT EEN 81,anthocyanin absent,slight anthocyanin,-,7.78,2.23,42,2.81
LCT EEN 82,anthocyanin absent,anthocyanin absent,-,8.31,2.74,45,2.59
LCT EEN 83 /S-8,slight anthocyanin,slight anthocyanin,-,6.96,2.23,44,2.09
LCT EEN 85,anthocyanin absent,anthocyanin absent,-,7.48,2.55,46,2.72
LCT EEN 86,slight anthocyanin,intense anthocyanin,-,6.97,2.08,35,2.2
LCT EEN 90 /S-7,slight anthocyanin,slight anthocyanin,-,7.56,2.42,42,2.33
LH 1,slight anthocyanin,moderate anthocyanin,-,6.79,2.34,37,1.95
LH 5,slight anthocyanin,anthocyanin absent,-,8.74,2.99,41,2.01
LP 1 /18 [POU],slight anthocyanin,intense anthocyanin,-,7.82,2.71,44,2.95
LP 1 /2 [POU],anthocyanin absent,moderate anthocyanin,-,8.11,2.81,40,2.65
LP 1 /21 [POU],slight anthocyanin,moderate anthocyanin,-,8.76,2.52,48,2.56
LP 1 /23 [POU],slight anthocyanin,intense anthocyanin,-,9.02,2.65,46,2.9
LP 1 /24 [POU],moderate anthocyanin,anthocyanin absent,-,7.93,2.48,38,1.95
LP 1 /25 [POU],slight anthocyanin,intense anthocyanin,-,7.51,2.59,44,2.55
LP 1 /28 [POU],anthocyanin absent,slight anthocyanin,-,6.96,2.52,37,2.49
LP 1 /29 [POU],moderate anthocyanin,intense anthocyanin,-,8.13,2.76,51,2.91
LP 1 /31 [POU],anthocyanin absent,anthocyanin absent,-,7.8,2.52,40,2.45
LP 1 /32 [POU],slight anthocyanin,slight anthocyanin,-,8.0,2.53,41,2.87
LP 1 /36 [POU],slight anthocyanin,intense anthocyanin,-,8.17,2.68,44,2.65
LP 1 /37 [POU],slight anthocyanin,moderate anthocyanin,-,8.73,3.29,42,2.97
LP 1 /39 [POU],moderate anthocyanin,moderate anthocyanin,-,8.25,2.83,38,2.67
LP 1 /4 [POU],anthocyanin absent,slight anthocyanin,-,8.49,2.92,44,2.24
LP 1 /40 [POU],slight anthocyanin,intense anthocyanin,-,8.46,3.16,49,3.08
LP 1 /41 [POU],anthocyanin absent,slight anthocyanin,-,7.88,2.79,40,2.3
LP 1 /42 [POU],anthocyanin absent,slight anthocyanin,-,7.23,2.85,45,2.22
LP 1 /44 [POU],slight anthocyanin,moderate anthocyanin,-,7.82,2.63,57,2.67
LP 1 /45 [POU],slight anthocyanin,slight anthocyanin,-,6.49,2.06,46,1.78
LP 1 /49 [POU],slight anthocyanin,intense anthocyanin,-,7.51,2.47,43,2.71
LP 1 /58 [POU],slight anthocyanin,intense anthocyanin,-,9.4,2.8,44,2.69
LP 1 /61 [POU],anthocyanin absent,anthocyanin absent,-,8.37,2.73,44,2.67
LP 1 /62 [POU],anthocyanin absent,moderate anthocyanin,-,7.41,2.67,41,2.9
LP 1 /9 [POU],anthocyanin absent,intense anthocyanin,-,8.75,2.45,43,2.62
LP 2 /1 [POU],slight anthocyanin,moderate anthocyanin,-,7.42,2.29,47,2.19
LP 2 /10 [POU],anthocyanin absent,anthocyanin absent,-,7.92,2.3,42,2.54
LP 2 /11 [POU],slight anthocyanin,slight anthocyanin,-,9.22,2.41,40,2.67
LP 2 /13 [POU],anthocyanin absent,slight anthocyanin,-,7.84,2.88,49,2.98
LP 2 /14 [POU],slight anthocyanin,anthocyanin absent,-,8.52,2.13,39,2.23
LP 2 /3 [POU],intense anthocyanin,anthocyanin absent,-,9.24,2.2,39,2.26
LP 2 /9 [POU],anthocyanin absent,anthocyanin absent,-,7.79,2.4,43,2.7
LP 3 /11 [POU],moderate anthocyanin,slight anthocyanin,-,6.93,1.91,41,1.98
LP 3 /13 [POU],intense anthocyanin,slight anthocyanin,-,7.85,2.45,40,1.99
LP 3 /15 [POU],anthocyanin absent,slight anthocyanin,-,7.17,2.36,38,2.45
LP 3 /19 [POU],slight anthocyanin,slight anthocyanin,-,7.68,2.28,46,2.34
LP 3 /2 [POU],slight anthocyanin,intense anthocyanin,-,7.3,2.56,45,2.49
LP 3 /20 [POU],anthocyanin absent,anthocyanin absent,-,8.58,2.82,34,2.06
LP 3 /25 [POU],anthocyanin absent,anthocyanin absent,-,8.99,2.7,39,2.83
LP 3 /29 [POU],moderate anthocyanin,moderate anthocyanin,-,7.84,2.6,42,2.31
LP 3 /3 [POU],moderate anthocyanin,intense anthocyanin,-,7.16,2.14,43,2.12
LP 3 /34 [POU],intense anthocyanin,anthocyanin absent,-,7.55,2.37,39,2.63
LP 3 /35 [POU],moderate anthocyanin,anthocyanin absent,-,7.95,2.77,45,1.98
LP 3 /38 [POU],slight anthocyanin,intense anthocyanin,-,8.71,2.51,39,2.47
LP 3 /4 [POU],anthocyanin absent,moderate anthocyanin,-,8.01,2.55,40,2.59
LP 3 /40 [POU],slight anthocyanin,moderate anthocyanin,-,8.22,2.48,35,2.69
LP 3 /45 [POU],slight anthocyanin,moderate anthocyanin,-,8.65,2.34,40,2.44
LP 3 /48 [POU],moderate anthocyanin,slight anthocyanin,-,6.62,2.28,42,2.07
LP 3 /5 [POU],moderate anthocyanin,moderate anthocyanin,-,6.5,2.36,50,2.04
LP 4 /1 [POU],moderate anthocyanin,slight anthocyanin,-,7.89,2.86,41,2.49
LP 4 /10 [POU],slight anthocyanin,slight anthocyanin,-,8.04,2.92,39,2.05
LP 4 /12 [POU],moderate anthocyanin,intense anthocyanin,-,7.75,2.46,46,2.56
LP 4 /13 [POU],intense anthocyanin,moderate anthocyanin,-,8.45,2.83,46,2.91
LP 4 /15 [POU],intense anthocyanin,intense anthocyanin,-,8.36,2.21,36,2.46
LP 4 /18 [POU],slight anthocyanin,moderate anthocyanin,-,8.16,2.75,40,1.99
LP 4 /19 [POU],slight anthocyanin,moderate anthocyanin,-,7.97,2.32,50,2.62
LP 4 /2 [POU],slight anthocyanin,intense anthocyanin,-,8.43,2.77,42,2.69
LP 4 /20 [POU],moderate anthocyanin,moderate anthocyanin,-,7.95,2.84,45,2.37
LP 4 /24 [POU],anthocyanin absent,slight anthocyanin,-,8.32,2.31,41,2.22
LP 4 /25 [POU],moderate anthocyanin,moderate anthocyanin,-,7.58,2.41,41,2.14
LP 4 /3 [POU],slight anthocyanin,moderate anthocyanin,-,6.7,2.1,42,2.09
LP 4 /30 [POU],slight anthocyanin,intense anthocyanin,-,7.31,2.75,48,2.52
LP 4 /32 [POU],moderate anthocyanin,slight anthocyanin,-,8.27,2.62,44,2.49
LP 4 /37 [POU],anthocyanin absent,moderate anthocyanin,-,7.6,2.69,43,1.67
LP 4 /38 [POU],anthocyanin absent,slight anthocyanin,-,8.2,2.44,40,2.13
LP 4 /39 [POU],slight anthocyanin,moderate anthocyanin,-,9.69,3.48,45,3.1
LP 4 /4 [POU],anthocyanin absent,moderate anthocyanin,-,7.89,2.79,42,2.93
LP 4 /41 [POU],anthocyanin absent,slight anthocyanin,-,8.03,2.38,42,1.78
LP 4 /43 [POU],slight anthocyanin,intense anthocyanin,-,7.69,3.15,40,1.84
LP 4 /45 [POU],slight anthocyanin,slight anthocyanin,-,7.72,2.36,39,1.97
LP 4 /48 [POU],moderate anthocyanin,intense anthocyanin,-,9.11,2.37,50,2.44
LP 4 /5 [POU],slight anthocyanin,moderate anthocyanin,-,8.56,2.73,34,2.76
LP 4 /52 [POU],slight anthocyanin,moderate anthocyanin,-,7.74,2.41,40,1.79
LP 4 /7 [POU],slight anthocyanin,slight anthocyanin,-,7.56,2.76,43,2.61
LP 4 /8 [POU],moderate anthocyanin,moderate anthocyanin,-,8.42,2.44,40,2.26
LP 5 /1 [POU],slight anthocyanin,moderate anthocyanin,-,8.05,2.5,39,2.44
LP 5 /14 [POU],slight anthocyanin,intense anthocyanin,-,6.69,2.39,46,2.58
LP 5 /19 [POU],moderate anthocyanin,moderate anthocyanin,-,7.7,2.64,51,2.25
LP 5 /2 [POU],slight anthocyanin,slight anthocyanin,-,9.49,2.41,42,2.55
LP 5 /23 [POU],slight anthocyanin,intense anthocyanin,-,7.86,2.47,47,2.83
LP 5 /3 [POU],intense anthocyanin,slight anthocyanin,-,7.53,2.39,44,2.22
LP 6 /14 [POU],moderate anthocyanin,slight anthocyanin,-,9.42,1.99,39,2.45
LP 6 /16 [POU],slight anthocyanin,anthocyanin absent,-,9.03,2.29,44,2.23
LP 6 /19 [POU],anthocyanin absent,anthocyanin absent,-,8.74,2.48,42,2.25
LP 6 /21 [POU],anthocyanin absent,anthocyanin absent,-,8.88,2.72,42,2.6
LP 6 /24 [POU],intense anthocyanin,slight anthocyanin,-,8.82,2.87,42,2.4
LP 6 /6 [POU],slight anthocyanin,intense anthocyanin,-,7.8,2.33,54,2.37
LV 10 [POU],moderate anthocyanin,moderate anthocyanin,-,7.93,2.44,42,2.37
LV 14 [POU],intense anthocyanin,moderate anthocyanin,-,7.48,2.59,40,2.79
LV 15 [POU],anthocyanin absent,intense anthocyanin,-,8.59,2.47,45,2.74
LV 17 [POU],slight anthocyanin,moderate anthocyanin,-,7.68,2.31,42,2.45
LV 20 [POU],moderate anthocyanin,intense anthocyanin,-,8.35,2.5,41,2.69
LV 22 [POU],moderate anthocyanin,slight anthocyanin,-,8.07,2.38,36,1.91
LV 27 [POU],moderate anthocyanin,intense anthocyanin,-,7.95,2.76,44,2.71
LV 28 [POU],slight anthocyanin,slight anthocyanin,-,8.85,2.26,42,2.44
LV 31 [POU],slight anthocyanin,slight anthocyanin,-,8.36,2.84,35,2.98
LV 33 [POU],slight anthocyanin,anthocyanin absent,-,7.01,2.16,36,1.96
LV 36 [POU],slight anthocyanin,slight anthocyanin,-,8.49,2.32,39,2.42
LV 37 [POU],moderate anthocyanin,moderate anthocyanin,-,8.89,3.19,46,2.77
LV 6 [POU],slight anthocyanin,intense anthocyanin,-,8.55,2.19,37,2.64
LV 9 [POU],slight anthocyanin,intense anthocyanin,-,8.55,2.28,37,2.78
LX 16,anthocyanin absent,moderate anthocyanin,-,7.77,2.57,47,2.78
LX 17,slight anthocyanin,moderate anthocyanin,-,8.07,2.53,41,2.44
LX 2,intense anthocyanin,anthocyanin absent,-,8.61,2.43,44,2.35
LX 24,slight anthocyanin,intense anthocyanin,-,8.36,2.47,34,2.46
LX 25,moderate anthocyanin,slight anthocyanin,-,7.59,2.08,37,2.03
LX 28,moderate anthocyanin,slight anthocyanin,-,7.23,2.43,36,2.02
LX 31,moderate anthocyanin,slight anthocyanin,-,6.67,1.97,46,1.95
LX 32,slight anthocyanin,moderate anthocyanin,-,8.03,2.63,46,2.63
LX 38,moderate anthocyanin,moderate anthocyanin,-,7.9,2.44,37,2.66
LX 39,slight anthocyanin,slight anthocyanin,-,7.33,2.5,36,2.37
LX 41,intense anthocyanin,intense anthocyanin,-,7.84,2.72,42,2.6
LX 43,intense anthocyanin,moderate anthocyanin,-,8.74,2.74,41,2.44
LX 44,slight anthocyanin,moderate anthocyanin,-,8.94,2.6,36,2.95
LX 45,moderate anthocyanin,intense anthocyanin,-,8.34,2.64,39,2.16
LX 47,slight anthocyanin,intense anthocyanin,-,7.34,2.49,37,2.35
LX 48,slight anthocyanin,slight anthocyanin,-,8.82,2.6,38,2.56
LX 49,slight anthocyanin,intense anthocyanin,-,9.23,2.31,37,3.11
LX 50,slight anthocyanin,slight anthocyanin,-,7.64,2.52,42,2.23
LX 53,slight anthocyanin,moderate anthocyanin,-,7.91,2.42,41,2.59
LX 6,slight anthocyanin,slight anthocyanin,-,7.94,2.3,38,2.15
LZ 13,anthocyanin absent,slight anthocyanin,-,7.72,2.54,33,2.41
LZ 17,slight anthocyanin,moderate anthocyanin,-,8.11,2.3,39,2.35
LZ 19,slight anthocyanin,moderate anthocyanin,-,7.73,2.41,49,2.22
LZ 2,slight anthocyanin,moderate anthocyanin,-,8.38,2.42,37,2.7
LZ 33,moderate anthocyanin,slight anthocyanin,-,8.71,2.81,40,2.72
LZ 5,slight anthocyanin,anthocyanin absent,-,8.35,2.1,40,2.2
LZ 7,anthocyanin absent,intense anthocyanin,-,8.65,2.42,36,2.5
LZ 8,slight anthocyanin,moderate anthocyanin,-,9.08,2.84,43,2.26
LZ 9,anthocyanin absent,intense anthocyanin,-,9.21,2.61,44,2.55
M 116 [ICT],slight anthocyanin,slight anthocyanin,-,7.06,2.91,54,2.6
M 252 [ICT],moderate anthocyanin,moderate anthocyanin,-,7.7,2.38,43,2.16
M 33 [ICT],slight anthocyanin,slight anthocyanin,-,7.13,2.37,48,2.45
M 8 [SUR],anthocyanin absent,slight anthocyanin,-,8.47,2.43,52,2.22
MA 12 [BRA],slight anthocyanin,slight anthocyanin,-,6.5,1.88,48,1.87
MAN 15 /2 [BRA],moderate anthocyanin,moderate anthocyanin,-,8.12,3.04,54,2.07
MAN 15 /60 [BRA],slight anthocyanin,moderate anthocyanin,-,7.29,3.21,46,1.78
MAR 1,slight anthocyanin,moderate anthocyanin,-,7.97,2.12,43,2.16
MAR 10,slight anthocyanin,moderate anthocyanin,-,7.4,2.39,44,2.25
MAR 11,slight anthocyanin,slight anthocyanin,-,7.76,2.37,46,2.36
MAR 12,slight anthocyanin,moderate anthocyanin,-,7.71,2.22,44,1.99
MAR 13,slight anthocyanin,moderate anthocyanin,-,8.02,2.13,46,2.17
MAR 14,slight anthocyanin,moderate anthocyanin,-,7.96,2.16,44,2.15
MAR 19,anthocyanin absent,anthocyanin absent,-,8.48,2.53,48,2.26
MAR 20,anthocyanin absent,moderate anthocyanin,-,7.28,2.36,50,2.19
MAR 22,slight anthocyanin,moderate anthocyanin,-,8.92,2.56,42,2.17
MAR 3,anthocyanin absent,anthocyanin absent,-,8.66,2.54,38,2.29
MAR 9,slight anthocyanin,moderate anthocyanin,-,8.54,2.43,44,2.13
MARPER 18,slight anthocyanin,moderate anthocyanin,-,7.62,2.61,45,2.74
MARPER 20,anthocyanin absent,anthocyanin absent,-,8.14,2.65,49,2.64
MARPER 22,intense anthocyanin,moderate anthocyanin,-,9.08,2.4,38,2.55
MARPER 23,slight anthocyanin,anthocyanin absent,-,6.61,2.31,40,1.69
MARPER 25,slight anthocyanin,anthocyanin absent,-,7.16,1.86,49,2.19
MARPER 27,anthocyanin absent,slight anthocyanin,-,6.52,2.27,40,2.29
MARPER 28,intense anthocyanin,slight anthocyanin,-,5.78,2.09,44,1.98
MARPER 29,anthocyanin absent,slight anthocyanin,-,7.46,2.82,54,2.47
MARPER 31,intense anthocyanin,intense anthocyanin,-,7.21,2.53,43,2.85
MARPER 33,intense anthocyanin,intense anthocyanin,-,6.76,2.35,41,1.84
MARPER 34,intense anthocyanin,slight anthocyanin,-,8.62,2.48,43,2.42
MARPER 35,moderate anthocyanin,slight anthocyanin,-,7.58,2.2,47,1.82
MARPER 37,anthocyanin absent,intense anthocyanin,-,6.99,2.21,55,2.35
MARPER 42,slight anthocyanin,anthocyanin absent,-,6.72,2.28,41,2.32
MARPER 43,intense anthocyanin,anthocyanin absent,-,6.71,2.06,42,1.97
MARPER 45,slight anthocyanin,intense anthocyanin,-,6.78,1.93,37,2.42
MARPER 47,slight anthocyanin,slight anthocyanin,-,7.52,2.51,45,2.34
MARPER 48,moderate anthocyanin,moderate anthocyanin,-,7.19,2.55,51,2.54
MARPER 49,anthocyanin absent,anthocyanin absent,-,6.26,1.83,28,2.17
MARPER 50,slight anthocyanin,anthocyanin absent,-,7.19,2.13,45,2.17
MARPER 51,anthocyanin absent,anthocyanin absent,-,7.71,2.21,42,2.11
MARPER 52,moderate anthocyanin,slight anthocyanin,-,7.35,2.08,37,1.64
MARPER 53,anthocyanin absent,anthocyanin absent,-,7.81,2.2,43,2.2
MARPER 54,intense anthocyanin,moderate anthocyanin,-,7.66,2.01,47,2.14
MARPER 9,slight anthocyanin,anthocyanin absent,-,7.3,2.42,44,2.72
MATINA 1 /4,anthocyanin absent,slight anthocyanin,-,7.65,2.34,38,1.95
MATINA 1 /7,anthocyanin absent,anthocyanin absent,-,7.7,2.58,46,1.78
MATINA 2 /8,moderate anthocyanin,intense anthocyanin,-,6.46,2.27,49,1.92
MO 109,slight anthocyanin,slight anthocyanin,-,8.75,3.83,35,2.26
MO 118,slight anthocyanin,intense anthocyanin,-,7.98,2.37,43,2.38
MO 121,intense anthocyanin,intense anthocyanin,-,7.99,2.56,40,2.54
MO 122,intense anthocyanin,intense anthocyanin,-,6.43,2.11,38,2.38
MO 125,moderate anthocyanin,moderate anthocyanin,-,7.14,2.3,44,2.54
MO 129,intense anthocyanin,slight anthocyanin,-,7.42,2.28,41,2.08
MO 14,slight anthocyanin,slight anthocyanin,-,8.84,2.92,45,2.31
MO 17,moderate anthocyanin,moderate anthocyanin,-,8.4,2.34,46,2.36
MO 20,slight anthocyanin,anthocyanin absent,-,7.99,3.08,39,2.3
MO 3,slight anthocyanin,slight anthocyanin,-,6.94,2.29,47,1.7
MO 4,slight anthocyanin,anthocyanin absent,-,6.69,2.4,37,2.39
MO 76,slight anthocyanin,slight anthocyanin,-,7.65,2.1,47,2.41
MO 80,anthocyanin absent,anthocyanin absent,-,7.41,2.38,43,2.32
MO 81,slight anthocyanin,anthocyanin absent,-,8.97,2.77,44,2.24
MO 82,slight anthocyanin,anthocyanin absent,-,7.5,2.08,44,2.35
MO 83,slight anthocyanin,slight anthocyanin,-,7.32,2.22,45,2.26
MO 87,anthocyanin absent,slight anthocyanin,-,7.26,2.61,46,2.06
MO 9,moderate anthocyanin,anthocyanin absent,-,7.49,2.54,39,2.17
MO 90,moderate anthocyanin,intense anthocyanin,-,7.04,2.51,46,2.32
MO 96,moderate anthocyanin,moderate anthocyanin,-,6.99,2.55,45,2.57
MO 99,moderate anthocyanin,intense anthocyanin,-,7.29,2.69,45,2.63
MOCO 1 /12,anthocyanin absent,anthocyanin absent,-,7.7,2.38,46,1.86
MOQ 1 /16,intense anthocyanin,slight anthocyanin,-,7.48,2.42,34,2.43
MOQ 1 /2,slight anthocyanin,intense anthocyanin,-,9.01,2.45,45,2.59
MOQ 1 /21,anthocyanin absent,intense anthocyanin,-,8.29,2.14,47,2.83
MOQ 1 /24,slight anthocyanin,intense anthocyanin,-,7.33,2.03,38,2.58
MOQ 1 /25,slight anthocyanin,anthocyanin absent,-,8.06,2.14,42,2.18
MOQ 2 /1,slight anthocyanin,intense anthocyanin,-,7.78,2.29,41,2.84
MOQ 2 /10,anthocyanin absent,intense anthocyanin,-,7.68,2.69,38,2.81
MOQ 2 /11,slight anthocyanin,moderate anthocyanin,-,8.71,2.65,45,2.63
MOQ 2 /16,slight anthocyanin,intense anthocyanin,-,9.37,2.95,40,3.08
MOQ 2 /17,slight anthocyanin,anthocyanin absent,-,7.5,2.49,50,2.39
MOQ 2 /18,slight anthocyanin,intense anthocyanin,-,7.95,2.37,39,2.64
MOQ 2 /22,slight anthocyanin,moderate anthocyanin,-,8.13,2.22,36,2.53
MOQ 2 /26,slight anthocyanin,moderate anthocyanin,-,9.12,2.71,36,2.63
MOQ 2 /28,moderate anthocyanin,intense anthocyanin,-,8.28,2.63,45,2.93
MOQ 2 /29,slight anthocyanin,intense anthocyanin,-,8.73,2.37,41,3.04
MOQ 2 /30,slight anthocyanin,moderate anthocyanin,-,7.9,2.43,42,2.35
MOQ 2 /31,anthocyanin absent,slight anthocyanin,-,9.31,2.9,41,3.16
MOQ 2 /35,slight anthocyanin,moderate anthocyanin,-,8.85,2.35,41,2.45
MOQ 2 /36,slight anthocyanin,slight anthocyanin,-,7.76,2.58,38,2.75
MOQ 2 /4,slight anthocyanin,intense anthocyanin,-,7.64,1.95,44,2.57
MOQ 2 /6,anthocyanin absent,intense anthocyanin,-,9.59,2.48,41,2.46
MOQ 3 /11,slight anthocyanin,slight anthocyanin,-,8.78,2.42,37,2.78
MOQ 3 /12,slight anthocyanin,intense anthocyanin,-,7.43,2.66,43,2.91
MOQ 3 /16,slight anthocyanin,slight anthocyanin,-,8.72,2.6,38,3.0
MOQ 3 /19,slight anthocyanin,anthocyanin absent,-,8.38,2.1,43,2.99
MOQ 3 /20,anthocyanin absent,moderate anthocyanin,-,7.9,2.61,51,2.71
MOQ 3 /8,moderate anthocyanin,moderate anthocyanin,-,7.94,2.36,47,2.31
MOQ 4 /13,anthocyanin absent,anthocyanin absent,-,8.27,2.35,35,1.92
MOQ 4 /16,slight anthocyanin,intense anthocyanin,-,7.95,2.58,44,2.78
MOQ 4 /2,slight anthocyanin,slight anthocyanin,-,7.54,2.05,41,1.94
MOQ 4 /21,intense anthocyanin,intense anthocyanin,-,8.91,2.69,41,2.92
MOQ 4 /23,moderate anthocyanin,intense anthocyanin,-,7.14,2.54,51,2.72
MOQ 4 /4,slight anthocyanin,slight anthocyanin,-,8.69,2.35,40,2.74
MOQ 4 /5,intense anthocyanin,slight anthocyanin,-,7.6,2.4,39,2.41
MOQ 5 /1,moderate anthocyanin,slight anthocyanin,-,8.1,2.79,45,2.47
MOQ 5 /12,slight anthocyanin,slight anthocyanin,-,8.22,2.32,39,2.59
MOQ 5 /21,slight anthocyanin,moderate anthocyanin,-,7.89,2.38,46,2.87
MOQ 5 /23,anthocyanin absent,anthocyanin absent,-,7.93,2.22,44,2.19
MOQ 5 /28,moderate anthocyanin,slight anthocyanin,-,7.64,2.44,43,2.09
MOQ 5 /29,slight anthocyanin,slight anthocyanin,-,9.11,2.22,31,2.56
MOQ 5 /34,slight anthocyanin,anthocyanin absent,-,7.81,1.99,38,2.1
MOQ 5 /5,anthocyanin absent,slight anthocyanin,-,9.52,2.65,44,2.63
MOQ 6 /10,slight anthocyanin,slight anthocyanin,-,10.02,2.61,43,2.84
MOQ 6 /102,slight anthocyanin,anthocyanin absent,-,8.25,2.5,45,2.73
MOQ 6 /103,slight anthocyanin,intense anthocyanin,-,6.98,2.51,45,2.24
MOQ 6 /104,slight anthocyanin,moderate anthocyanin,-,8.07,2.5,45,2.8
MOQ 6 /107,slight anthocyanin,intense anthocyanin,-,8.77,2.39,47,3.26
MOQ 6 /108,anthocyanin absent,anthocyanin absent,-,7.3,2.06,48,2.48
MOQ 6 /109,slight anthocyanin,slight anthocyanin,-,6.44,2.21,36,2.12
MOQ 6 /11,slight anthocyanin,slight anthocyanin,-,8.58,2.44,39,2.31
MOQ 6 /113,anthocyanin absent,intense anthocyanin,-,8.64,2.75,45,3.2
MOQ 6 /19,anthocyanin absent,slight anthocyanin,-,7.55,2.24,45,2.36
MOQ 6 /28,intense anthocyanin,moderate anthocyanin,-,7.88,2.69,52,2.2
MOQ 6 /29,slight anthocyanin,anthocyanin absent,-,7.13,2.13,39,2.33
MOQ 6 /30,moderate anthocyanin,intense anthocyanin,-,6.43,2.09,37,2.09
MOQ 6 /33,slight anthocyanin,slight anthocyanin,-,8.13,2.26,40,2.67
MOQ 6 /34,intense anthocyanin,anthocyanin absent,-,9.09,2.27,48,2.3
MOQ 6 /36,slight anthocyanin,slight anthocyanin,-,7.47,2.11,37,1.65
MOQ 6 /41,intense anthocyanin,slight anthocyanin,-,8.77,2.06,42,2.08
MOQ 6 /44,anthocyanin absent,moderate anthocyanin,-,7.48,2.09,43,2.54
MOQ 6 /46,anthocyanin absent,slight anthocyanin,-,8.75,2.54,46,3.16
MOQ 6 /5,slight anthocyanin,slight anthocyanin,-,6.68,2.57,41,2.54
MOQ 6 /52,slight anthocyanin,slight anthocyanin,-,8.24,2.48,45,2.92
MOQ 6 /54,slight anthocyanin,slight anthocyanin,-,8.06,2.38,48,3.16
MOQ 6 /55,anthocyanin absent,anthocyanin absent,-,7.6,2.3,45,3.3
MOQ 6 /6,anthocyanin absent,moderate anthocyanin,-,9.05,2.3,34,2.91
MOQ 6 /67,moderate anthocyanin,slight anthocyanin,-,8.13,1.76,37,2.06
MOQ 6 /68,slight anthocyanin,intense anthocyanin,-,8.09,2.4,39,2.78
MOQ 6 /70,moderate anthocyanin,slight anthocyanin,-,7.01,2.38,41,2.1
MOQ 6 /73,moderate anthocyanin,anthocyanin absent,-,8.14,2.69,41,2.4
MOQ 6 /77,moderate anthocyanin,anthocyanin absent,-,7.96,2.05,39,2.0
MOQ 6 /82,slight anthocyanin,anthocyanin absent,-,8.08,2.24,45,2.33
MOQ 6 /85,anthocyanin absent,intense anthocyanin,-,9.11,2.25,35,2.67
MOQ 6 /87,intense anthocyanin,moderate anthocyanin,-,8.27,2.64,41,2.1
MOQ 6 /88,slight anthocyanin,slight anthocyanin,-,7.59,2.38,48,2.67
MOQ 6 /91,moderate anthocyanin,anthocyanin absent,-,8.17,2.32,42,3.14
MOQ 6 /92,slight anthocyanin,moderate anthocyanin,-,8.57,2.71,47,3.31
MOQ 6 /93,moderate anthocyanin,slight anthocyanin,-,7.82,2.06,41,2.07
MOQ 6 /95,slight anthocyanin,anthocyanin absent,-,6.79,2.17,36,2.46
MOQ 6 /96,slight anthocyanin,anthocyanin absent,-,9.55,2.52,51,2.76
MOQ 6 /97,slight anthocyanin,anthocyanin absent,-,8.51,1.64,39,2.56
MOQ 6 /99,anthocyanin absent,slight anthocyanin,-,8.82,2.06,44,3.17
MORALES 2 /2,moderate anthocyanin,slight anthocyanin,-,8.02,2.18,42,2.04
MX 14 /16 [TTO],slight anthocyanin,moderate anthocyanin,-,8.0,2.56,48,2.42
MX 14 /20 [TTO],slight anthocyanin,moderate anthocyanin,-,8.74,2.62,45,2.57
NA 1,moderate anthocyanin,slight anthocyanin,-,7.45,2.23,48,2.26
NA 104,moderate anthocyanin,slight anthocyanin,-,6.59,2.23,47,1.4
NA 106,moderate anthocyanin,intense anthocyanin,-,6.2,1.87,45,1.9
NA 110,slight anthocyanin,slight anthocyanin,-,7.33,2.09,53,1.89
NA 111,moderate anthocyanin,anthocyanin absent,-,6.26,2.08,48,2.04
NA 112,slight anthocyanin,moderate anthocyanin,-,6.42,1.99,40,1.76
NA 113,slight anthocyanin,moderate anthocyanin,-,6.61,1.91,49,2.26
NA 114,intense anthocyanin,slight anthocyanin,-,8.57,2.23,39,2.31
NA 118,moderate anthocyanin,moderate anthocyanin,-,6.68,2.27,50,2.18
NA 119,slight anthocyanin,intense anthocyanin,-,7.22,1.9,39,2.58
NA 12,moderate anthocyanin,slight anthocyanin,-,6.64,1.94,52,1.86
NA 120,intense anthocyanin,moderate anthocyanin,-,7.66,2.07,50,1.86
NA 127,moderate anthocyanin,moderate anthocyanin,-,7.44,2.09,44,2.19
NA 129,moderate anthocyanin,moderate anthocyanin,-,6.47,2.18,45,1.91
NA 13,slight anthocyanin,moderate anthocyanin,-,6.71,2.16,57,2.47
NA 137,moderate anthocyanin,moderate anthocyanin,-,6.49,2.81,50,1.97
NA 14,anthocyanin absent,-,-,8.25,2.3,47,2.04
NA 141,moderate anthocyanin,intense anthocyanin,-,7.2,2.56,47,2.42
NA 142,intense anthocyanin,moderate anthocyanin,-,8.39,2.57,38,2.01
NA 144,anthocyanin absent,slight anthocyanin,-,6.35,1.49,46,2.03
NA 145,moderate anthocyanin,moderate anthocyanin,-,8.48,2.16,48,2.19
NA 149,intense anthocyanin,slight anthocyanin,-,7.27,2.14,40,1.39
NA 151,slight anthocyanin,slight anthocyanin,-,7.51,2.74,52,2.09
NA 154,slight anthocyanin,intense anthocyanin,-,7.55,2.33,39,2.1
NA 155,moderate anthocyanin,slight anthocyanin,-,6.71,2.08,41,1.21
